,species_name,coded_property_name,collapsed_data_minimum,collapsed_data_maximum,property_constraint,collapsed_data_value
852,Carex_laxa,plant_height,25cm,35cm,,tall;slender
853,Carex_ledebouriana,inflorescence_size,6mm;5mm,10mm;12mm,,
854,Carex_ledebouriana,leaf_width,1mm,2mm,,
855,Carex_ledebouriana,plant_height,10cm,15cm,,tall;slender
856,Carex_lehmannii,inflorescence_size,5mm;5mm,8mm;9mm,,
857,Carex_lehmannii,leaf_width,2mm,5mm,,
858,Carex_lehmannii,nutlet_size,1.2mm,1.7mm,,
859,Carex_lehmannii,plant_height,15cm,70cm,,tall;slender
860,Carex_leiorhyncha,inflorescence_length,5cm;5mm,8cm;12mm,,
861,Carex_leiorhyncha,inflorescence_width,4mm,6mm,,
862,Carex_leiorhyncha,leaf_width,3mm,5mm,,
863,Carex_leiorhyncha,nutlet_size,1mm,1.2mm,,
864,Carex_leiorhyncha,plant_height,20cm,80cm,,tall
865,Carex_leporina,inflorescence_length,2cm;5mm,2.5cm;10mm,,
866,Carex_leporina,inflorescence_width,0.8cm;3mm,1.3cm;6mm,,
867,Carex_leporina,plant_height,50cm;0.8mm,80cm;1mm,,tall;slender
868,Carex_lianchengensis,leaf_width,1.5mm,2.5mm,,
869,Carex_lianchengensis,plant_height,2cm,10cm,,tall
870,Carex_ligata,inflorescence_length,10mm,20mm,,
871,Carex_ligata,inflorescence_size,3cm,5cm,terminal,1
872,Carex_ligata,inflorescence_width,3mm,4mm,terminal,thick
873,Carex_ligata,leaf_width,4mm,6mm,,
874,Carex_ligata,plant_height,25cm,50cm,flowering,tall;slender
875,Carex_ligulata,inflorescence_size,1cm;2.5cm;5mm,2cm;4cm;6mm,,
876,Carex_ligulata,leaf_width,6mm;0mm,12mm;15mm,,
877,Carex_ligulata,nutlet_size,2.5mm,3mm,,
878,Carex_ligulata,plant_height,35cm,70cm,,tall
879,Carex_limosa,inflorescence_size,2cm;1cm,2.5cm;2cm,,
880,Carex_limosa,leaf_width,1.5mm,2.5mm,,
881,Carex_limosa,plant_height,20cm,45cm,,slender
882,Carex_limprichtiana,plant_height,8cm,14cm,,tall;slender
883,Carex_lingii,inflorescence_size,4mm,10mm,,
884,Carex_lingii,leaf_width,2cm,2.5cm,,
885,Carex_lingii,plant_height,15cm,40cm,,
886,Carex_liouana,inflorescence_size,5mm,8mm,,
887,Carex_liouana,leaf_width,1.4cm,4cm,,
888,Carex_liouana,plant_height,30cm,60cm,,
889,Carex_liqingii,inflorescence_length,2cm,2.5cm,,
890,Carex_liqingii,inflorescence_size,2cm,4.5cm,,
891,Carex_liqingii,inflorescence_width,0.5cm,0.7cm,,
892,Carex_liqingii,leaf_width,1cm,1.3cm,,
893,Carex_lithophila,inflorescence_length,2cm;5mm;7mm,5.5cm;9mm;10mm,,
894,Carex_lithophila,inflorescence_width,0.7cm;2mm;5mm,1.5cm;3mm;7mm,,
895,Carex_lithophila,leaf_width,2mm,4mm,,
896,Carex_lithophila,nutlet_size,1.5mm,1.8mm,,
897,Carex_lithophila,plant_height,10cm,60cm,,tall
898,Carex_litorhyncha,plant_height,15cm,40cm,,tall;slender
899,Carex_liui,inflorescence_size,2cm;2cm,4cm;4cm,,
900,Carex_liui,leaf_width,2mm,3mm,,
901,Carex_liui,plant_height,10cm,15cm,,tall
902,Carex_loliacea,inflorescence_length,3mm,5mm,,
903,Carex_loliacea,inflorescence_width,2mm,5mm,,
904,Carex_loliacea,leaf_width,1mm,2mm,,
905,Carex_loliacea,plant_height,15cm,25cm,,tall;slender
906,Carex_longerostrata,inflorescence_size,1cm;1cm,2.5cm;1.7cm,,
907,Carex_longerostrata,plant_height,15cm,50cm,,tall;slender
908,Carex_longipes,inflorescence_size,0cm;2cm,18cm;4cm,,
909,Carex_longipes,leaf_width,2mm,4mm,,
910,Carex_longipes,plant_height,10cm;40cm;10cm,28cm;70cm;70cm,,tall;tall;tall
911,Carex_longispiculata,inflorescence_length,50mm;60mm,100mm;130mm,,
912,Carex_longispiculata,inflorescence_width,4mm,6mm,,2
913,Carex_longispiculata,leaf_width,3mm,5mm,,
914,Carex_longispiculata,plant_height,48cm,100cm,,tall
915,Carex_longpanlaensis,inflorescence_length,18mm,50mm,,
916,Carex_longpanlaensis,inflorescence_size,3.5cm,5cm,lateral,slender
917,Carex_longpanlaensis,inflorescence_width,4mm,6mm,,
918,Carex_longpanlaensis,leaf_width,5mm,8mm,,
919,Carex_longpanlaensis,nutlet_size,1.3mm,1.5mm,,
920,Carex_longpanlaensis,plant_height,65cm;2mm,90cm;3mm,,tall
921,Carex_longqishanensis,inflorescence_size,4cm;2.7cm,5cm;4cm,,
922,Carex_longqishanensis,leaf_width,7mm,8mm,,
923,Carex_longqishanensis,plant_height,55cm,65cm,,tall
924,Carex_longshengensis,inflorescence_size,2.5cm,4.5cm,,
925,Carex_longshengensis,leaf_width,1.5cm,3.5cm,,
926,Carex_longshengensis,plant_height,30cm,50cm,flowering,tall
927,Carex_luctuosa,inflorescence_length,20mm,30mm,,
928,Carex_luctuosa,inflorescence_size,3cm,3.5cm,,
929,Carex_luctuosa,inflorescence_width,4mm,5mm,,
930,Carex_luctuosa,leaf_width,3mm,5mm,,
931,Carex_luctuosa,plant_height,30cm,100cm,,tall
932,Carex_lushanensis,inflorescence_size,12mm,15mm,,
933,Carex_maackii,inflorescence_length,2.5cm;5mm,6cm;10mm,,
934,Carex_maackii,inflorescence_width,4mm,6mm,,
935,Carex_maackii,leaf_width,2mm,4mm,,
936,Carex_maackii,plant_height,20cm,70cm,,tall
937,Carex_macrandrolepis,inflorescence_length,10mm;10mm,30mm;15mm,,
938,Carex_macrandrolepis,inflorescence_width,1.5mm,2.5mm,lateral,4
939,Carex_macrandrolepis,plant_height,13cm;0.3mm,14cm;0.7mm,,tall;slender
940,Carex_macrosandra,inflorescence_size,4cm;3mm;2.5cm,8cm;4mm;3.5cm,lateral,3
941,Carex_macrosandra,leaf_width,3mm,5mm,,
942,Carex_macrosandra,plant_height,30cm;1mm,80cm;1.5mm,,tall
943,Carex_maculata,inflorescence_size,1.5cm;1cm;2cm;2cm,2cm;2cm;6cm;4cm,,
944,Carex_maculata,leaf_width,3mm,6mm,,
945,Carex_maculata,plant_height,30cm,55cm,,tall
946,Carex_magnoutriculata,inflorescence_size,1.5cm;1.5cm,3.5cm;2.5cm,,
947,Carex_magnoutriculata,leaf_width,3mm,3.5mm,,
948,Carex_magnoutriculata,plant_height,30cm,85cm,,tall;slender
949,Carex_makinoensis,inflorescence_length,4cm;3cm,10cm;7cm,,
950,Carex_makinoensis,inflorescence_width,0.4cm,0.6cm,terminal,0.25
951,Carex_makinoensis,leaf_width,2mm,5mm,,
952,Carex_makinoensis,nutlet_size,2.5mm,3mm,,contracted
953,Carex_makinoensis,plant_height,20cm,80cm,,tall;slender
954,Carex_makuensis,inflorescence_length,25mm,40mm,,
955,Carex_makuensis,inflorescence_size,4cm,4.6cm,,
956,Carex_makuensis,inflorescence_width,3.5mm,4mm,,
957,Carex_makuensis,nutlet_size,1.7mm,2.3mm,,
958,Carex_makuensis,plant_height,30cm,40cm,,tall;slender
959,Carex_manca,inflorescence_size,1cm;4cm;2cm;1cm,4cm;5cm;3cm;1.5cm,female,2
960,Carex_manca,leaf_width,2mm;3mm;2mm;6mm,10mm;5mm;3mm;8mm,,
961,Carex_manca,plant_height,30cm,70cm,,tall;slender
962,Carex_manciformis,inflorescence_size,2cm;2cm,3cm;3.5cm,,
963,Carex_manciformis,leaf_width,5mm,9mm,,
964,Carex_manciformis,plant_height,30cm,40cm,,tall;slender
965,Carex_maorshanica,inflorescence_length,3.5cm,4.5cm,,
966,Carex_maorshanica,inflorescence_size,5mm,10mm,,
967,Carex_maorshanica,leaf_width,2.5mm,5mm,,
968,Carex_maorshanica,plant_height,30cm,50cm,,tall;longer
969,Carex_maquensis,inflorescence_size,1cm,1.2cm,lateral,7
970,Carex_maquensis,plant_height,20cm,35cm,,tall;1;slender
971,Carex_maubertiana,inflorescence_size,2cm;2cm,3cm;3cm,,
972,Carex_maubertiana,leaf_width,5mm,6mm,,
973,Carex_maubertiana,plant_height,60cm,80cm,,tall;slender
974,Carex_maximowiczii,inflorescence_length,2.5cm,3cm,,
975,Carex_maximowiczii,inflorescence_width,0.8cm,0.9cm,,
976,Carex_maximowiczii,leaf_width,3mm,4mm,,
977,Carex_maximowiczii,nutlet_size,2mm,2.2mm,,
978,Carex_maximowiczii,plant_height,30cm,75cm,,tall
979,Carex_meihsienica,inflorescence_size,5cm;3cm,6.5cm;4cm,lateral,4
980,Carex_meihsienica,leaf_width,3mm,4mm,,
981,Carex_meihsienica,plant_height,30cm,50cm,,tall
982,Carex_melanantha,inflorescence_size,1cm;1cm,2.5cm;2cm,,
983,Carex_melanantha,leaf_width,3mm,6mm,,
984,Carex_melanantha,plant_height,8cm,30cm,,tall
985,Carex_melananthiformis,inflorescence_length,1cm;0.8cm,2.5cm;1.5cm,,
986,Carex_melananthiformis,inflorescence_width,0.6cm;0.6cm,0.8cm;0.8cm,,
987,Carex_melananthiformis,leaf_width,2.5mm,3mm,,
988,Carex_melananthiformis,plant_height,10cm,30cm,,tall
989,Carex_melanocephala,inflorescence_size,8mm;5cm,10mm;10cm,,
990,Carex_melanocephala,leaf_width,2mm,4mm,,
991,Carex_melanocephala,plant_height,10cm,20cm,,tall
992,Carex_melanostachya,inflorescence_length,1cm,3cm,,
993,Carex_melanostachya,inflorescence_size,1cm,2.5cm,,
994,Carex_melanostachya,leaf_width,2mm,3mm,,
995,Carex_melanostachya,plant_height,20cm,50cm,,tall;slender
996,Carex_melinacra,inflorescence_length,5.5cm,11cm,,
997,Carex_melinacra,inflorescence_width,0.3cm,0.6cm,,
998,Carex_melinacra,leaf_width,3mm,5mm,,
999,Carex_melinacra,plant_height,50cm,95cm,,tall;2
1000,Carex_metallica,inflorescence_size,2.5cm,4.5cm,,
1001,Carex_metallica,leaf_width,3mm,5mm,,
1002,Carex_metallica,plant_height,15cm,50cm,,tall
1003,Carex_meyeriana,inflorescence_length,5mm,12mm,,
1004,Carex_meyeriana,inflorescence_size,1.5cm,2cm,,
1005,Carex_meyeriana,nutlet_size,1.5mm,2mm,,
1006,Carex_meyeriana,plant_height,20cm,50cm,,tall;slender
1007,Carex_micrantha,inflorescence_length,15mm,40mm,,
1008,Carex_micrantha,inflorescence_size,15mm,25mm,terminal,slender
1009,Carex_micrantha,inflorescence_width,2mm,3mm,,
1010,Carex_micrantha,leaf_width,2mm,3mm,,
1011,Carex_micrantha,plant_height,40cm,50cm,,tall;slender
1012,Carex_microglochin,plant_height,5cm,20cm,,tall
1013,Carex_middendorffii,inflorescence_size,1cm,2.5cm,,
1014,Carex_middendorffii,leaf_width,2mm,4mm,,
1015,Carex_middendorffii,plant_height,30cm,60cm,,tall
1016,Carex_minquinensis,inflorescence_size,2.5cm,4.5cm,,
1017,Carex_minquinensis,leaf_width,4mm,6mm,,
1018,Carex_minquinensis,plant_height,50cm,90cm,,tall
1019,Carex_minuticulmis,inflorescence_size,0.4cm;5mm,0.6cm;7mm,terminal,2
1020,Carex_minuticulmis,leaf_width,3mm,4mm,,
1021,Carex_minuticulmis,plant_height,4cm;1cm,5cm;4cm,,tall
1022,Carex_minxianensis,inflorescence_size,1.2cm;1cm,3cm;2.5cm,,
1023,Carex_minxianensis,leaf_width,2mm,3mm,,
1024,Carex_minxianensis,plant_height,25cm,40cm,,tall
1025,Carex_minxianica,inflorescence_length,20mm;20mm,23mm;25mm,,
1026,Carex_minxianica,inflorescence_width,2mm;2.5mm,4mm;3mm,,
1027,Carex_minxianica,plant_height,40cm,60cm,,tall;1
1028,Carex_mitrata,inflorescence_length,5mm,15mm,,
1029,Carex_mitrata,inflorescence_size,1cm,1.7cm,male,1
1030,Carex_mitrata,inflorescence_width,2mm,3mm,male,thick
1031,Carex_mitrata,leaf_width,2mm;1.5mm,3mm;2mm,,
1032,Carex_mitrata,nutlet_size,1.5mm,2mm,,
1033,Carex_mitrata,plant_height,10cm,30cm,,tall;slender
1034,Carex_miyabei,inflorescence_size,1.5cm;4cm;2cm;4mm,3cm;6cm;6cm;5mm,,2
1035,Carex_miyabei,leaf_width,3mm,5mm,,
1036,Carex_miyabei,plant_height,30cm,60cm,,tall
1037,Carex_mollicula,inflorescence_size,1cm;1.5cm,2cm;2.5cm,,
1038,Carex_mollicula,leaf_width,4mm,8mm,,
1039,Carex_mollicula,plant_height,15cm,30cm,,tall
1040,Carex_mollissima,inflorescence_length,1cm,3.5cm,,
1041,Carex_mollissima,inflorescence_width,0.7cm,0.8cm,,
1042,Carex_mollissima,leaf_width,2mm,4mm,,
1043,Carex_mollissima,plant_height,30cm,40cm,,tall;slender
1044,Carex_montis-everestii,inflorescence_length,10mm,15mm,terminal,10
1045,Carex_montis-everestii,inflorescence_width,6mm,10mm,terminal,3
1046,Carex_montis-everestii,plant_height,2cm;5cm,5cm;15cm,,tall;slender
1047,Carex_montis-wutaii,inflorescence_length,9mm,12mm,,
1048,Carex_montis-wutaii,inflorescence_size,10mm,15mm,,
1049,Carex_montis-wutaii,inflorescence_width,4mm,6mm,,
1050,Carex_montis-wutaii,leaf_width,3mm,5mm,,
1051,Carex_montis-wutaii,nutlet_length,1.5mm,1.8mm,,
1052,Carex_montis-wutaii,plant_height,55cm,88cm,,tall
1053,Carex_moorcroftii,inflorescence_size,1cm;0.7cm,1.8cm;1.8cm,,
1054,Carex_moorcroftii,leaf_width,2mm,4mm,,
1055,Carex_moorcroftii,nutlet_size,2mm,2.3mm,,
1056,Carex_moorcroftii,plant_height,7cm,20cm,,tall
1057,Carex_morii,inflorescence_size,1cm,2cm,,
1058,Carex_morii,leaf_width,4mm,9mm,,
1059,Carex_morii,nutlet_size,3.5mm,4mm,,
1060,Carex_morii,plant_height,70cm,120cm,,tall
1061,Carex_mosoynensis,inflorescence_size,1cm;0cm,2cm;8cm,,
1062,Carex_mosoynensis,plant_height,30cm,40cm,,tall;slender
1063,Carex_motuoensis,inflorescence_length,1cm,1.3cm,,short;longer than male part
1064,Carex_motuoensis,plant_height,5cm,20cm,,tall;slender
1065,Carex_moupinensis,inflorescence_size,6mm;7mm,10mm;10mm,,
1066,Carex_moupinensis,leaf_width,3mm,5mm,,
1067,Carex_moupinensis,plant_height,20cm,50cm,,
1068,Carex_mucronatiformis,inflorescence_size,1cm;6mm,1.5cm;10mm,,
1069,Carex_mucronatiformis,plant_height,10cm,20cm,,tall;slender
1070,Carex_muliensis,inflorescence_length,12mm;10mm,30mm;40mm,,
1071,Carex_muliensis,inflorescence_width,3mm;5mm,5mm;6mm,,
1072,Carex_muliensis,leaf_width,1.5mm,3mm,,
1073,Carex_muliensis,plant_height,15cm,65cm,,tall
1074,Carex_munda,inflorescence_size,1.5cm,2cm,,
1075,Carex_munda,leaf_width,2.5mm,3.5mm,,
1076,Carex_munda,plant_height,20cm,40cm,,1
1077,Carex_myosurus,inflorescence_length,1/4;20mm,1/2;60mm,,
1078,Carex_myosurus,inflorescence_width,3.5mm,4.5mm,,
1079,Carex_myosurus,leaf_width,5mm,7mm,,
1080,Carex_myosurus,plant_height,80cm,120cm,,
1081,Carex_nachiana,inflorescence_size,1.5cm,3cm,,
1082,Carex_nachiana,leaf_width,2.5mm,4mm,,
1083,Carex_nakaoana,inflorescence_size,1.2cm;1.5cm,1.5cm;2cm,,
1084,Carex_nakaoana,plant_height,25cm,35cm,,tall
1085,Carex_nanchuanensis,inflorescence_length,4cm,5.5cm,,
1086,Carex_nanchuanensis,inflorescence_size,2.2cm,3cm,,
1087,Carex_nanchuanensis,leaf_width,1.2mm,1.8mm,,
1088,Carex_nanchuanensis,plant_height,20cm,35cm,,tall
1089,Carex_nemostachys,inflorescence_size,5cm;4cm,10cm;12cm,,
1090,Carex_nemostachys,leaf_width,6mm,8mm,,
1091,Carex_nemostachys,plant_height,40cm,90cm,,tall
1092,Carex_neodigyna,inflorescence_length,1cm,1.5cm,,
1093,Carex_neodigyna,inflorescence_width,0.6cm,0.7cm,,
1094,Carex_neodigyna,leaf_width,3mm,4mm,,
1095,Carex_neodigyna,plant_height,8cm,13cm,,tall
1096,Carex_neopolycephala,inflorescence_length,10mm,25mm,,longer
1097,Carex_neopolycephala,leaf_width,3mm,8mm,,
1098,Carex_neopolycephala,plant_height,25cm,50cm,,tall
1099,Carex_nervata,inflorescence_length,8mm;8mm,18mm;15mm,,
1100,Carex_nervata,inflorescence_width,1.5mm;2mm,2mm;3mm,,
1101,Carex_nervata,leaf_width,1.5mm,2.5mm,,
1102,Carex_nervata,plant_height,10cm,27cm,,tall;slender
1103,Carex_neurocarpa,inflorescence_length,2.5mm,8mm,,
1104,Carex_neurocarpa,inflorescence_size,5mm,8mm,,
1105,Carex_neurocarpa,inflorescence_width,1mm,1.8mm,,
1106,Carex_neurocarpa,leaf_width,2mm,3mm,,
1107,Carex_nitidiutriculata,inflorescence_size,1.5cm;3cm,3cm;6cm,,
1108,Carex_nitidiutriculata,leaf_width,3mm,5mm,,
1109,Carex_nitidiutriculata,plant_height,25cm,70cm,,tall
1110,Carex_nivalis,inflorescence_size,2cm,3.5cm,,
1111,Carex_nivalis,leaf_width,6mm,7mm,,
1112,Carex_nivalis,plant_height,20cm,40cm,,tall
1113,Carex_nubigena,inflorescence_length,2.5cm;5mm,50cm;9mm,,
1114,Carex_nubigena,inflorescence_width,0.7cm;4mm,1cm;6mm,,5
1115,Carex_nubigena,leaf_width,1mm,2mm,,
1116,Carex_nubigena,plant_height,10cm,70cm,,tall
1117,Carex_oblanceolata,inflorescence_length,30mm,50mm,,1/5
1118,Carex_oblanceolata,inflorescence_width,2mm,3mm,,
1119,Carex_oblanceolata,leaf_width,1cm;6mm,3cm;8mm,,
1120,Carex_oblanceolata,plant_height,40cm,50cm,,longer
1121,Carex_obliquicarpa,inflorescence_size,3cm;3cm,4cm;5cm,,
1122,Carex_obliquicarpa,leaf_width,0.9cm,1.9cm,,
1123,Carex_obliquicarpa,plant_height,50cm,65cm,,
1124,Carex_obliquitruncata,inflorescence_length,1.5cm;1.5cm,2.5cm;2.5cm,,
1125,Carex_obliquitruncata,leaf_width,2mm,3.5mm,,
1126,Carex_obliquitruncata,plant_height,25cm,50cm,,tall
1127,Carex_obovatosquamata,inflorescence_size,1.5cm;2cm,2.5cm;3cm,lateral,3.5
1128,Carex_obovatosquamata,inflorescence_size,1.5cm;2cm,2.5cm;3cm,terminal,3
1129,Carex_obovatosquamata,leaf_width,1.3mm,2.2mm,,
1130,Carex_obovatosquamata,plant_height,20cm,40cm,,tall;1;slender
1131,Carex_obscura,inflorescence_size,1cm;8mm,1.5cm;12mm,,
1132,Carex_obscura,leaf_width,2mm,5mm,,
1133,Carex_obscura,nutlet_size,1.5mm,2mm,,
1134,Carex_obscura,plant_height,15cm,80cm,,tall
1135,Carex_obscuriceps,inflorescence_length,2cm,5cm,,
1136,Carex_obscuriceps,inflorescence_size,1.5cm,4cm,,
1137,Carex_obscuriceps,inflorescence_width,1cm,1.2cm,,
1138,Carex_obscuriceps,leaf_width,3mm,5mm,,
1139,Carex_obscuriceps,plant_height,20cm,45cm,,tall
1140,Carex_obtusata,inflorescence_length,5mm,8mm,,
1141,Carex_obtusata,leaf_width,1mm,1.5mm,,
1142,Carex_obtusata,plant_height,10cm,20cm,,tall
1143,Carex_oedorrhampha,inflorescence_size,3cm;6cm;5cm,5cm;14cm;14cm,,
1144,Carex_oedorrhampha,leaf_width,3mm,6mm,,
1145,Carex_oligostachya,branch_count,6,12,,compound
1146,Carex_oligostachya,branch_count,6,12,inflorescence,single;binate
1147,Carex_oligostachya,inflorescence_size,4mm,10mm,,
1148,Carex_oligostachya,leaf_width,2mm,5mm,,
1149,Carex_oligostachya,nutlet_size,2mm,2.3mm,,
1150,Carex_oligostachya,plant_height,20cm,80cm,,
1151,Carex_olivacea,inflorescence_size,5cm,10cm,,
1152,Carex_olivacea,leaf_width,8mm,18mm,,
1153,Carex_olivacea,plant_height,45cm,95cm,,tall
1154,Carex_omeiensis,inflorescence_size,10mm,20mm,,
1155,Carex_omeiensis,leaf_width,0.4cm,1.2cm,,
1156,Carex_omeiensis,plant_height,40cm,65cm,,tall
1157,Carex_omiana,leaf_width,2mm,2.5mm,,
1158,Carex_omiana,plant_height,20cm,50cm,,tall
1159,Carex_onoei,inflorescence_length,5mm,7mm,,
1160,Carex_onoei,leaf_width,1mm,1.5mm,,
1161,Carex_onoei,plant_height,20cm,40cm,,tall
1162,Carex_orbicularinucis,inflorescence_size,0.8cm,1.5cm,,
1163,Carex_orbicularinucis,leaf_width,3mm,4mm,,
1164,Carex_orbicularinucis,plant_height,35cm,55cm,,tall
1165,Carex_orbicularis,inflorescence_size,1.2cm;0.5cm,2cm;1.5cm,,
1166,Carex_orbicularis,leaf_width,1.5mm,3mm,,
1167,Carex_orbicularis,plant_height,10cm,25cm,,tall;slender
1168,Carex_orthostachys,inflorescence_size,3cm,6cm,,
1169,Carex_orthostachys,leaf_width,3mm,5mm,,
1170,Carex_orthostachys,plant_height,40cm,70cm,,tall
1171,Carex_orthostemon,inflorescence_size,5mm,20mm,,
1172,Carex_orthostemon,leaf_width,2mm,5mm,,
1173,Carex_orthostemon,nutlet_size,2.5mm,3mm,,
1174,Carex_orthostemon,plant_height,6cm,30cm,,tall;slender
1175,Carex_otaruensis,inflorescence_length,30mm;30mm,80mm;80mm,,
1176,Carex_otaruensis,leaf_width,3mm,5mm,,
1177,Carex_otaruensis,nutlet_size,1.5mm,2mm,,
1178,Carex_otaruensis,plant_height,30cm,60cm,,tall
1179,Carex_otrubae,leaf_width,3mm,7mm,,
1180,Carex_otrubae,plant_height,40cm,70cm,,tall
1181,Carex_ovatispiculata,inflorescence_length,3mm,6mm,,
1182,Carex_ovatispiculata,inflorescence_width,3mm,4mm,,
1183,Carex_ovatispiculata,leaf_width,1mm,2.5mm,,
1184,Carex_ovatispiculata,plant_height,25cm,50cm,,tall
1185,Carex_oxyphylla,leaf_width,2mm,4mm,,
1186,Carex_oxyphylla,plant_height,20cm,40cm,,tall
1187,Carex_pachyneura,inflorescence_size,9mm;7mm,18mm;15mm,,
1188,Carex_pachyneura,leaf_width,0.3mm,0.5mm,,
1189,Carex_pachyneura,plant_height,10cm,25cm,,tall;1
1190,Carex_pallida,inflorescence_length,1.8cm;1.8cm;3cm;5mm,7.5cm;2.5cm;7.5cm;12mm,,
1191,Carex_pallida,inflorescence_width,0.7cm;4mm,1.3cm;6mm,,
1192,Carex_pallida,leaf_width,1mm;1mm;3mm,5mm;2mm;5mm,,
1193,Carex_pallida,nutlet_size,1.5mm,2mm,,
1194,Carex_pallida,plant_height,6cm,100cm,,tall;slender;slender
1195,Carex_pamirensis,inflorescence_length,2.5cm,3cm,,
1196,Carex_pamirensis,inflorescence_size,2cm,4cm,,
1197,Carex_pamirensis,inflorescence_width,0.6cm;1.2cm;0.6cm,1.5cm;1.5cm;0.8cm,,
1198,Carex_pamirensis,leaf_width,3mm;5mm;3mm,10mm;10mm;4mm,,
1199,Carex_pamirensis,plant_height,60cm,90cm,,tall
1200,Carex_paracuraica,inflorescence_length,3cm;5mm,4.5cm;7mm,,
1201,Carex_paracuraica,inflorescence_width,3mm,5mm,,
1202,Carex_paracuraica,leaf_width,3mm,5mm,,
1203,Carex_paracuraica,plant_height,10cm,20cm,,tall
1204,Carex_parva,leaf_width,1mm,1.2mm,,
1205,Carex_parva,nutlet_size,3.5mm,4.5mm,,
1206,Carex_parva,plant_height,10cm,35cm,,tall
1207,Carex_paxii,inflorescence_length,3mm,6.5mm,,
1208,Carex_paxii,inflorescence_size,5mm,7mm,,
1209,Carex_paxii,inflorescence_width,5mm,10mm,,
1210,Carex_paxii,leaf_width,1.5mm,2.5mm,,
1211,Carex_paxii,nutlet_width,1mm,1.2mm,,1
1212,Carex_paxii,plant_height,12cm,55cm,,tall
1213,Carex_pediformis,inflorescence_size,8mm;1cm;3mm,20mm;2cm;3.5mm,terminal,3
1214,Carex_pediformis,leaf_width,2mm,3mm,,
1215,Carex_pediformis,plant_height,25cm,40cm,,slender;1.5
1216,Carex_peiktusani,inflorescence_size,2cm;1.8mm;2cm,2.5cm;2.5mm;3cm,,
1217,Carex_peiktusani,leaf_width,2mm,4.5mm,,
1218,Carex_peiktusani,plant_height,30cm,60cm,,tall
1219,Carex_peliosanthifolia,inflorescence_size,5mm,10mm,,
1220,Carex_peliosanthifolia,leaf_width,3.8cm,7cm,,
1221,Carex_peliosanthifolia,plant_height,40cm,45cm,,
1222,Carex_perakensis,inflorescence_length,30cm;1/3,40cm;1/2,,
1223,Carex_perakensis,inflorescence_size,1.5cm,3cm,,
1224,Carex_perakensis,leaf_width,4mm,12mm,,
1225,Carex_perakensis,nutlet_size,2.5mm,3mm,,
1226,Carex_perakensis,plant_height,30cm,120cm,,tall;2
1227,Carex_pergracilis,inflorescence_size,0cm;7mm,5cm;8mm,lateral,5
1228,Carex_pergracilis,leaf_width,1mm,2mm,,
1229,Carex_pergracilis,plant_height,10cm,25cm,,tall;slender
1230,Carex_phacota,inflorescence_length,45mm;2.5mm,65mm;6.5mm,,
1231,Carex_phacota,inflorescence_width,1.5mm;3mm,2mm;4mm,,
1232,Carex_phacota,leaf_width,3mm,5mm,,
1233,Carex_phacota,plant_height,20cm,75cm,,tall
1234,Carex_phaenocarpa,inflorescence_length,2cm,3.5cm,terminal,3
1235,Carex_phaenocarpa,leaf_width,5mm,8mm,,
1236,Carex_phaenocarpa,plant_height,35cm,50cm,,tall;1.5
1237,Carex_phyllocephala,inflorescence_size,1cm;2cm,2.5cm;3cm,,
1238,Carex_phyllocephala,leaf_width,8mm,15mm,,
1239,Carex_phyllocephala,plant_height,20cm,60cm,,tall
1240,Carex_physodes,inflorescence_length,2cm,3cm,,
1241,Carex_physodes,inflorescence_width,1.2cm,2cm,,
1242,Carex_physodes,leaf_width,1mm,2mm,,
1243,Carex_physodes,plant_height,20cm,25cm,,tall;slender
1244,Carex_pilosa,inflorescence_size,2cm;2cm,3cm;4cm,,
1245,Carex_pilosa,leaf_width,5mm,8mm,,
1246,Carex_pilosa,plant_height,30cm,60cm,,tall
1247,Carex_pisiformis,inflorescence_length,10mm,30mm,,
1248,Carex_pisiformis,inflorescence_size,15mm,20mm,,
1249,Carex_pisiformis,inflorescence_width,2mm,3mm,,
1250,Carex_pisiformis,leaf_width,3mm;2mm,4mm;3mm,,
1251,Carex_pisiformis,plant_height,15cm,50cm,,tall;slender
1252,Carex_planiculmis,inflorescence_size,2.5cm;1.5cm,3.5cm;4.5cm,,
1253,Carex_planiculmis,leaf_width,5mm,10mm,,
1254,Carex_planiculmis,plant_height,30cm,45cm,,tall
1255,Carex_planiscapa,inflorescence_size,5mm;2mm,10mm;3mm,,
1256,Carex_planiscapa,leaf_width,3.5mm,7mm,,
1257,Carex_planiscapa,plant_height,8cm,18cm,,tall;1
1258,Carex_platysperma,inflorescence_size,1cm;1cm,2.5cm;2cm,,
1259,Carex_platysperma,leaf_width,2mm,2.5mm,,
1260,Carex_platysperma,plant_height,40cm,50cm,,tall;slender
1261,Carex_plectobasis,inflorescence_size,0.8cm;1cm,2cm;3cm,,
1262,Carex_plectobasis,plant_height,20cm,65cm,,tall;slender
1263,Carex_poculisquama,inflorescence_size,1cm;1cm,2cm;3cm,,
1264,Carex_poculisquama,leaf_width,3mm,4mm,,
1265,Carex_poculisquama,plant_height,30cm,50cm,,tall;shorter;slender
1266,Carex_polymascula,inflorescence_length,25mm,36mm,,
1267,Carex_polymascula,inflorescence_width,6mm,7mm,,
1268,Carex_polymascula,leaf_width,3mm,4mm,,
1269,Carex_polymascula,plant_height,60cm,70cm,,tall
1270,Carex_polyschoenoides,inflorescence_length,25mm;13mm,40mm;27mm,,
