,species_name,coded_property_name,collapsed_data_minimum,collapsed_data_maximum,property_constraint,collapsed_data_value
428,Carex_disperma,plant_height,30cm,50cm,,tall
429,Carex_doisutepensis,inflorescence_length,4mm,8mm,,
430,Carex_doisutepensis,inflorescence_width,3.5mm,5mm,,
431,Carex_doisutepensis,leaf_width,3mm,4mm,,
432,Carex_doisutepensis,plant_height,0cm,150cm,,
433,Carex_dolichostachya,inflorescence_length,35mm;20mm,50mm;40mm,,
434,Carex_dolichostachya,inflorescence_width,1.5mm;1.5mm,2mm;3mm,,
435,Carex_dolichostachya,leaf_width,3mm;5mm;3mm,10mm;10mm;5mm,,
436,Carex_dolichostachya,nutlet_size,2mm,2.5mm,,
437,Carex_dolichostachya,plant_height,30cm,60cm,,tall;slender
438,Carex_doniana,inflorescence_size,3cm;3cm,7.5cm;7cm,,
439,Carex_doniana,leaf_width,5mm,12mm,,
440,Carex_doniana,plant_height,30cm,60cm,,tall
441,Carex_drepanorhyncha,inflorescence_length,3cm;2cm,5cm;5cm,,
442,Carex_drepanorhyncha,inflorescence_width,0.3cm;0.4cm,0.5cm;0.5cm,,
443,Carex_drepanorhyncha,leaf_width,3mm,5mm,,
444,Carex_drepanorhyncha,nutlet_size,1.5mm,2mm,,
445,Carex_drepanorhyncha,plant_height,20cm,45cm,,tall;slender
446,Carex_drymophila,inflorescence_size,3cm,5cm,,
447,Carex_drymophila,leaf_width,6mm;4mm;4mm;8mm;5mm,10mm;6mm;6mm;10mm;8mm,,
448,Carex_drymophila,plant_height,70cm;60cm;60cm;0cm,100cm;70cm;70cm;100cm,,tall;tall;tall
449,Carex_duriuscula,inflorescence_length,5mm,15mm,,
450,Carex_duriuscula,inflorescence_size,4mm,6mm,,
451,Carex_duriuscula,leaf_width,1mm,1.5mm,,
452,Carex_duriuscula,nutlet_length,1.5mm,2mm,,
453,Carex_duriuscula,nutlet_width,1.5mm,1.7mm,,
454,Carex_duriuscula,plant_height,5cm,20cm,,tall;slender
455,Carex_duthiei,inflorescence_length,10mm,15mm,,
456,Carex_duthiei,inflorescence_width,4mm,5mm,,
457,Carex_duthiei,leaf_width,3mm,5mm,,
458,Carex_duthiei,plant_height,15cm,25cm,,tall
459,Carex_duvaliana,inflorescence_length,15mm;10mm,22mm;20mm,,
460,Carex_duvaliana,inflorescence_width,2mm;2mm,3mm;3mm,,
461,Carex_duvaliana,leaf_width,1.5mm,3mm,,
462,Carex_duvaliana,nutlet_size,1.5mm,2mm,,
463,Carex_duvaliana,plant_height,20cm,35cm,,tall;slender
464,Carex_earistata,inflorescence_length,2.5cm,4.5cm,,
465,Carex_earistata,inflorescence_size,5mm,8mm,,
466,Carex_earistata,inflorescence_width,1cm,1.5cm,,
467,Carex_earistata,leaf_width,3mm,5mm,,
468,Carex_earistata,plant_height,20cm,55cm,,tall
469,Carex_echinochloiformis,inflorescence_length,8cm,13cm,,
470,Carex_echinochloiformis,inflorescence_size,4mm,5mm,,
471,Carex_echinochloiformis,leaf_width,4mm,5mm,,
472,Carex_echinochloiformis,nutlet_size,1.3mm,2mm,,
473,Carex_echinochloiformis,plant_height,35cm,90cm,,tall
474,Carex_eleusinoides,inflorescence_length,10mm,25mm,,
475,Carex_eleusinoides,leaf_width,2.5mm,4mm,,
476,Carex_eleusinoides,nutlet_length,1.5mm,1.7mm,,
477,Carex_eleusinoides,plant_height,30cm,40cm,,tall;slender
478,Carex_eminens,leaf_width,5mm,8mm,,
479,Carex_eminens,plant_height,80cm,120cm,,tall
480,Carex_enervis,inflorescence_length,1cm,2cm,,
481,Carex_enervis,inflorescence_width,0.7cm,1.4cm,,
482,Carex_enervis,leaf_width,2mm,3mm,,
483,Carex_enervis,nutlet_length,1.2mm,1.5mm,,
484,Carex_enervis,plant_height,10cm,30cm,,tall
485,Carex_ensifolia,inflorescence_length,8mm,20mm,,
486,Carex_ensifolia,inflorescence_size,1cm,2cm,,
487,Carex_ensifolia,inflorescence_width,4mm,5mm,,
488,Carex_ensifolia,leaf_width,2mm,3mm,,
489,Carex_ensifolia,plant_height,15cm,60cm,,tall;slender
490,Carex_ereica,inflorescence_size,2cm;3cm,3cm;5cm,,
491,Carex_ereica,leaf_width,5mm,8mm,,
492,Carex_ereica,plant_height,0cm,85cm,,tall
493,Carex_eremopyroides,inflorescence_size,0.8cm;1cm,1.2cm;1.8cm,,
494,Carex_eremopyroides,leaf_width,2mm,3mm,,
495,Carex_eremopyroides,nutlet_size,3mm,4mm,,
496,Carex_eremopyroides,plant_height,5cm,25cm,,tall
497,Carex_eriophylla,inflorescence_size,3cm;2.5cm,5cm;5cm,,
498,Carex_eriophylla,leaf_width,5mm,8mm,,
499,Carex_eriophylla,plant_height,70cm,100cm,,tall
500,Carex_erythrobasis,inflorescence_size,7mm;2mm,10mm;3mm,,
501,Carex_erythrobasis,plant_height,12cm,25cm,,tall;slender
502,Carex_esquiroliana,inflorescence_length,1cm;0.8cm,4cm;4cm,,
503,Carex_esquiroliana,inflorescence_width,0.1cm,0.3cm,terminal,0.1
504,Carex_esquiroliana,leaf_width,0.5cm,2.5cm,,
505,Carex_fargesii,inflorescence_length,65mm;50mm,80mm;90mm,,
506,Carex_fargesii,inflorescence_width,5mm,6mm,terminal,2
507,Carex_fargesii,leaf_width,0.8cm,1.2cm,,
508,Carex_fargesii,plant_height,45cm;3mm,95cm;5mm,,tall
509,Carex_fastigiata,inflorescence_size,3cm,4cm,,
510,Carex_fastigiata,leaf_width,5mm,9mm,,
511,Carex_fastigiata,plant_height,20cm,50cm,,tall
512,Carex_fedia,inflorescence_size,2cm;0cm,3cm;12cm,,
513,Carex_fedia,leaf_width,3mm,4mm,,
514,Carex_fedia,plant_height,30cm,75cm,,tall
515,Carex_filicina,inflorescence_size,5mm;8mm,15mm;20mm,,
516,Carex_filicina,leaf_width,5mm,14mm,,
517,Carex_filicina,plant_height,40cm,90cm,,
518,Carex_filipedunculata,inflorescence_size,3cm;2mm;3.5cm;1.5cm;4mm,4.5cm;3mm;15cm;4.5cm;5mm,,
519,Carex_filipedunculata,leaf_width,3mm,7mm,,
520,Carex_filipedunculata,nutlet_size,1.5mm,1.8mm,,
521,Carex_filipedunculata,plant_height,45cm,60cm,,tall
522,Carex_filipes,inflorescence_size,2cm,3cm,,
523,Carex_filipes,leaf_width,2mm;5mm;2mm,8mm;8mm;3mm,,
524,Carex_filipes,nutlet_size,2.5mm,3mm,,
525,Carex_filipes,plant_height,30cm,55cm,,tall
526,Carex_finitima,inflorescence_size,4cm;1cm;2cm;0cm;1cm;2cm;2cm;5cm,5cm;2.5cm;4cm;10cm;5.5cm;12cm;5.5cm;10cm,,
527,Carex_finitima,leaf_width,4mm,8mm,,
528,Carex_finitima,plant_height,25cm;25cm;40cm,35cm;80cm;80cm,,tall;tall;tall
529,Carex_fluviatilis,inflorescence_length,1.5cm,3.5cm,,
530,Carex_fluviatilis,inflorescence_size,5mm,7mm,,
531,Carex_fluviatilis,inflorescence_width,0.8cm,1.3cm,,
532,Carex_fluviatilis,nutlet_size,1.3mm,1.5mm,,
533,Carex_fluviatilis,plant_height,10cm,70cm,,tall
534,Carex_foraminata,inflorescence_length,50mm;50mm,80mm;80mm,,
535,Carex_foraminata,inflorescence_width,3mm;3mm,5mm;5mm,,
536,Carex_foraminata,leaf_width,4mm,7mm,,
537,Carex_foraminata,nutlet_size,1.5mm,2mm,,
538,Carex_foraminata,plant_height,40cm,70cm,,tall
539,Carex_foraminatiformis,inflorescence_length,30mm,60mm,,
540,Carex_foraminatiformis,inflorescence_size,2cm,3.5cm,lateral,4
541,Carex_foraminatiformis,inflorescence_width,1.5mm,2mm,lateral,thick
542,Carex_foraminatiformis,leaf_width,6mm,12mm,,
543,Carex_foraminatiformis,plant_height,30cm,40cm,flowering,tall
544,Carex_forficula,inflorescence_size,3cm;1.5cm,4cm;5cm,,
545,Carex_forficula,nutlet_size,2mm,2.5mm,,
546,Carex_forficula,plant_height,40cm,90cm,,tall
547,Carex_forrestii,inflorescence_size,2.5cm;1.5cm,4.5cm;2.8cm,,
548,Carex_forrestii,leaf_width,1.5mm,3mm,,
549,Carex_forrestii,plant_height,10cm,25cm,,tall;slender
550,Carex_fulvorubescens,inflorescence_size,0cm;0cm;2cm;1cm;1cm;1cm,12cm;10cm;4cm;3cm;12cm;10cm,,
551,Carex_fulvorubescens,leaf_width,1.5mm;3mm;1.5mm,5mm;5mm;3mm,,narrow
552,Carex_fulvorubescens,plant_height,10cm,35cm,,tall
553,Carex_funhuangshanica,inflorescence_size,1cm;3mm,1.4cm;4mm,,
554,Carex_funhuangshanica,leaf_width,2mm,4mm,,
555,Carex_funhuangshanica,plant_height,23cm,26cm,,tall;0.5
556,Carex_funingensis,leaf_width,7mm,9mm,,
557,Carex_funingensis,plant_height,0cm,40cm,,tall
558,Carex_gentilis,inflorescence_size,8mm,12mm,,
559,Carex_gentilis,leaf_width,2mm;1.5mm;3mm;2mm;2mm,3mm;2mm;4.5mm;3mm;3mm,leaf,1.5;4.5
560,Carex_gentilis,plant_height,25cm,70cm,,tall;slender
561,Carex_gibba,inflorescence_length,3cm;5mm,8cm;12mm,,
562,Carex_gibba,inflorescence_width,3mm,5mm,,
563,Carex_gibba,leaf_width,3mm,4mm,,
564,Carex_gibba,plant_height,20cm,60cm,,tall
565,Carex_giraldiana,inflorescence_size,6mm,8mm,terminal,1
566,Carex_giraldiana,leaf_width,2mm,5mm,,
567,Carex_giraldiana,plant_height,16cm,30cm,,tall
568,Carex_glabrescens,inflorescence_size,4cm,5cm,,
569,Carex_glabrescens,leaf_width,3mm,4mm,,
570,Carex_glabrescens,plant_height,30cm,50cm,,tall
571,Carex_glauciformis,inflorescence_size,0.8cm,2cm,,
572,Carex_glauciformis,leaf_width,2mm,3mm,,
573,Carex_glauciformis,plant_height,30cm,70cm,,tall
574,Carex_globistylosa,inflorescence_size,2cm;1.8cm,3cm;3cm,lateral,2
575,Carex_globistylosa,leaf_width,1mm,2mm,,
576,Carex_globistylosa,plant_height,40cm,60cm,,tall;1;slender
577,Carex_globularis,inflorescence_size,1cm;0.5cm,2cm;1.2cm,,
578,Carex_globularis,leaf_width,1mm,2mm,,
579,Carex_globularis,nutlet_size,1.8mm,2mm,,
580,Carex_globularis,plant_height,20cm,60cm,,tall;slender
581,Carex_glossostigma,inflorescence_size,2cm,3cm,,
582,Carex_glossostigma,leaf_width,1cm,2.5cm,,
583,Carex_glossostigma,plant_height,30cm,40cm,flowering,tall
584,Carex_gmelinii,inflorescence_size,2cm;1.5cm,3cm;3cm,,
585,Carex_gmelinii,leaf_width,3mm,7mm,,
586,Carex_gmelinii,plant_height,20cm,60cm,,tall
587,Carex_goligongshanensis,inflorescence_length,15mm,30mm,,
588,Carex_goligongshanensis,inflorescence_width,5mm,6mm,,
589,Carex_goligongshanensis,leaf_width,3mm,5mm,,
590,Carex_goligongshanensis,nutlet_size,1.8mm,1.9mm,,
591,Carex_goligongshanensis,plant_height,40cm,60cm,,tall;slender
592,Carex_gonggaensis,inflorescence_length,20mm,30mm,,
593,Carex_gonggaensis,inflorescence_width,1.5mm,2mm,,
594,Carex_gonggaensis,leaf_width,1mm,2mm,,
595,Carex_gonggaensis,plant_height,25cm,35cm,,tall;slender
596,Carex_gongshanensis,inflorescence_size,12mm,25mm,,
597,Carex_gongshanensis,leaf_width,2mm,3mm,,
598,Carex_gongshanensis,plant_height,70cm,80cm,,tall;slender
599,Carex_gotoi,inflorescence_length,1.5cm,3.5cm,,
600,Carex_gotoi,inflorescence_size,2.5cm,3cm,,
601,Carex_gotoi,inflorescence_width,0.5cm,0.6cm,,
602,Carex_gotoi,leaf_width,2mm,3mm,,
603,Carex_gotoi,nutlet_size,1.5mm,2mm,,
604,Carex_gotoi,plant_height,20cm,70cm,,tall
605,Carex_grallatoria,inflorescence_length,1mm;1cm,1.5mm;2cm,,
606,Carex_grallatoria,leaf_width,2mm,3mm,,
607,Carex_grallatoria,nutlet_size,2mm,2.5mm,,
608,Carex_grallatoria,plant_height,5cm,20cm,,tall
609,Carex_graminiculmis,inflorescence_length,15mm;8mm,20mm;25mm,,
610,Carex_graminiculmis,inflorescence_width,3mm;3mm,9mm;8mm,,
611,Carex_graminiculmis,leaf_width,1.5mm,5mm,,
612,Carex_graminiculmis,plant_height,60cm,70cm,,tall;slender
613,Carex_grandiligulata,inflorescence_size,1cm,2cm,,
614,Carex_grandiligulata,leaf_width,0mm;2.5mm,2mm;4mm,,
615,Carex_grandiligulata,plant_height,20cm,30cm,flowering,tall
616,Carex_gynocrates,inflorescence_length,1.5cm,1.8cm,,
617,Carex_gynocrates,plant_height,20cm,30cm,,tall
618,Carex_haematostoma,inflorescence_size,1.4cm;1cm,1.8cm;3cm,,
619,Carex_haematostoma,leaf_width,1.5mm,3mm,,
620,Carex_haematostoma,plant_height,25cm,70cm,,tall
621,Carex_hancockiana,inflorescence_size,1cm;1cm,2cm;1.5cm,,
622,Carex_hancockiana,leaf_width,2mm,5mm,,
623,Carex_hancockiana,plant_height,30cm,80cm,,tall;slender
624,Carex_handelii,inflorescence_size,4cm,5cm,,
625,Carex_handelii,leaf_width,1mm,2mm,,
626,Carex_handelii,plant_height,15cm,25cm,,tall;slender
627,Carex_hangzhouensis,inflorescence_length,3cm,8cm,,
628,Carex_hangzhouensis,inflorescence_size,4cm;1.5cm,4.5cm;2cm,,
629,Carex_hangzhouensis,inflorescence_width,1cm,1.7cm,,
630,Carex_hangzhouensis,leaf_width,2.5mm,4mm,,
631,Carex_hangzhouensis,nutlet_size,3.5mm,4mm,,
632,Carex_hangzhouensis,plant_height,30cm,60cm,,
633,Carex_harlandii,inflorescence_length,4.5cm,9cm,,
634,Carex_harlandii,inflorescence_size,4.5cm,8cm,,
635,Carex_harlandii,inflorescence_width,0.9cm,1.3cm,,
636,Carex_harlandii,leaf_width,1cm,2.2cm,,
637,Carex_harlandii,plant_height,30cm,90cm,,tall
638,Carex_harrysmithii,inflorescence_size,5mm,10mm,,
639,Carex_harrysmithii,leaf_width,1mm,2mm,,
640,Carex_harrysmithii,plant_height,15cm,20cm,,tall;slender
641,Carex_hastata,inflorescence_width,5mm,7mm,,
642,Carex_hastata,leaf_width,4mm,6mm,,
643,Carex_hastata,nutlet_size,0mm,5mm,,
644,Carex_hastata,plant_height,25cm,40cm,,tall;slender
645,Carex_hattoriana,leaf_width,3mm,5mm,,
646,Carex_hattoriana,plant_height,60cm,100cm,,tall
647,Carex_hebecarpa,inflorescence_size,1.5cm,4cm,terminal,2
648,Carex_hebecarpa,leaf_width,2mm,5mm,,
649,Carex_hebecarpa,plant_height,30cm,50cm,,tall;slender
650,Carex_hemineuros,inflorescence_length,2cm;2.5cm,3.5cm;4cm,,
651,Carex_hemineuros,inflorescence_size,2cm,5cm,,
652,Carex_hemineuros,inflorescence_width,6mm;5mm,8mm;8mm,terminal,3
653,Carex_hemineuros,leaf_width,5mm,7mm,,
654,Carex_hemineuros,nutlet_length,1.5mm,2mm,,
655,Carex_hemineuros,nutlet_width,1mm,1.5mm,,
656,Carex_hemineuros,plant_height,55cm,80cm,,tall
657,Carex_henryi,inflorescence_size,10mm,25mm,,slender
658,Carex_henryi,leaf_width,3mm,4mm,,
659,Carex_henryi,plant_height,80cm,140cm,,tall
660,Carex_heshuonensis,inflorescence_size,0.7cm;1cm,1.5cm;1.5cm,,
661,Carex_heshuonensis,leaf_width,1mm,2mm,,
662,Carex_heshuonensis,plant_height,30cm,60cm,,tall
663,Carex_heterolepis,inflorescence_length,20mm;10mm,40mm;45mm,,
664,Carex_heterolepis,leaf_width,3mm,6mm,,
665,Carex_heterolepis,nutlet_size,2mm,2.2mm,,
666,Carex_heterolepis,plant_height,40cm,70cm,,tall
667,Carex_heterostachya,inflorescence_size,0.8cm,1.8cm,,
668,Carex_heterostachya,leaf_width,2mm,3mm,,
669,Carex_heterostachya,plant_height,20cm,40cm,,tall
670,Carex_heudesii,inflorescence_size,1.5cm;3mm,4cm;6mm,,
671,Carex_heudesii,leaf_width,7mm,18mm,,
672,Carex_heudesii,plant_height,30cm,45cm,,tall;slender
673,Carex_hezhouensis,inflorescence_length,10mm,35mm,,
674,Carex_hezhouensis,inflorescence_size,30mm,60mm,,
675,Carex_hezhouensis,inflorescence_width,3mm,5mm,,
676,Carex_hezhouensis,leaf_width,2.5mm,4mm,,
677,Carex_hezhouensis,nutlet_size,1.5mm,2mm,,
678,Carex_hezhouensis,plant_height,20cm,55cm,,tall;slender
679,Carex_hirtelloides,inflorescence_length,8cm,12cm,,
680,Carex_hirtelloides,inflorescence_width,0.2cm,0.3cm,,
681,Carex_hirtelloides,plant_height,10cm,25cm,,tall;slender
682,Carex_hirticaulis,inflorescence_size,2cm;2cm,4cm;2.8cm,,
683,Carex_hirticaulis,leaf_width,2mm,3mm,,
684,Carex_hirticaulis,plant_height,35cm,45cm,,tall;slender
685,Carex_hirtiutriculata,inflorescence_size,1.5cm,2.5cm,,
686,Carex_hirtiutriculata,plant_height,45cm,60cm,,tall;slender
687,Carex_hongyuanensis,inflorescence_length,23mm;1cm,25mm;2.5cm,,
688,Carex_hongyuanensis,inflorescence_width,2mm;0.5cm,4mm;0.6cm,,
689,Carex_hongyuanensis,leaf_width,3mm,4mm,,
690,Carex_hongyuanensis,plant_height,0cm,50cm,,tall
691,Carex_hoozanensis,inflorescence_length,1.5cm,3cm,,
692,Carex_hoozanensis,inflorescence_size,1.5cm,3cm,,
693,Carex_hoozanensis,inflorescence_width,0.7cm,0.8cm,,
694,Carex_hoozanensis,leaf_width,5mm,15mm,,
695,Carex_hoozanensis,nutlet_size,4mm,5mm,,
696,Carex_hoozanensis,plant_height,5cm;1.2mm,20cm;1.5mm,,tall;slender
697,Carex_huashanica,inflorescence_size,2cm;3cm,5cm;6cm,,
698,Carex_huashanica,leaf_width,4mm,6mm,,
699,Carex_huashanica,plant_height,35cm,55cm,,tall
700,Carex_humida,inflorescence_size,2cm;3cm,3cm;5cm,,
701,Carex_humida,leaf_width,4mm,6mm,,
702,Carex_humida,plant_height,50cm,70cm,,tall
703,Carex_humilis,inflorescence_size,1cm;5mm,1.4cm;7mm,terminal,2
704,Carex_humilis,leaf_width,1mm;1mm,2mm;1.5mm,,2
705,Carex_humilis,plant_height,2cm,5cm,,tall;long
706,Carex_huolushanensis,inflorescence_size,2cm;1cm;2mm,2.5cm;4cm;3mm,terminal,3
707,Carex_huolushanensis,leaf_width,1mm,3mm,,
708,Carex_huolushanensis,plant_height,15cm,40cm,,tall;1.5;slender
709,Carex_hypoblephara,inflorescence_length,2cm,3cm,,
710,Carex_hypoblephara,inflorescence_width,4mm,5mm,,
711,Carex_hypoblephara,plant_height,0cm,50cm,,tall
712,Carex_hypochlora,inflorescence_length,8mm;4mm,15mm;7mm,,
713,Carex_hypochlora,inflorescence_width,3mm;3mm,4mm;4mm,,
714,Carex_hypochlora,leaf_width,1mm,2.5mm,,
715,Carex_hypochlora,plant_height,20cm,45cm,,tall;slender
716,Carex_idzuroei,inflorescence_length,2cm,3cm,,
717,Carex_idzuroei,inflorescence_size,2cm,4cm,,
718,Carex_idzuroei,inflorescence_width,1cm,1.2cm,,
719,Carex_idzuroei,leaf_width,4mm,9mm,,
720,Carex_idzuroei,plant_height,30cm,60cm,,tall
721,Carex_inanis,inflorescence_size,1.5cm;0.8cm,4cm;2.5cm,,
722,Carex_inanis,leaf_width,1mm,2mm,,
723,Carex_inanis,plant_height,10cm,50cm,,tall;slender
724,Carex_indica,inflorescence_size,6mm,10mm,,
725,Carex_indica,leaf_width,6mm,8mm,,
726,Carex_indica,plant_height,40cm,100cm,,
727,Carex_indiciformis,inflorescence_length,1/5,1/3,,
728,Carex_indiciformis,inflorescence_size,10mm;5mm,20mm;16mm,,
729,Carex_indiciformis,leaf_width,8mm,15mm,,
730,Carex_indiciformis,plant_height,60cm,100cm,,
731,Carex_infossa,inflorescence_size,0.8cm,2cm,terminal,5
732,Carex_infossa,leaf_width,2.5mm,3mm,,
733,Carex_infossa,plant_height,0cm,30cm,,tall;slender
734,Carex_insignis,inflorescence_size,1.5cm,5cm,,
735,Carex_insignis,leaf_width,4mm,5mm,,
736,Carex_insignis,plant_height,90cm,100cm,,tall
737,Carex_ischnostachya,inflorescence_size,1.5cm;2cm,3cm;6cm,,
738,Carex_ischnostachya,leaf_width,4mm,6mm,,
739,Carex_ischnostachya,plant_height,30cm,60cm,,tall;slender
740,Carex_ivanoviae,inflorescence_size,8mm;8mm;5mm,10mm;15mm;8mm,,
741,Carex_ivanoviae,leaf_width,0mm,1mm,,
742,Carex_ivanoviae,plant_height,10cm,15cm,,tall
743,Carex_jaluensis,inflorescence_size,1.5cm;1.5cm,5cm;6cm,,
744,Carex_jaluensis,leaf_width,3mm,6mm,,
745,Carex_jaluensis,plant_height,30cm,85cm,,tall
746,Carex_japonica,inflorescence_size,2cm;1cm,4cm;2.5cm,,
747,Carex_japonica,leaf_width,3mm,4mm,,
748,Carex_japonica,plant_height,20cm,40cm,,tall;slender
749,Carex_jiaodongensis,leaf_width,2mm,3mm,,
750,Carex_jiaodongensis,plant_height,15cm,20cm,,tall
751,Carex_jinfoshanensis,inflorescence_length,55mm,120mm,,
752,Carex_jinfoshanensis,inflorescence_width,4mm,5mm,,
753,Carex_jinfoshanensis,leaf_width,3.5mm,5mm,,
754,Carex_jinfoshanensis,plant_height,80cm;1.5mm,100cm;2mm,,tall
755,Carex_jiuxianshanensis,inflorescence_size,3cm,6cm,,
756,Carex_jiuxianshanensis,leaf_width,3mm;5mm,5mm;7mm,,
757,Carex_jiuxianshanensis,plant_height,30cm,70cm,,tall
758,Carex_jizhuangensis,inflorescence_size,1cm,3cm,,
759,Carex_jizhuangensis,leaf_width,2mm,3mm,,
760,Carex_jizhuangensis,nutlet_size,3mm,5mm,,
761,Carex_jizhuangensis,plant_height,40cm,60cm,,tall
762,Carex_kansuensis,leaf_width,5mm,7mm,,
763,Carex_kansuensis,plant_height,45cm,100cm,,tall
764,Carex_kaoi,inflorescence_size,5mm,7mm,,
765,Carex_kaoi,leaf_width,1cm,1.5cm,,
766,Carex_kaoi,plant_height,7cm,13cm,,tall
767,Carex_karlongensis,inflorescence_size,2.5cm,3cm,,
768,Carex_karlongensis,leaf_width,1.5mm,2mm,,
769,Carex_karlongensis,plant_height,20cm,25cm,,tall;slender
770,Carex_karoi,inflorescence_size,4mm;4mm,10mm;15mm,,
771,Carex_karoi,leaf_width,1mm,2mm,,
772,Carex_karoi,plant_height,10cm,40cm,,tall;slender
773,Carex_kiangsuensis,inflorescence_length,12mm;8mm,25mm;15mm,,
774,Carex_kiangsuensis,inflorescence_width,3mm;2mm,5mm;3mm,,
775,Carex_kiangsuensis,leaf_width,2mm,3mm,,
776,Carex_kiangsuensis,plant_height,20cm,45cm,,tall;slender
777,Carex_kiotensis,inflorescence_length,5cm,9cm,,
778,Carex_kiotensis,inflorescence_size,4cm,8cm,,
779,Carex_kiotensis,inflorescence_width,0.4cm,0.5cm,,
780,Carex_kiotensis,leaf_width,6mm,13mm,,
781,Carex_kiotensis,plant_height,30cm,60cm,,tall
782,Carex_kirganica,inflorescence_length,2cm,5.5cm,,
783,Carex_kirganica,inflorescence_size,3cm,4cm,,
784,Carex_kirganica,nutlet_size,2mm,3mm,,
785,Carex_kirganica,plant_height,40cm,70cm,,tall
786,Carex_kirinensis,leaf_width,0.5mm,0.8mm,,
787,Carex_kobomugi,inflorescence_length,4cm;4cm,5cm;6cm,,
788,Carex_kobomugi,inflorescence_size,10mm,15mm,,
789,Carex_kobomugi,inflorescence_width,1.2cm,1.3cm,female,3
790,Carex_kobomugi,leaf_width,3mm,8mm,,
791,Carex_kobomugi,plant_height,10cm;3mm,20cm;4mm,,tall
792,Carex_korshinskii,inflorescence_size,1cm;5mm,2.5cm;10mm,,
793,Carex_korshinskii,leaf_width,1mm,2mm,,
794,Carex_korshinskii,nutlet_size,2mm,2.5mm,,
795,Carex_korshinskii,plant_height,15cm,35cm,,tall;slender
796,Carex_kuchunensis,inflorescence_size,5cm;5cm,7.5cm;7.5cm,,
797,Carex_kuchunensis,leaf_width,6mm,8mm,,
798,Carex_kuchunensis,plant_height,50cm,76cm,,tall
799,Carex_kucyniakii,inflorescence_length,25mm,40mm,,
800,Carex_kucyniakii,inflorescence_width,3mm,4mm,,
801,Carex_kucyniakii,leaf_width,4cm,10cm,,
802,Carex_kucyniakii,plant_height,22cm,35cm,,slender
803,Carex_kunlunsanensis,inflorescence_length,1cm;0.8cm,1.5cm;1.5cm,,
804,Carex_kunlunsanensis,plant_height,3cm;7cm,7cm;16cm,,tall;slender
805,Carex_kwangsiensis,inflorescence_size,7mm,18mm,,
806,Carex_kwangsiensis,leaf_width,5mm,7mm,,
807,Carex_kwangsiensis,plant_height,30cm,50cm,,
808,Carex_kwangtoushanica,inflorescence_size,8mm;8mm,12mm;12mm,,
809,Carex_kwangtoushanica,leaf_width,1mm,1.5mm,,
810,Carex_kwangtoushanica,plant_height,10cm,20cm,,tall;slender
811,Carex_lachenalii,inflorescence_size,0.8cm;4mm,1.2cm;8mm,remaining,small
812,Carex_lachenalii,leaf_width,1mm,2mm,,
813,Carex_lachenalii,plant_height,8cm,20cm,,tall
814,Carex_laeta,inflorescence_size,8mm;1cm,10mm;2.5cm,lateral,3
815,Carex_laeta,leaf_width,1mm,1.5mm,,
816,Carex_laeta,plant_height,10cm,30cm,,tall;1;slender
817,Carex_laevissima,inflorescence_length,3cm,4.5cm,,
818,Carex_laevissima,inflorescence_width,1cm,1.3cm,,
819,Carex_laevissima,nutlet_size,1mm,1.2mm,,
820,Carex_laevissima,plant_height,25cm,50cm,,tall
821,Carex_lancangensis,inflorescence_size,10cm,17cm,,
822,Carex_lancangensis,leaf_width,5mm,7mm,,
823,Carex_lancangensis,nutlet_size,1.8mm,2mm,,
824,Carex_lancangensis,plant_height,150cm;3mm,160cm;4mm,,tall
825,Carex_lanceolata,inflorescence_size,5mm;1.5mm;1cm;2.5mm,15mm;2mm;1.7cm;3mm,,
826,Carex_lanceolata,nutlet_size,2.5mm,2.8mm,,
827,Carex_lanceolata,plant_height,10cm;10cm,35cm;35cm,,tall;tall;shorter than 10-35 cm tall;elongating;1.5;slender
828,Carex_lancifolia,inflorescence_size,1.5mm;1cm,2mm;1.5cm,terminal,1
829,Carex_lancifolia,leaf_width,6mm,7mm,,
830,Carex_lancifolia,plant_height,10cm,15cm,,tall;slender
831,Carex_lancisquamata,inflorescence_size,1.5cm;4cm,3cm;5cm,,
832,Carex_lancisquamata,leaf_width,2mm,4mm,,
833,Carex_lancisquamata,plant_height,40cm,45cm,,tall;slender
834,Carex_laricetorum,inflorescence_length,1.8cm,2.7cm,,
835,Carex_laricetorum,inflorescence_size,5mm,7mm,,
836,Carex_laricetorum,leaf_width,1.5mm,2mm,,
837,Carex_laricetorum,plant_height,20cm,60cm,,tall;slender
838,Carex_lasiocarpa,inflorescence_size,2cm;1.5cm;5mm,3cm;3cm;6mm,,
839,Carex_lasiocarpa,leaf_width,1mm,2mm,,
840,Carex_lasiocarpa,plant_height,50cm,100cm,,tall
841,Carex_laticeps,inflorescence_length,2cm,2.5cm,,
842,Carex_laticeps,inflorescence_size,1.5cm,2.5cm,,
843,Carex_laticeps,inflorescence_width,1cm,1.4cm,,
844,Carex_laticeps,leaf_width,3mm,5mm,,
845,Carex_laticeps,plant_height,30cm,40cm,,tall;slender
846,Carex_latisquamea,inflorescence_size,1cm;1cm,2cm;2.5cm,,
847,Carex_latisquamea,leaf_width,3mm,6mm,,
848,Carex_latisquamea,nutlet_size,2.5mm,3mm,,
849,Carex_latisquamea,plant_height,30cm,75cm,,tall
850,Carex_laxa,inflorescence_size,1cm,2cm,,
851,Carex_laxa,leaf_width,1mm,2mm,,
