,property_name,from,to,species_name,file_name,property_constraint,value
52,scale_atypical_length,2.6mm,3mm,carex_lemmonii,../../data/external/FNAV23/V23_882.xml,,
53,scale_atypical_length,3.7mm,4.0mm,carex_lemmonii,../../data/external/FNAV23/V23_882.xml,,
54,scale_length,3mm,3.7mm,carex_lemmonii,../../data/external/FNAV23/V23_882.xml,,
55,scale_width,0.9mm,2mm,carex_lemmonii,../../data/external/FNAV23/V23_882.xml,,
56,midvein_coloration,,,carex_lemmonii,../../data/external/FNAV23/V23_882.xml,,pale
57,margin_texture,,,carex_lemmonii,../../data/external/FNAV23/V23_882.xml,,scarious
58,apex_shape,,,carex_lemmonii,../../data/external/FNAV23/V23_882.xml,,obtuse
59,anther_atypical_some_measurement,2.5mm,2.7mm,carex_lemmonii,../../data/external/FNAV23/V23_882.xml,,
60,anther_some_measurement,1.4mm,2.5mm,carex_lemmonii,../../data/external/FNAV23/V23_882.xml,,
61,perigynium_orientation,,,carex_lemmonii,../../data/external/FNAV23/V23_882.xml,,spreading
62,perigynium_coloration,,,carex_lemmonii,../../data/external/FNAV23/V23_882.xml,,green
63,perigynium_coloration,,,carex_lemmonii,../../data/external/FNAV23/V23_882.xml,,"with a few purple blotches , occasionally all purple , 10-16-veined , obovate to ovate , 2.7-3.5(-4)×1-1.7 mm , margins"
64,perigynium_pubescence,,,carex_lemmonii,../../data/external/FNAV23/V23_882.xml,,glabrous
65,margin_quantity,,,carex_lemmonii,../../data/external/FNAV23/V23_882.xml,,few
66,margin_coloration,,,carex_lemmonii,../../data/external/FNAV23/V23_882.xml,,purple blotches
67,margin_coloration_or_density,,,carex_lemmonii,../../data/external/FNAV23/V23_882.xml,,purple
68,margin_architecture,,,carex_lemmonii,../../data/external/FNAV23/V23_882.xml,,10-16-veined
69,margin_shape,obovate,ovate,carex_lemmonii,../../data/external/FNAV23/V23_882.xml,,
70,margin_atypical_length,3.5mm,4mm,carex_lemmonii,../../data/external/FNAV23/V23_882.xml,,
71,margin_length,2.7mm,3.5mm,carex_lemmonii,../../data/external/FNAV23/V23_882.xml,,
72,margin_width,1mm,1.7mm,carex_lemmonii,../../data/external/FNAV23/V23_882.xml,,
73,margin_architecture_or_pubescence_or_shape,,,carex_lemmonii,../../data/external/FNAV23/V23_882.xml,,ciliate
74,beak_fusion,,,carex_lemmonii,../../data/external/FNAV23/V23_882.xml,,distinct
75,beak_some_measurement,0.7mm,1.2mm,carex_lemmonii,../../data/external/FNAV23/V23_882.xml,,
76,tip_coloration,,,carex_lemmonii,../../data/external/FNAV23/V23_882.xml,,brown
77,tip_coloration,,,carex_lemmonii,../../data/external/FNAV23/V23_882.xml,,purple
78,tip_architecture_or_pubescence_or_shape,,,carex_lemmonii,../../data/external/FNAV23/V23_882.xml,,ciliate
79,apex_some_measurement,0mm,1.4mm,carex_lemmonii,../../data/external/FNAV23/V23_882.xml,achene,
0,culm_some_measurement,15cm,50cm,carex_torreyi,../../data/external/FNAV23/V23_896.xml,,
1,culm_pubescence,,,carex_torreyi,../../data/external/FNAV23/V23_896.xml,,pilose
2,sheath_pubescence,,,carex_torreyi,../../data/external/FNAV23/V23_896.xml,,pilose
3,ligule_length_or_size,,,carex_torreyi,../../data/external/FNAV23/V23_896.xml,,longer than wide
4,blade_width,1.5mm,3mm,carex_torreyi,../../data/external/FNAV23/V23_896.xml,,
5,blade_pubescence,,,carex_torreyi,../../data/external/FNAV23/V23_896.xml,,pilose
6,spike_arrangement,,,carex_torreyi,../../data/external/FNAV23/V23_896.xml,lateral,approximate
7,spike_arrangement,,,carex_torreyi,../../data/external/FNAV23/V23_896.xml,proximal lateral,distant
8,spike_length,6mm,12mm,carex_torreyi,../../data/external/FNAV23/V23_896.xml,proximal lateral,
9,spike_width,4mm,7mm,carex_torreyi,../../data/external/FNAV23/V23_896.xml,proximal lateral,
10,spike_architecture,,,carex_torreyi,../../data/external/FNAV23/V23_896.xml,terminal,staminate
11,spike_architecture,,,carex_torreyi,../../data/external/FNAV23/V23_896.xml,terminal,","
12,spike_reproduction,,,carex_torreyi,../../data/external/FNAV23/V23_896.xml,terminal,gynecandrous
13,spike_length,8mm,16mm,carex_torreyi,../../data/external/FNAV23/V23_896.xml,terminal,
14,spike_width,2mm,4mm,carex_torreyi,../../data/external/FNAV23/V23_896.xml,terminal,
15,flower_quantity,,,carex_torreyi,../../data/external/FNAV23/V23_896.xml,,1
16,flower_quantity,,,carex_torreyi,../../data/external/FNAV23/V23_896.xml,,/4
17,flower_architecture,,,carex_torreyi,../../data/external/FNAV23/V23_896.xml,,pistillate
18,scale_architecture,,,carex_torreyi,../../data/external/FNAV23/V23_896.xml,,pistillate
19,scale_arrangement_or_shape,,,carex_torreyi,../../data/external/FNAV23/V23_896.xml,,ovate-circular
20,scale_length,2mm,3mm,carex_torreyi,../../data/external/FNAV23/V23_896.xml,,
21,scale_width,1.6mm,2.5mm,carex_torreyi,../../data/external/FNAV23/V23_896.xml,,
22,scale_l_w_ratio,,,carex_torreyi,../../data/external/FNAV23/V23_896.xml,,1.5+
23,scale_height_or_length_or_size,,,carex_torreyi,../../data/external/FNAV23/V23_896.xml,,shorter
24,apex_shape,obtuse,acuminate,carex_torreyi,../../data/external/FNAV23/V23_896.xml,,
25,scale_architecture,,,carex_torreyi,../../data/external/FNAV23/V23_896.xml,,staminate
26,scale_shape,,,carex_torreyi,../../data/external/FNAV23/V23_896.xml,,ovate
27,scale_some_measurement,3.2mm,4.1mm,carex_torreyi,../../data/external/FNAV23/V23_896.xml,,
28,apex_shape,,,carex_torreyi,../../data/external/FNAV23/V23_896.xml,,acute
29,apex_shape,,,carex_torreyi,../../data/external/FNAV23/V23_896.xml,,acuminate
30,anther_some_measurement,1.9mm,2.4mm,carex_torreyi,../../data/external/FNAV23/V23_896.xml,,
31,perigynium_orientation,,,carex_torreyi,../../data/external/FNAV23/V23_896.xml,,ascending
32,perigynium_architecture,,,carex_torreyi,../../data/external/FNAV23/V23_896.xml,,18-24-veined
33,perigynium_shape,,,carex_torreyi,../../data/external/FNAV23/V23_896.xml,,ovate
34,perigynium_shape,,,carex_torreyi,../../data/external/FNAV23/V23_896.xml,,obovate
35,perigynium_length,2.2mm,3.2mm,carex_torreyi,../../data/external/FNAV23/V23_896.xml,,
36,perigynium_width,1.5mm,2.2mm,carex_torreyi,../../data/external/FNAV23/V23_896.xml,,
37,perigynium_pubescence,,,carex_torreyi,../../data/external/FNAV23/V23_896.xml,,glabrous
38,beak_atypical_some_measurement,0.5mm,1mm,carex_torreyi,../../data/external/FNAV23/V23_896.xml,,
39,beak_some_measurement,0.2mm,0.5mm,carex_torreyi,../../data/external/FNAV23/V23_896.xml,,
40,achene_length,2mm,2.5mm,carex_torreyi,../../data/external/FNAV23/V23_896.xml,,
41,achene_width,1.5mm,1.9mm,carex_torreyi,../../data/external/FNAV23/V23_896.xml,,
0,whole_organism_growth_form,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,cespitose
1,whole_organism_quantity,0,200,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,
2,whole_organism_growth_form,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,plant
3,rhizome_shape,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,elongate
4,clump_life_cycle,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,old
5,culm_some_measurement,40cm,110cm,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,
6,culm_reproduction,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,vegetative
7,culm_prominence,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,inconspicuous
8,leaf_quantity,9,17,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,
9,leaf_arrangement_or_growth_form,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,clustered
10,sheath_coloration,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,green
11,sheath_coloration,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,with pale intervenal areas
12,area_coloration,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,intervenal,pale
13,septum_arrangement,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,scattered
14,septum_orientation,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,horizontal
15,septum_coloration,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,green
16,band_coloration,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,hyaline
17,band_width,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,broad
18,band_architecture_or_pubescence_or_relief,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,smooth
19,summit_shape,concave,truncate,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,
20,summit_variability,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,equaling
21,ligule_some_measurement,1.8mm,4.8mm,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,
22,blade_quantity,4,6,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,
23,blade_length,2.5cm,35cm,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,
24,blade_width,1.8mm,4.2mm,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,
25,culm_reproduction,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,fertile
26,inflorescence_orientation,erect,slightly arching,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,
27,inflorescence_architecture_or_arrangement,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,compact
28,inflorescence_length,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,elongated
29,inflorescence_coloration,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,pale-brown
30,inflorescence_length,2.8cm,5.9cm,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,
31,inflorescence_width,6mm,17mm,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,
32,internode_atypical_some_measurement,12mm,17mm,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,proximal,
33,internode_some_measurement,3.5mm,12mm,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,proximal,
34,internode_atypical_some_measurement,9mm,13mm,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,
35,internode_some_measurement,3mm,9mm,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,
36,bract_shape,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,proximal,scale-like
37,bract_height_or_length_or_size,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,proximal,shorter
38,tip_height_or_length_or_size,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,bristle,shorter
39,spike_atypical_quantity,3,4,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,
40,spike_atypical_quantity,7,11,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,
41,spike_quantity,4,7,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,
42,spike_fusion,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,distinct
43,spike_shape,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,ovoid
44,spike_length,9.5mm,20.5mm,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,
45,spike_width,6mm,9mm,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,
46,base_shape,rounded,tapered,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,
47,apex_shape,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,rounded
48,scale_architecture,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,pistillate
49,scale_coloration,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,pale-brown
50,scale_shape,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,lanceolate
51,scale_atypical_some_measurement,3.7mm,4mm,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,
52,scale_some_measurement,4mm,5.2mm,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,
53,scale_l_w_ratio,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,(2.6-)2.9-3.7(-4.2)
54,scale_height_or_length_or_size,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,shorter
55,midstripe_coloration,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,narrow
56,midstripe_coloration,yellow-green,brown,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,
57,midstripe_prominence,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,prominent
58,margin_coloration,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,hyaline
59,apex_texture,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,firm
60,apex_growth_form_or_texture,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,herbaceous
61,apex_shape,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,flat
62,apex_shape,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,inrolled
63,apex_architecture_or_shape,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,awned
64,tip_shape,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,subulate
65,scale_architecture,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,staminate
66,scale_shape,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,acuminate
67,anther_atypical_some_measurement,1.8mm,2.2mm,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,
68,anther_some_measurement,2.2mm,3.6mm,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,
69,perigynium_quantity,15,80,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,
70,perigynium_orientation,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,ascending
71,perigynium_coloration,yellowish green,brown,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,
72,perigynium_architecture,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,7-11-veined
73,perigynium_architecture,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,(0-)2-8-veined
74,margin_coloration,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,paler
75,wing_shape,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,ovate
76,wing_shape,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,elliptic
77,wing_shape,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,orbiculate
78,wing_shape,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,elliptic
79,wing_shape,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,orbiculate
80,wing_shape,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,planoconvex
81,wing_thickness,4.5mm,4.8-6.1mm,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,
82,wing_thickness,4.8-6.1mm,6.3mm,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,
83,wing_thickness,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,4.8-6.1
84,wing_thickness,0.5mm,0.7mm,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,
85,wing_growth_form_or_texture,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,herbaceous
86,wing_coloration,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,opaque
87,vein_quantity,1,4,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,
88,achene_prominence,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,visible
89,face_position,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,adaxial
90,base_shape,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,rounded
91,margin_prominence_or_shape,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,flat
92,margin_some_measurement,0.5mm,1.3mm,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,
93,margin_architecture_or_pubescence_or_relief,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,smooth
94,beak_coloration,yellowish green,pale-brown,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,
95,beak_shape,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,flattened
96,beak_atypical_some_measurement,1.2mm,1.5mm,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,
97,beak_atypical_some_measurement,2.1mm,2.3mm,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,
98,beak_some_measurement,1.5mm,2.1mm,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,
99,beak_architecture,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,serrulate-margined
100,suture_coloration,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,abaxial,pale
101,suture_coloration,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,abaxial,copper-brown
102,achene_atypical_some_measurement,2mm,2.3mm,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,
103,achene_some_measurement,2.3mm,3.3mm,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,
104,achene_shape,ovate,elliptic,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,
105,achene_thickness,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,1.8-2.4×1.3-1.7
106,achene_thickness,0.5mm,0.7mm,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,
107,apiculum_some_measurement,0.4mm,0.9mm,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,,
108,chromosome_quantity,,,carex_shinnersii,../../data/external/FNAV23/V23_666.xml,2n,60
0,whole_organism_growth_form,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,cespitose
1,whole_organism_growth_form,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,plant
2,culm_some_measurement,33cm,72cm,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,
3,sheath_coloration,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,white-hyaline
4,sheath_coloration,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,brownish tinged
5,sheath_position,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,proximal
6,band_size_or_width,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,narrow
7,summit_shape,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,u--shaped
8,ligule_atypical_some_measurement,2.5mm,3.5mm,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,distal,
9,ligule_some_measurement,1mm,2.5mm,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,distal,
10,blade_atypical_quantity,4,5,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,
11,blade_quantity,3,4,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,
12,blade_length,15cm,30cm,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,
13,blade_atypical_width,2.8mm,3mm,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,
14,blade_width,3mm,4.5mm,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,
15,culm_reproduction,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,fertile
16,inflorescence_density,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,dense
17,inflorescence_coloration,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,coloration
18,inflorescence_coloration,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,list
19,inflorescence_coloration,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,green and brown
20,inflorescence_coloration,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,punct
21,inflorescence_coloration,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,gold and brown
22,inflorescence_coloration,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,punct
23,inflorescence_coloration,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,light-brown
24,inflorescence_atypical_length,1.7cm,2cm,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,
25,inflorescence_length,2cm,3cm,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,
26,inflorescence_atypical_width,21mm,27mm,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,
27,inflorescence_width,15mm,21mm,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,
28,internode_atypical_some_measurement,2mm,3.5mm,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,proximal,
29,internode_atypical_some_measurement,7mm,11mm,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,proximal,
30,internode_some_measurement,3.5mm,7mm,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,proximal,
31,internode_some_measurement,2mm,5mm,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,
32,bract_architecture,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,proximal,bristlelike
33,bract_height_or_length_or_size,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,proximal,shorter
34,bract_architecture_or_shape,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,proximal,leaflike
35,spike_quantity,4,5,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,
36,spike_arrangement,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,distant
37,spike_fusion,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,distinct
38,spike_shape,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,ovoid
39,spike_length,11mm,16mm,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,
40,spike_width,6mm,12mm,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,
41,base_shape,rounded,attenuate,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,
42,apex_shape,acute,truncate,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,
43,scale_architecture,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,pistillate
44,scale_coloration,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,gold
45,scale_coloration,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,redbrown
46,scale_coloration,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,chestnut-brown
47,scale_coloration,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,redbrown
48,scale_coloration,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,chestnut-brown
49,scale_shape,lanceolate,broadly ovate,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,
50,scale_some_measurement,4.7mm,6.7mm,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,
51,scale_height_or_length_or_size,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,shorter
52,scale_width,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,shorter and narrower
53,midstripe_coloration,green,gold,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,
54,margin_coloration,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,white
55,margin_width,0.2mm,0.4mm,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,
56,margin_width,0.1mm,0.2mm,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,
57,apex_shape,acute,acuminate,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,
58,perigynium_orientation,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,ascending
59,perigynium_orientation,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,appressed-ascending
60,perigynium_coloration,green,gold,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,
61,perigynium_architecture,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,veinless
62,perigynium_thickness,5.5mm,6-7.2×2.7-3.8mm,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,
63,perigynium_thickness,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,6-7.2×2.7-3.8
64,perigynium_thickness,0.5mm,0.7mm,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,
65,perigynium_l_w_ratio,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,1.8-2.3
66,achene_architecture,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,6-veined
67,achene_shape,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,ovate
68,achene_prominence_or_shape,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,flat
69,achene_architecture,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,6-veined
70,achene_shape,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,ovate
71,achene_prominence_or_shape,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,flat
72,achene_architecture,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,6-veined
73,achene_shape,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,ovate
74,achene_prominence_or_shape,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,flat
75,margin_prominence_or_shape,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,flat
76,margin_width,0.5mm,1.1mm,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,
77,margin_architecture_or_shape,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,ciliate-serrulate
78,beak_coloration,red-gold,redbrown,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,
79,beak_coloration,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,white-hyaline
80,beak_prominence_or_shape,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,flat
81,beak_architecture_or_shape,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,ciliate-serrulate
82,margin_prominence,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,conspicuous
83,margin_coloration,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,white
84,achene_some_measurement,3mm,4.3mm,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,
85,achene_shape,broadly ovate,broadly elliptic,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,
86,achene_thickness,1.8mm,2-2.3×mm,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,
87,achene_thickness,,,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,2-2.3×
88,achene_thickness,0.4mm,0.5mm,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,
89,achene_thickness,0.5mm,0.7mm,carex_egglestonii,../../data/external/FNAV23/V23_672.xml,,
0,culm_some_measurement,15cm,90cm,carex_lenticularis,../../data/external/FNAV23/V23_699.xml,,
1,leaf-blade_width,2mm,4mm,carex_lenticularis,../../data/external/FNAV23/V23_699.xml,,
2,peduncle_some_measurement,,,carex_lenticularis,../../data/external/FNAV23/V23_699.xml,,1
3,peduncle_length_or_size,,,carex_lenticularis,../../data/external/FNAV23/V23_699.xml,,longer
4,bract_coloration,,,carex_lenticularis,../../data/external/FNAV23/V23_699.xml,proximal,redbrown
5,bract_width,1.5mm,3mm,carex_lenticularis,../../data/external/FNAV23/V23_699.xml,proximal,
6,spike_quantity,3,7,carex_lenticularis,../../data/external/FNAV23/V23_699.xml,proximal,
7,spike_architecture,,,carex_lenticularis,../../data/external/FNAV23/V23_699.xml,,pistillate
8,spike_length,1.5cm,2.5cm,carex_lenticularis,../../data/external/FNAV23/V23_699.xml,,
9,spike_width,2.5mm,4mm,carex_lenticularis,../../data/external/FNAV23/V23_699.xml,,
10,spike_architecture,,,carex_lenticularis,../../data/external/FNAV23/V23_699.xml,terminal,staminate
11,scale_architecture,,,carex_lenticularis,../../data/external/FNAV23/V23_699.xml,,pistillate
12,scale_coloration,,,carex_lenticularis,../../data/external/FNAV23/V23_699.xml,,redbrown
13,scale_coloration,,,carex_lenticularis,../../data/external/FNAV23/V23_699.xml,,black
14,perigynium_architecture,,,carex_lenticularis,../../data/external/FNAV23/V23_699.xml,,5-7-veined
