,property_name,from,to,species_name,file_name,property_constraint,value
0,rhizome_thickness,3mm,5mm,dulichium_arundinaceum,../../data/external/FNAV23/V23_350.xml,,
1,culm_length,20cm,100cm,dulichium_arundinaceum,../../data/external/FNAV23/V23_350.xml,,
2,culm_width,2mm,5mm,dulichium_arundinaceum,../../data/external/FNAV23/V23_350.xml,,
3,leaf-blade_width,3.5mm,8mm,dulichium_arundinaceum,../../data/external/FNAV23/V23_350.xml,,
4,spike_atypical_quantity,3,5,dulichium_arundinaceum,../../data/external/FNAV23/V23_350.xml,,
5,spike_quantity,1,3,dulichium_arundinaceum,../../data/external/FNAV23/V23_350.xml,,
6,spikelet_quantity,5,20,dulichium_arundinaceum,../../data/external/FNAV23/V23_350.xml,,
7,anther_some_measurement,3mm,4mm,dulichium_arundinaceum,../../data/external/FNAV23/V23_350.xml,,
0,whole_organism_arrangement,,,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,,aggregated
1,whole_organism_growth_form,,,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,,plant
2,tussock_density,,,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,,dense
3,rhizome_architecture,,,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,,branching
4,rhizome_height_or_length_or_size,,,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,,short
5,rhizome_fragility,,,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,,tough
6,rhizome_texture,,,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,,fibrous
7,culm_reproduction,,,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,,fertile
8,culm_orientation,,,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,,upright
9,culm_orientation,,,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,,nearly
10,leaf_quantity,4,7,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,,
11,sheath_coloration,,,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,leaf,brown
12,sheath_prominence,,,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,proximal,conspicuous
13,sheath_prominence,,,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,proximal,inconspicuous
14,blade_prominence,,,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,proximal,conspicuous
15,blade_prominence,,,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,proximal,inconspicuous
16,septum_quantity,few,many,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,,
17,blade_length,25cm,63cm,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,,
18,blade_width,3mm,6mm,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,,
19,inflorescence_position_or_structure_subtype,,,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,,terminal
20,ray_orientation,,,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,,ascending
21,ray_orientation,,,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,,spreading
22,ray_pubescence_or_relief,,,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,,scabrous
23,branch_architecture_or_pubescence_or_relief,,,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,main,smooth
24,base_coloration,,,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,involucral-bract,blackish
25,base_coating,,,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,involucral-bract,glutinous
26,cyme_architecture,,,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,,open
27,spikelet_architecture,,,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,central,sessile
28,other_architecture,,,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,,pedicellate
29,spikelet_shape,,,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,,ovoid
30,spikelet_shape,,,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,,ellipsoid
31,spikelet_length,4mm,7mm,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,,
32,spikelet_width,2mm,2.7mm,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,,
33,scale_coloration,,,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,,blackish
34,scale_shape,,,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,,oblongelliptic
35,scale_some_measurement,1.3mm,1.8mm,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,,
36,apex_shape,,,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,,rounded
37,apex_architecture_or_shape,,,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,,apiculate
38,apiculu_some_measurement,0mm,0.05mm,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,,
39,bristle_duration,,,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,perianth,persistent
40,bristle_quantity,,,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,perianth,6
41,bristle_size,,,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,perianth,slender
42,bristle_arrangement_or_shape,,,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,perianth,contorted
43,bristle_length_or_size,,,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,perianth,much longer
44,bristle_architecture_or_pubescence_or_relief,,,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,perianth,smooth
45,bristle_orientation,,,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,perianth,projecting
46,inflorescence_life_cycle,,,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,,mature
47,inflorescence_pubescence,,,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,,woolly
48,style_shape,,,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,,3-fid
49,achene_coloration,,,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,,whitish
50,achene_shape,,,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,,elliptic
51,achene_shape,,,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,,obovate
52,achene_shape,,,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,,trigonous
53,achene_shape,,,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,,planoconvex
54,achene_length,0.7mm,0.9mm,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,,
55,achene_width,0.4mm,0.5mm,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,,
56,chromosome_quantity,,,scirpus_atrocinctus,../../data/external/FNAV23/V23_18.xml,2n,68
0,culm_arrangement_or_pubescence,,,carex_albursina,../../data/external/FNAV23/V23_807.xml,,tufted
1,culm_position,,,carex_albursina,../../data/external/FNAV23/V23_807.xml,,lateral
2,culm_orientation,,,carex_albursina,../../data/external/FNAV23/V23_807.xml,,ascending
3,culm_architecture_or_arrangement,,,carex_albursina,../../data/external/FNAV23/V23_807.xml,,lax
4,culm_growth_form_or_orientation,,,carex_albursina,../../data/external/FNAV23/V23_807.xml,,decumbent
5,culm_architecture,,,carex_albursina,../../data/external/FNAV23/V23_807.xml,,winged
6,culm_length,10cm,62cm,carex_albursina,../../data/external/FNAV23/V23_807.xml,,
7,culm_width,2mm,2.4mm,carex_albursina,../../data/external/FNAV23/V23_807.xml,,
8,sheath_coloration,light-brown,brown,carex_albursina,../../data/external/FNAV23/V23_807.xml,basal,
9,sheath_coloration,,,carex_albursina,../../data/external/FNAV23/V23_807.xml,proximal,wine-red
10,sheath_coloration,,,carex_albursina,../../data/external/FNAV23/V23_807.xml,proximal,purple
11,sheath_size,,,carex_albursina,../../data/external/FNAV23/V23_807.xml,proximal,small
12,sheath_shape,,,carex_albursina,../../data/external/FNAV23/V23_807.xml,proximal,triangular
13,sheath_some_measurement,2mm,15mm,carex_albursina,../../data/external/FNAV23/V23_807.xml,,
14,blade_orientation,,,carex_albursina,../../data/external/FNAV23/V23_807.xml,,ascending
15,midrib_development,,,carex_albursina,../../data/external/FNAV23/V23_807.xml,,developed
16,midrib_quantity,,,carex_albursina,../../data/external/FNAV23/V23_807.xml,,2
17,lateral-vein_prominence,,,carex_albursina,../../data/external/FNAV23/V23_807.xml,,conspicuous
18,lateral-vein_prominence_or_shape,,,carex_albursina,../../data/external/FNAV23/V23_807.xml,,flat
19,lateral-vein_width,,,carex_albursina,../../data/external/FNAV23/V23_807.xml,,thin
20,lateral-vein_length,10cm,35cm,carex_albursina,../../data/external/FNAV23/V23_807.xml,,
21,lateral-vein_width,10mm,38mm,carex_albursina,../../data/external/FNAV23/V23_807.xml,,
22,leaf_width,38mm,62mm,carex_albursina,../../data/external/FNAV23/V23_807.xml,widest,
23,leaf_width,13mm,38mm,carex_albursina,../../data/external/FNAV23/V23_807.xml,widest,
24,blade_architecture_or_pubescence_or_relief,,,carex_albursina,../../data/external/FNAV23/V23_807.xml,,smooth
25,leaf_duration,,,carex_albursina,../../data/external/FNAV23/V23_807.xml,,overwintering
26,peduncle_some_measurement,0cm,5.8cm,carex_albursina,../../data/external/FNAV23/V23_807.xml,,
27,spike_presence,,,carex_albursina,../../data/external/FNAV23/V23_807.xml,terminal,absent
28,bract_length,1.4cm,2.6cm,carex_albursina,../../data/external/FNAV23/V23_807.xml,,
29,bract_atypical_width,2.2mm,3.2mm,carex_albursina,../../data/external/FNAV23/V23_807.xml,,
30,bract_width,3.9mm,2.2mm,carex_albursina,../../data/external/FNAV23/V23_807.xml,,
31,blade_shape,,,carex_albursina,../../data/external/FNAV23/V23_807.xml,spike,lanceolate
32,blade_shape,,,carex_albursina,../../data/external/FNAV23/V23_807.xml,spike,lanceolate
33,blade_width,,,carex_albursina,../../data/external/FNAV23/V23_807.xml,spike,wider
34,blade_position,,,carex_albursina,../../data/external/FNAV23/V23_807.xml,spike,concealing
35,blade_width,2.9mm,3.2mm,carex_albursina,../../data/external/FNAV23/V23_807.xml,bract,
36,blade_width,3.2mm,8.3mm,carex_albursina,../../data/external/FNAV23/V23_807.xml,bract,
37,spike_atypical_quantity,4,5,carex_albursina,../../data/external/FNAV23/V23_807.xml,,
38,spike_quantity,,,carex_albursina,../../data/external/FNAV23/V23_807.xml,,4
39,spike_length,6mm,36mm,carex_albursina,../../data/external/FNAV23/V23_807.xml,lateral,
40,spike_width,3mm,4.2mm,carex_albursina,../../data/external/FNAV23/V23_807.xml,lateral,
41,spike_orientation,,,carex_albursina,../../data/external/FNAV23/V23_807.xml,terminal,erect
42,spike_arrangement_or_course_or_shape,,,carex_albursina,../../data/external/FNAV23/V23_807.xml,terminal,linear
43,spike_length,4mm,18mm,carex_albursina,../../data/external/FNAV23/V23_807.xml,terminal,
44,spike_width,1.2mm,1.6mm,carex_albursina,../../data/external/FNAV23/V23_807.xml,terminal,
45,spike_prominence,,,carex_albursina,../../data/external/FNAV23/V23_807.xml,terminal,hidden
46,spike_position_or_shape,,,carex_albursina,../../data/external/FNAV23/V23_807.xml,,distal
47,spike_quantity,,,carex_albursina,../../data/external/FNAV23/V23_807.xml,,2
48,spike_architecture,,,carex_albursina,../../data/external/FNAV23/V23_807.xml,,pistillate
49,blade_position_or_shape,,,carex_albursina,../../data/external/FNAV23/V23_807.xml,,distal
50,blade_quantity,,,carex_albursina,../../data/external/FNAV23/V23_807.xml,,2
51,blade_architecture,,,carex_albursina,../../data/external/FNAV23/V23_807.xml,,pistillate
52,bract_position_or_shape,,,carex_albursina,../../data/external/FNAV23/V23_807.xml,,distal
53,bract_quantity,,,carex_albursina,../../data/external/FNAV23/V23_807.xml,,2
54,bract_architecture,,,carex_albursina,../../data/external/FNAV23/V23_807.xml,,pistillate
55,scale_architecture,,,carex_albursina,../../data/external/FNAV23/V23_807.xml,,pistillate
56,scale_shape,,,carex_albursina,../../data/external/FNAV23/V23_807.xml,,oblong
57,scale_length,2.8mm,3.2mm,carex_albursina,../../data/external/FNAV23/V23_807.xml,,
58,scale_width,1.4mm,2mm,carex_albursina,../../data/external/FNAV23/V23_807.xml,,
59,apex_shape,,,carex_albursina,../../data/external/FNAV23/V23_807.xml,,obtuse
60,apex_architecture_or_shape,,,carex_albursina,../../data/external/FNAV23/V23_807.xml,,truncate
61,apex_architecture,,,carex_albursina,../../data/external/FNAV23/V23_807.xml,,awnless
62,scale_architecture,,,carex_albursina,../../data/external/FNAV23/V23_807.xml,,staminate
63,scale_shape,,,carex_albursina,../../data/external/FNAV23/V23_807.xml,,oblong-ovate
64,scale_length,2.8mm,3.2mm,carex_albursina,../../data/external/FNAV23/V23_807.xml,,
65,scale_width,1.4mm,2mm,carex_albursina,../../data/external/FNAV23/V23_807.xml,,
66,margin_coloration,,,carex_albursina,../../data/external/FNAV23/V23_807.xml,,hyaline
67,apex_shape,,,carex_albursina,../../data/external/FNAV23/V23_807.xml,,obtuse
68,anther_some_measurement,2mm,2.2mm,carex_albursina,../../data/external/FNAV23/V23_807.xml,,
69,perigynium_quantity,3,20,carex_albursina,../../data/external/FNAV23/V23_807.xml,,
70,perigynium_arrangement,,,carex_albursina,../../data/external/FNAV23/V23_807.xml,,overlapping
71,perigynium_orientation,,,carex_albursina,../../data/external/FNAV23/V23_807.xml,,erect
72,perigynium_orientation,,,carex_albursina,../../data/external/FNAV23/V23_807.xml,,ascending
73,perigynium_shape,,,carex_albursina,../../data/external/FNAV23/V23_807.xml,,obovate
74,perigynium_length,3mm,4.2mm,carex_albursina,../../data/external/FNAV23/V23_807.xml,,
75,perigynium_width,1.8mm,2.1mm,carex_albursina,../../data/external/FNAV23/V23_807.xml,,
76,beak_shape,,,carex_albursina,../../data/external/FNAV23/V23_807.xml,,bent
77,beak_some_measurement,0.3mm,0.6mm,carex_albursina,../../data/external/FNAV23/V23_807.xml,,
78,achene_shape,,,carex_albursina,../../data/external/FNAV23/V23_807.xml,,ovoid
79,achene_length,2.5mm,3.8mm,carex_albursina,../../data/external/FNAV23/V23_807.xml,,
80,achene_width,1.6mm,1.8mm,carex_albursina,../../data/external/FNAV23/V23_807.xml,,
81,chromosome_quantity,,,carex_albursina,../../data/external/FNAV23/V23_807.xml,2n,44
0,whole_organism_growth_form,,,eriophorum_angustifolium,../../data/external/FNAV23/V23_24.xml,,colonial
1,whole_organism_growth_form,,,eriophorum_angustifolium,../../data/external/FNAV23/V23_24.xml,,plant
2,rhizome_growth_form_or_orientation,,,eriophorum_angustifolium,../../data/external/FNAV23/V23_24.xml,,long-creeping
3,culm_length,0cm,100cm,eriophorum_angustifolium,../../data/external/FNAV23/V23_24.xml,,
4,culm_atypical_width,0.8mm,1mm,eriophorum_angustifolium,../../data/external/FNAV23/V23_24.xml,,
5,culm_width,1mm,1.2mm,eriophorum_angustifolium,../../data/external/FNAV23/V23_24.xml,,
6,blade_prominence_or_shape,,,eriophorum_angustifolium,../../data/external/FNAV23/V23_24.xml,,flat
7,tip_shape,,,eriophorum_angustifolium,../../data/external/FNAV23/V23_24.xml,,trigonous
8,tip_shape,,,eriophorum_angustifolium,../../data/external/FNAV23/V23_24.xml,,channeled
9,tip_length,0cm,40cm,eriophorum_angustifolium,../../data/external/FNAV23/V23_24.xml,,
10,tip_atypical_width,6mm,8mm,eriophorum_angustifolium,../../data/external/FNAV23/V23_24.xml,,
11,tip_width,1.5mm,6mm,eriophorum_angustifolium,../../data/external/FNAV23/V23_24.xml,,
12,leaf-blade_length_or_size,,,eriophorum_angustifolium,../../data/external/FNAV23/V23_24.xml,distal,much longer
13,involucral-bract_architecture,,,eriophorum_angustifolium,../../data/external/FNAV23/V23_24.xml,,blade-bearing
14,involucral-bract_quantity,1,3,eriophorum_angustifolium,../../data/external/FNAV23/V23_24.xml,,
15,sheath_coloration,,,eriophorum_angustifolium,../../data/external/FNAV23/V23_24.xml,,black
16,sheath_architecture_or_shape,,,eriophorum_angustifolium,../../data/external/FNAV23/V23_24.xml,,leaflike
17,sheath_length,,,eriophorum_angustifolium,../../data/external/FNAV23/V23_24.xml,,longest
18,sheath_some_measurement,1cm,12cm,eriophorum_angustifolium,../../data/external/FNAV23/V23_24.xml,,
19,spikelet_atypical_quantity,1,2,eriophorum_angustifolium,../../data/external/FNAV23/V23_24.xml,,
20,spikelet_quantity,2,10,eriophorum_angustifolium,../../data/external/FNAV23/V23_24.xml,,
21,spikelet_orientation,,,eriophorum_angustifolium,../../data/external/FNAV23/V23_24.xml,,patent
22,spikelet_orientation,,,eriophorum_angustifolium,../../data/external/FNAV23/V23_24.xml,,pendent
23,spikelet_shape,,,eriophorum_angustifolium,../../data/external/FNAV23/V23_24.xml,,ovoid
24,spikelet_some_measurement,10mm,20mm,eriophorum_angustifolium,../../data/external/FNAV23/V23_24.xml,,
25,spikelet_some_measurement,20mm,50mm,eriophorum_angustifolium,../../data/external/FNAV23/V23_24.xml,,
26,peduncle_some_measurement,5mm,60mm,eriophorum_angustifolium,../../data/external/FNAV23/V23_24.xml,,
27,peduncle_architecture_or_pubescence_or_relief,,,eriophorum_angustifolium,../../data/external/FNAV23/V23_24.xml,,smooth
28,peduncle_pubescence_or_relief,,,eriophorum_angustifolium,../../data/external/FNAV23/V23_24.xml,,scabrous
29,scale_shape,,,eriophorum_angustifolium,../../data/external/FNAV23/V23_24.xml,,lanceolate
30,scale_shape,,,eriophorum_angustifolium,../../data/external/FNAV23/V23_24.xml,,ovate
31,scale_some_measurement,5mm,10mm,eriophorum_angustifolium,../../data/external/FNAV23/V23_24.xml,,
32,scale_position,,,eriophorum_angustifolium,../../data/external/FNAV23/V23_24.xml,,proximal
33,midrib_prominence,,,eriophorum_angustifolium,../../data/external/FNAV23/V23_24.xml,,prominent
34,midrib_coloration,,,eriophorum_angustifolium,../../data/external/FNAV23/V23_24.xml,,fading
35,apex_shape,,,eriophorum_angustifolium,../../data/external/FNAV23/V23_24.xml,,acute
36,bristle_coloration,,,eriophorum_angustifolium,../../data/external/FNAV23/V23_24.xml,perianth,count
37,bristle_coloration,,,eriophorum_angustifolium,../../data/external/FNAV23/V23_24.xml,perianth,list
38,bristle_quantity,,,eriophorum_angustifolium,../../data/external/FNAV23/V23_24.xml,perianth,10
39,bristle_some_measurement,15mm,30mm,eriophorum_angustifolium,../../data/external/FNAV23/V23_24.xml,perianth,
40,bristle_architecture_or_pubescence_or_relief,,,eriophorum_angustifolium,../../data/external/FNAV23/V23_24.xml,perianth,smooth
41,anther_some_measurement,2mm,5mm,eriophorum_angustifolium,../../data/external/FNAV23/V23_24.xml,,
42,achene_coloration,,,eriophorum_angustifolium,../../data/external/FNAV23/V23_24.xml,,black
43,achene_shape,,,eriophorum_angustifolium,../../data/external/FNAV23/V23_24.xml,,oblanceoloid
44,achene_some_measurement,2mm,5mm,eriophorum_angustifolium,../../data/external/FNAV23/V23_24.xml,,
0,whole_organism_growth_form,,,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,,colonial
1,whole_organism_growth_form,,,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,,plant
2,rhizome_growth_form_or_orientation,,,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,,long-creeping
3,culm_architecture_or_arrangement_or_growth_form,,,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,,solitary
4,culm_quantity,,,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,,few
5,culm_shape,,,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,,trigonous
6,culm_atypical_some_measurement,20cm,30cm,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,,
7,culm_atypical_some_measurement,70cm,80cm,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,,
8,culm_some_measurement,30cm,70cm,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,,
9,culm_fragility_or_size,,,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,,stout
10,culm_diameter,1.5mm,4mm,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,,
11,culm_diameter,0mm,1.5mm,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,,
12,sheath_duration,,,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,basal,persistent
13,sheath_coloration,brown,purplish brown,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,basal,
14,sheath_shape,,,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,basal,septate-nodulose
15,blade_shape,,,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,,filiform
16,blade_shape,,,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,,trigonous-channeled
17,blade_atypical_length,2cm,3cm,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,,
18,blade_length,3cm,10cm,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,,
19,blade_width,1mm,2mm,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,,
20,leaf_quantity,1,2,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,distal,
21,sheath_architecture,,,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,,bladeless
22,sheath_shape,,,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,,inflated
23,involucral-bract_presence,,,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,,absent
24,spikelet_architecture_or_arrangement_or_growth_form,,,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,,solitary
25,spikelet_orientation,,,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,,erect
26,spikelet_shape,,,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,,globose
27,spikelet_atypical_some_measurement,2cm,4cm,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,,
28,spikelet_some_measurement,1.5cm,2cm,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,,
29,scale_coloration,blackish,purplish brown,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,,
30,scale_architecture,,,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,,empty
31,scale_quantity,7,,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,,
32,scale_shape,,,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,,obovate
33,scale_shape,,,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,,trigonous-obovate
34,scale_some_measurement,4mm,20mm,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,,
35,margin_coloration,,,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,,white
36,margin_coloration,,,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,,paler
37,portion_coloration,,,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,,dark
38,apex_shape,,,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,,blunt
39,scale_shape,obovate,ovatelanceolate,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,distal,
40,margin_coloration,,,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,,hyaline
41,margin_some_measurement,,,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,,1
42,margin_width,,,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,,wide
43,margin_width,,,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,,wider
44,bristle_coloration,,,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,perianth,count
45,bristle_coloration,,,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,perianth,list
46,bristle_quantity,,,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,perianth,10
47,bristle_some_measurement,20mm,40mm,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,perianth,
48,bristle_architecture_or_pubescence_or_relief,,,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,perianth,smooth
49,anther_atypical_some_measurement,0.6mm,1.5mm,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,,
50,anther_some_measurement,1.5mm,3mm,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,,
51,achene_shape,,,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,,oblong-obovoid
52,achene_some_measurement,2mm,2.7mm,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,,
53,achene_length_or_size,,,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,,long
54,apex_architecture_or_shape,,,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,,apiculate
55,chromosome_quantity,,,eriophorum_chamissonis,../../data/external/FNAV23/V23_30.xml,2n,58
0,whole_organism_growth_form,,,carex_microptera,../../data/external/FNAV23/V23_608.xml,,cespitose
1,whole_organism_growth_form,,,carex_microptera,../../data/external/FNAV23/V23_608.xml,,plant
2,culm_some_measurement,20cm,110cm,carex_microptera,../../data/external/FNAV23/V23_608.xml,,
3,sheath_coloration,,,carex_microptera,../../data/external/FNAV23/V23_608.xml,,white-hyaline
4,summit_shape,,,carex_microptera,../../data/external/FNAV23/V23_608.xml,,u--shaped
5,summit_length,,,carex_microptera,../../data/external/FNAV23/V23_608.xml,,prolonged
6,summit_some_measurement,0mm,3mm,carex_microptera,../../data/external/FNAV23/V23_608.xml,,
7,ligule_atypical_some_measurement,1mm,2mm,carex_microptera,../../data/external/FNAV23/V23_608.xml,distal,
8,ligule_atypical_some_measurement,3mm,6mm,carex_microptera,../../data/external/FNAV23/V23_608.xml,distal,
9,ligule_some_measurement,2mm,3mm,carex_microptera,../../data/external/FNAV23/V23_608.xml,distal,
10,blade_atypical_quantity,2,3,carex_microptera,../../data/external/FNAV23/V23_608.xml,,
11,blade_quantity,3,7,carex_microptera,../../data/external/FNAV23/V23_608.xml,,
12,blade_length,10cm,50cm,carex_microptera,../../data/external/FNAV23/V23_608.xml,,
13,blade_width,2mm,5mm,carex_microptera,../../data/external/FNAV23/V23_608.xml,,
14,culm_reproduction,,,carex_microptera,../../data/external/FNAV23/V23_608.xml,,fertile
15,inflorescence_density,,,carex_microptera,../../data/external/FNAV23/V23_608.xml,,dense
16,inflorescence_coloration,light,dark-brown and green,carex_microptera,../../data/external/FNAV23/V23_608.xml,,
17,inflorescence_atypical_length,0.8cm,1.1cm,carex_microptera,../../data/external/FNAV23/V23_608.xml,,
18,inflorescence_length,1.1cm,2.6cm,carex_microptera,../../data/external/FNAV23/V23_608.xml,,
19,inflorescence_width,9.5mm,17.5mm,carex_microptera,../../data/external/FNAV23/V23_608.xml,,
20,internode_atypical_some_measurement,3mm,4mm,carex_microptera,../../data/external/FNAV23/V23_608.xml,proximal,
21,internode_some_measurement,0.5mm,3mm,carex_microptera,../../data/external/FNAV23/V23_608.xml,proximal,
22,internode_atypical_some_measurement,2mm,3mm,carex_microptera,../../data/external/FNAV23/V23_608.xml,,
23,internode_some_measurement,0.5mm,2mm,carex_microptera,../../data/external/FNAV23/V23_608.xml,,
24,bract_shape,,,carex_microptera,../../data/external/FNAV23/V23_608.xml,proximal,scale-like
25,bract_architecture_or_shape,,,carex_microptera,../../data/external/FNAV23/V23_608.xml,proximal,leaflike
26,bract_architecture,,,carex_microptera,../../data/external/FNAV23/V23_608.xml,proximal,bristlelike
27,bract_height_or_length_or_size,,,carex_microptera,../../data/external/FNAV23/V23_608.xml,proximal,shorter
28,spike_atypical_quantity,10,14,carex_microptera,../../data/external/FNAV23/V23_608.xml,,
29,spike_quantity,4,10,carex_microptera,../../data/external/FNAV23/V23_608.xml,,
30,spike_arrangement,,,carex_microptera,../../data/external/FNAV23/V23_608.xml,,aggregated
31,spike_prominence,,,carex_microptera,../../data/external/FNAV23/V23_608.xml,,indistinct
32,spike_shape,,,carex_microptera,../../data/external/FNAV23/V23_608.xml,,ovoid
33,spike_atypical_length,9mm,11mm,carex_microptera,../../data/external/FNAV23/V23_608.xml,,
