,property_name,species_name,coded_property_name,property_constraint,from,to,value,atypical
824,angle_some_measurement,carex_macrocephala,plant_height,,10cm,35cm,,
825,blade-leaf_width,eriophorum_tenellum,leaf_width,distal,1mm,1.5mm,,
826,blade-leaf_width,carex_filifolia_var_erostrata,leaf_width,,0.3mm,0.5mm,,
827,blade-leaf_width,carex_filifolia_var_filifolia,leaf_width,,0.3mm,0.7mm,,
828,blade-leaf_width,eriophorum_gracile,leaf_width,distal,1mm,1.5mm,,
829,blade_atypical_width,carex_laxa,leaf_width,,2.5mm,3.5mm,,atypical
830,blade_atypical_width,carex_canescens,leaf_width,,1.5mm,2mm,,atypical
831,blade_atypical_width,eriophorum_tenellum,leaf_width,,1.5mm,3mm,,atypical
832,blade_atypical_width,carex_interior,leaf_width,,2.4mm,2.7mm,,atypical
833,blade_atypical_width,carex_tribuloides,leaf_width,,2mm,3mm,,atypical
834,blade_atypical_width,carex_microdonta,leaf_width,cauline,5.9mm,8.3mm,,atypical
835,blade_atypical_width,carex_scoparia,leaf_width,,3mm,3.5mm,,atypical
836,blade_atypical_width,carex_meadii,leaf_width,,5mm,7mm,,atypical
837,blade_atypical_width,carex_davyi,leaf_width,,1.5mm,2mm,,atypical
838,blade_atypical_width,carex_amplectens,leaf_width,,5mm,6.5mm,,atypical
839,blade_atypical_width,carex_petasata,leaf_width,,4mm,5mm,,atypical
840,blade_atypical_width,carex_garberi,leaf_width,,2.5mm,3.5mm,,atypical
841,blade_atypical_width,carex_atlantica,leaf_width,,4mm,4.5mm,,atypical
842,blade_atypical_width,carex_hassei,leaf_width,,3mm,3.7mm,,atypical
843,blade_atypical_width,carex_woodii,leaf_width,largest,3mm,4mm,,atypical
844,blade_atypical_width,carex_specifica,leaf_width,,2.3mm,3mm,,atypical
845,blade_atypical_width,kobresia_simpliciuscula,leaf_width,,1.5mm,2mm,,atypical
846,blade_atypical_width,carex_normalis,leaf_width,,6mm,6.5mm,,atypical
847,blade_atypical_width,carex_tenera,leaf_width,,2.5mm,3mm,,atypical
848,blade_atypical_width,trichophorum_clintonii,leaf_width,,0.8mm,1mm,,atypical
849,blade_atypical_width,scirpus_pendulus,leaf_width,,8mm,12mm,,atypical
850,blade_atypical_width,carex_amplifolia,leaf_width,,20mm,23mm,,atypical
851,blade_atypical_width,carex_scabrata,leaf_width,,8mm,12mm,,atypical
852,blade_atypical_width,carex_cumulata,leaf_width,,6mm,8mm,,atypical
853,blade_atypical_width,carex_missouriensis,leaf_width,,3.2mm,4mm,,atypical
854,blade_atypical_width,carex_multicostata,leaf_width,,2mm,3mm,,atypical
855,blade_atypical_width,carex_straminiformis,leaf_width,,2.5mm,3mm,,atypical
856,blade_atypical_width,carex_egglestonii,leaf_width,,2.8mm,3mm,,atypical
857,blade_atypical_width,scirpus_ancistrochaetus,leaf_width,,13mm,16mm,,atypical
858,blade_atypical_width,carex_echinata,leaf_width,,3.3mm,3.8mm,,atypical
859,blade_atypical_width,carex_gracilior,leaf_width,,3.5mm,4mm,,atypical
860,blade_atypical_width,carex_abrupta,leaf_width,,3.7mm,4.9mm,,atypical
861,blade_atypical_width,carex_phaeocephala,leaf_width,,2.5mm,3mm,,atypical
862,blade_atypical_width,carex_subfusca,leaf_width,,3mm,3.7mm,,atypical
863,blade_atypical_width,carex_proposita,leaf_width,,0.5mm,1mm,,atypical
864,blade_atypical_width,carex_proposita,leaf_width,,2mm,2.5mm,,atypical
865,blade_atypical_width,scirpus_microcarpus,leaf_width,,15mm,20mm,,atypical
866,blade_atypical_width,carex_austrocaroliniana,leaf_width,,2mm,3mm,,atypical
867,blade_atypical_width,carex_austrocaroliniana,leaf_width,,6mm,7mm,,atypical
868,blade_atypical_width,carex_pachystachya,leaf_width,,4.2mm,6.5mm,,atypical
869,blade_atypical_width,carex_subbracteata,leaf_width,,3.7mm,4.6mm,,atypical
872,blade_size,carex_canescens,leaf_width,,subequal,shorter,,
873,blade_size,carex_nervina,leaf_width,,,,reduced,
874,blade_size,carex_neurophora,leaf_width,,,,reduced,
875,blade_size,carex_lapponica,leaf_width,,subequal,or shorter,,
876,blade_size,carex_arctiformis,leaf_width,,subequal,shorter,,
877,blade_width,scirpus_atrocinctus,leaf_width,,3mm,6mm,,
879,blade_width,carex_albursina,leaf_width,bract,2.9mm,3.2mm,,atypical
880,blade_width,carex_albursina,leaf_width,bract,3.2mm,8.3mm,,
881,blade_width,eriophorum_chamissonis,leaf_width,,1mm,2mm,,
882,blade_width,carex_microptera,leaf_width,,2mm,5mm,,
883,blade_width,carex_adusta,leaf_width,,2mm,3.5mm,,
884,blade_width,carex_shortiana,leaf_width,,4mm,9mm,,
885,blade_width,carex_laxa,leaf_width,,1mm,2.5mm,,
886,blade_width,carex_leptonervia,leaf_width,,,,narrower,
887,blade_width,carex_leptonervia,leaf_width,bract,0.5mm,3.4mm,,
888,blade_width,carex_microglochin_subsp_ microglochin,leaf_width,,0.5mm,0.8mm,,
889,blade_width,carex_sterilis,leaf_width,,1.2mm,2.6mm,,
890,blade_width,carex_illota,leaf_width,,1.5mm,2.5mm,,
891,blade_width,carex_mackenziei,leaf_width,,1mm,3mm,,
892,blade_width,carex_canescens,leaf_width,,2mm,4mm,,
893,blade_width,carex_exilis,leaf_width,,0.4mm,1.5mm,,
894,blade_width,carex_pendula,leaf_width,,8mm,18mm,,
895,blade_width,carex_crebriflora,leaf_width,,,,narrower,
896,blade_width,carex_crebriflora,leaf_width,bract,0.5mm,3.4mm,,
897,blade_width,carex_vaginata,leaf_width,,1.5mm,4mm,,
898,blade_width,carex_collinsii,leaf_width,,,,5,
899,blade_width,carex_foenea,leaf_width,,2mm,4mm,,
900,blade_width,carex_crawfordii,leaf_width,,2mm,4mm,,
901,blade_width,carex_kraliana,leaf_width,,2.6mm,11mm,,
903,blade_width,carex_kraliana,leaf_width,bract,,,wide,
904,blade_width,carex_kraliana,leaf_width,bract,2.9mm,3.2mm,,atypical
905,blade_width,carex_kraliana,leaf_width,bract,3.2mm,8.3mm,,
906,blade_width,scirpus_pedicellatus,leaf_width,,5mm,9mm,,
907,blade_width,carex_crawei,leaf_width,cauline,1.5mm,4.4mm,,
908,blade_width,blysmopsis_rufa,leaf_width,,1.5mm,4mm,,
909,blade_width,carex_gracilescens,leaf_width,spike,,,narrower,
910,blade_width,carex_gracilescens,leaf_width,spike,0.5mm,3.4mm,,
911,blade_width,carex_granularis,leaf_width,cauline,1.2mm,5.3mm,,
912,blade_width,carex_acidicola,leaf_width,widest,3.7mm,4.3mm,,atypical
913,blade_width,carex_acidicola,leaf_width,widest,4.3mm,5.5mm,,
914,blade_width,eriophorum_tenellum,leaf_width,,1mm,1.5mm,,
915,blade_width,carex_xerantica,leaf_width,,1mm,3mm,,
916,blade_width,carex_styloflexa,leaf_width,,,,narrower,
917,blade_width,carex_styloflexa,leaf_width,bract,0.5mm,3.4mm,,
918,blade_width,carex_bicolor,leaf_width,,1mm,2.5mm,,
919,blade_width,carex_lupuliformis,leaf_width,,6mm,13mm,,
920,blade_width,carex_lupuliformis,leaf_width,,4mm,11mm,,
921,blade_width,carex_spectabilis,leaf_width,,2mm,5mm,,
922,blade_width,carex_interior,leaf_width,,0.6mm,2.4mm,,
923,blade_width,carex_laeviculmis,leaf_width,,0.9mm,2.3mm,,
924,blade_width,carex_laeviculmis,leaf_width,widest,2mm,2.3mm,,atypical
925,blade_width,carex_laeviculmis,leaf_width,widest,1.3mm,2mm,,
926,blade_width,carex_marina,leaf_width,,1mm,2mm,,
927,blade_width,carex_heleonastes,leaf_width,,1mm,2mm,,
928,blade_width,carex_wiegandii,leaf_width,,1.7mm,5mm,,
929,blade_width,carex_podocarpa,leaf_width,,3mm,6mm,,
930,blade_width,carex_gigantea,leaf_width,,5mm,16mm,,
931,blade_width,carex_gigantea,leaf_width,,6mm,11mm,,
932,blade_width,carex_chapmanii,leaf_width,,,,narrower,
933,blade_width,carex_chapmanii,leaf_width,bract,0.5mm,3.4mm,,
934,blade_width,carex_tribuloides,leaf_width,,3mm,7mm,,
935,blade_width,carex_argyrantha,leaf_width,,2mm,5mm,,
936,blade_width,eriophorum_callitrix,leaf_width,,0.4mm,1.2mm,,
937,blade_width,carex_planispicata,leaf_width,widest,3mm,3.5mm,,atypical
938,blade_width,carex_planispicata,leaf_width,widest,3.5mm,6.5mm,,
939,blade_width,carex_microdonta,leaf_width,cauline,2.1mm,5.9mm,,
940,blade_width,carex_blanda,leaf_width,bract,,,narrower,
941,blade_width,carex_blanda,leaf_width,bract,0.5mm,3.4mm,,
942,blade_width,amphiscirpus_nevadensis,leaf_width,distal,0.5mm,2mm,,
943,blade_width,carex_impressinervia,leaf_width,widest,2.6mm,4mm,,
944,blade_width,eriophorum_virginicum,leaf_width,,1.5mm,4mm,,
945,blade_width,carex_purpurifera,leaf_width,bract,,,narrower,
946,blade_width,carex_purpurifera,leaf_width,spike,0.5mm,3.4mm,,
948,blade_width,carex_cumberlandensis,leaf_width,,1.6mm,6.1mm,,
949,blade_width,carex_constanceana,leaf_width,,2mm,3mm,,
950,blade_width,carex_scoparia,leaf_width,,1.4mm,3mm,,
951,blade_width,carex_hystericina,leaf_width,,2.5mm,8.5mm,,
952,blade_width,carex_extensa,leaf_width,widest,3.5mm,4.3mm,,atypical
953,blade_width,carex_extensa,leaf_width,widest,1mm,3.5mm,,
954,blade_width,carex_paysonis,leaf_width,,3mm,6mm,,
955,blade_width,carex_sychnocephala,leaf_width,,1.2mm,3mm,,
956,blade_width,carex_concinnoides,leaf_width,,,,thick,
957,blade_width,carex_concinnoides,leaf_width,,1.7mm,4.5mm,,
958,blade_width,carex_glareosa,leaf_width,,1mm,2mm,,
959,blade_width,carex_vernacula,leaf_width,,1.5mm,2mm,,atypical
960,blade_width,carex_vernacula,leaf_width,,3.5mm,4mm,,atypical
961,blade_width,carex_vernacula,leaf_width,,2mm,3.5mm,,
962,blade_width,carex_richardsonii,leaf_width,,,,thick,
963,blade_width,carex_richardsonii,leaf_width,,0.9mm,3.3mm,,
964,blade_width,carex_microchaeta,leaf_width,,5mm,6mm,,
965,blade_width,carex_polymorpha,leaf_width,largest,2.5mm,6mm,,
966,blade_width,carex_schweinitzii,leaf_width,,4mm,11mm,,
967,blade_width,carex_meadii,leaf_width,,2mm,5mm,,
968,blade_width,carex_davyi,leaf_width,,2mm,3mm,,
969,blade_width,carex_abscondita,leaf_width,,3mm,9mm,,
970,blade_width,carex_radfordii,leaf_width,spike,,,narrower,
971,blade_width,carex_radfordii,leaf_width,bract,0.5mm,3.4mm,,
972,blade_width,eriophorum_viridicarinatum,leaf_width,,2mm,6mm,,
973,blade_width,carex_ouachitana,leaf_width,widest,5.1mm,6.7mm,,atypical
974,blade_width,carex_ouachitana,leaf_width,widest,2.4mm,5.1mm,,
975,blade_width,carex_digitalis,leaf_width,,0.8mm,5mm,,
977,blade_width,carex_manhartii,leaf_width,bract,,,narrower,
978,blade_width,carex_manhartii,leaf_width,bract,0.5mm,3.4mm,,
979,blade_width,carex_amplectens,leaf_width,,3mm,5mm,,
980,blade_width,carex_petasata,leaf_width,,2mm,4mm,,
981,blade_width,carex_arapahoensis,leaf_width,,2.2mm,3.2mm,,
982,blade_width,carex_distans,leaf_width,widest,3mm,4.6mm,,
983,blade_width,carex_garberi,leaf_width,,1mm,2.5mm,,
984,blade_width,carex_ruthii,leaf_width,,1.6mm,5mm,,
985,blade_width,carex_tenuiflora,leaf_width,,0.5mm,2mm,,
986,blade_width,carex_ursina,leaf_width,,0.5mm,1.5mm,,
987,blade_width,carex_trisperma,leaf_width,,0.25mm,2mm,,
988,blade_width,carex_pedunculata,leaf_width,,1.4mm,4mm,,
989,blade_width,carex_pedunculata,leaf_width,,,,thick,
990,blade_width,carex_seorsa,leaf_width,,0.8mm,3.9mm,,
991,blade_width,carex_atlantica,leaf_width,,0.4mm,4mm,,
992,blade_width,carex_hassei,leaf_width,,2mm,3mm,,
993,blade_width,carex_diluta,leaf_width,widest,3mm,4.6mm,,
994,blade_width,carex_folliculata,leaf_width,,18mm,21mm,,atypical
995,blade_width,carex_folliculata,leaf_width,,6mm,18mm,,
996,blade_width,carex_hendersonii,leaf_width,,3mm,16mm,,
997,blade_width,carex_woodii,leaf_width,largest,1.8mm,3mm,,
998,blade_width,carex_leporinella,leaf_width,,1mm,2.5mm,,
999,blade_width,carex_specifica,leaf_width,,3mm,5mm,,
1000,blade_width,carex_fracta,leaf_width,,4mm,7mm,,
1001,blade_width,eriophorum_crinigerum,leaf_width,,1mm,6mm,,
1002,blade_width,scirpus_cyperinus,leaf_width,,3mm,10mm,,
1003,blade_width,carex_nervina,leaf_width,,,,5,
1004,blade_width,kobresia_simpliciuscula,leaf_width,,0.2mm,1.5mm,,
1005,blade_width,carex_obispoensis,leaf_width,,2mm,3.5mm,,
1006,blade_width,carex_mendocinensis,leaf_width,,2.5mm,5.5mm,,
1007,blade_width,carex_mendocinensis,leaf_width,,0mm,4mm,,
1008,blade_width,carex_mendocinensis,leaf_width,,1mm,4mm,,
1009,blade_width,carex_debilis,leaf_width,,2mm,7mm,,
1010,blade_width,carex_debilis,leaf_width,,1mm,3.5mm,,
1011,blade_width,carex_recta,leaf_width,,2.5mm,5mm,,
1012,blade_width,carex_normalis,leaf_width,,2.2mm,6mm,,
1013,blade_width,carex_hormathodes,leaf_width,,1mm,3mm,,
1014,blade_width,carex_scirpoidea_subsp_ pseudoscirpoidea,leaf_width,,,,3,
1015,blade_width,carex_elynoides,leaf_width,,0.2mm,0.6mm,,
1016,blade_width,carex_siccata,leaf_width,,1mm,3.2mm,,
1017,blade_width,carex_scirpoidea_subsp_ stenochlaena,leaf_width,,,,2.5,
1018,blade_width,carex_straminea,leaf_width,,1.5mm,3mm,,
1019,blade_width,carex_gynodynama,leaf_width,,3mm,12mm,,
1020,blade_width,carex_gynodynama,leaf_width,,1.2mm,2mm,,
1021,blade_width,carex_jonesii,leaf_width,,,,4,
1022,blade_width,carex_triangularis,leaf_width,,,,5,
1023,blade_width,kobresia_sibirica,leaf_width,,0.25mm,0.5mm,,
1024,blade_width,carex_sylvatica,leaf_width,,3mm,5.5mm,,atypical
1025,blade_width,carex_sylvatica,leaf_width,,8.5mm,15mm,,atypical
1026,blade_width,carex_sylvatica,leaf_width,,5.5mm,8.5mm,,
1027,blade_width,carex_sylvatica,leaf_width,,2mm,3mm,,
1028,blade_width,scirpus_divaricatus,leaf_width,,4mm,8mm,,
1029,blade_width,carex_tetrastachya,leaf_width,,2.5mm,5mm,,
1030,blade_width,carex_cristatella,leaf_width,,3mm,7.5mm,,
1031,blade_width,carex_whitneyi,leaf_width,,2mm,6mm,,
1032,blade_width,carex_tenera,leaf_width,,1.3mm,2.5mm,,
1033,blade_width,carex_lacustris,leaf_width,,5.5mm,8.5mm,,atypical
1034,blade_width,carex_lacustris,leaf_width,,8.5mm,21mm,,
1035,blade_width,carex_endlichii,leaf_width,,2.5mm,4mm,,
1036,blade_width,carex_caryophyllea,leaf_width,,1.5mm,3mm,,
1037,blade_width,carex_scirpoidea_subsp_ convoluta,leaf_width,,,,1.8,
1038,blade_width,carex_engelmannii,leaf_width,,0.3mm,0.6mm,,
1039,blade_width,carex_arenaria,leaf_width,,1.5mm,4mm,,
1040,blade_width,carex_subnigricans,leaf_width,,0.4mm,10mm,,
1041,blade_width,carex_scirpoidea_subsp_ scirpoidea,leaf_width,,,,2.5,
1042,blade_width,carex_muskingumensis,leaf_width,,3mm,5mm,,
1043,blade_width,carex_hyalina,leaf_width,,1mm,2.7mm,,
1044,blade_width,carex_hirtissima,leaf_width,,2.7mm,12mm,,
1045,blade_width,carex_hirtissima,leaf_width,,1mm,3mm,,
1046,blade_width,kobresia_myosuroides,leaf_width,,0.2mm,0.5mm,,
1047,blade_width,carex_fissa,leaf_width,,,,5,
1048,blade_width,carex_annectens,leaf_width,,,,5,
1049,blade_width,carex_barbarae,leaf_width,,4mm,9mm,,
1050,blade_width,carex_senta,leaf_width,,4mm,8mm,,
1051,blade_width,trichophorum_alpinum,leaf_width,,0.4mm,0.5mm,,
1052,blade_width,carex_castanea,leaf_width,,2.5mm,9mm,,
1053,blade_width,carex_petricosa,leaf_width,,1mm,3.5mm,,
1054,blade_width,scirpus_georgianus,leaf_width,,6mm,13mm,,
1055,blade_width,carex_vexans,leaf_width,,2mm,5mm,,
1056,blade_width,carex_silicea,leaf_width,,1mm,5mm,,
1057,blade_width,carex_swanii,leaf_width,,1.5mm,3mm,,
1058,blade_width,carex_vacillans,leaf_width,,2.8mm,4mm,,
1059,blade_width,carex_striata,leaf_width,,5mm,6mm,,atypical
1060,blade_width,carex_striata,leaf_width,,2.6mm,5mm,,
1061,blade_width,carex_divisa,leaf_width,,1.1mm,3mm,,
1062,blade_width,carex_filifolia,leaf_width,,0.3mm,0.7mm,,
1063,blade_width,carex_disticha,leaf_width,,1.8mm,5.2mm,,
1064,blade_width,carex_praegracilis,leaf_width,,3mm,3.5mm,,atypical
1065,blade_width,carex_praegracilis,leaf_width,,1mm,3mm,,
1066,blade_width,carex_timida,leaf_width,,1mm,4.3mm,,
1067,blade_width,carex_bigelowii,leaf_width,,1.5mm,4mm,,
1068,blade_width,carex_heterostachya,leaf_width,,1.5mm,3.2mm,,
1069,blade_width,carex_paleacea,leaf_width,,4mm,8mm,,
1070,blade_width,carex_albolutescens,leaf_width,,2mm,3.5mm,,
1071,blade_width,carex_alata,leaf_width,,2.5mm,6mm,,
1072,blade_width,scirpus_flaccidifolius,leaf_width,,9mm,14mm,,
1073,blade_width,carex_misera,leaf_width,,1mm,2mm,,
1074,blade_width,carex_misera,leaf_width,,0mm,1mm,,
1075,blade_width,trichophorum_clementis,leaf_width,,0.4mm,0.7mm,,
1076,blade_width,carex_schottii,leaf_width,,10mm,15mm,,
1077,blade_width,carex_obnupta,leaf_width,,3mm,7mm,,
1078,blade_width,carex_densa,leaf_width,,,,5,
1079,blade_width,carex_alma,leaf_width,,,,6,
1080,blade_width,carex_prasina,leaf_width,,2mm,5mm,,
1081,blade_width,carex_prasina,leaf_width,,2mm,3mm,,
1082,blade_width,trichophorum_clintonii,leaf_width,,0.5mm,0.8mm,,
1083,blade_width,carex_stricta,leaf_width,,4mm,6mm,,
1084,blade_width,carex_mitchelliana,leaf_width,,3mm,8mm,,
1085,blade_width,scirpus_pendulus,leaf_width,,4mm,8mm,,
1086,blade_width,carex_venusta,leaf_width,,2.8mm,7.2mm,,
1087,blade_width,carex_venusta,leaf_width,,1.5mm,3.5mm,,
1088,blade_width,carex_bebbii,leaf_width,,1.7mm,4.2mm,,
1089,blade_width,carex_suberecta,leaf_width,,1.5mm,2.5mm,,
1090,blade_width,carex_trichocarpa,leaf_width,,2.5mm,8.8mm,,
1091,blade_width,carex_amplifolia,leaf_width,,8mm,20mm,,
1092,blade_width,carex_amplifolia,leaf_width,,,,wide,
1093,blade_width,carex_acutiformis,leaf_width,,4.5mm,5.5mm,,atypical
1094,blade_width,carex_acutiformis,leaf_width,,12mm,20mm,,atypical
1095,blade_width,carex_acutiformis,leaf_width,,5.5mm,12mm,,
1096,blade_width,carex_simulata,leaf_width,,1mm,3.7mm,,
1097,blade_width,carex_muriculata,leaf_width,,7cm,40cm,,
1098,blade_width,carex_muriculata,leaf_width,,2.5mm,3.3mm,,atypical
1099,blade_width,carex_muriculata,leaf_width,,1mm,2.5mm,,
1100,blade_width,carex_oreocharis,leaf_width,,0.7mm,1mm,,atypical
1101,blade_width,carex_oreocharis,leaf_width,,1mm,2mm,,
1102,blade_width,carex_chordorrhiza,leaf_width,,0.4mm,3mm,,
1103,blade_width,carex_pansa,leaf_width,,1.7mm,3.8mm,,
1104,blade_width,carex_sartwellii,leaf_width,,2.5mm,4.6mm,,
1105,blade_width,carex_obtusata,leaf_width,,0.5mm,1.5mm,,
1106,blade_width,carex_hyalinolepis,leaf_width,,4mm,5.5mm,,atypical
1107,blade_width,carex_hyalinolepis,leaf_width,,5.5mm,13mm,,
1108,blade_width,carex_scabrata,leaf_width,,4mm,8mm,,
1109,blade_width,carex_scabrata,leaf_width,,,,18,
1110,blade_width,carex_atherodes,leaf_width,,3mm,10mm,,
1111,blade_width,carex_cumulata,leaf_width,,3mm,6mm,,
1112,blade_width,carex_tincta,leaf_width,,2mm,4mm,,
1113,blade_width,scirpus_lineatus,leaf_width,,6mm,13mm,,
1114,blade_width,carex_gynandra,leaf_width,,4mm,10.5mm,,
1115,blade_width,carex_nudata,leaf_width,,2mm,4mm,,
1116,blade_width,trichophorum_planifolium,leaf_width,,0.8mm,2mm,,
1117,blade_width,carex_vulpinoidea,leaf_width,,,,5,
1118,blade_width,carex_laevivaginata,leaf_width,,,,6,
1119,blade_width,carex_oxylepis,leaf_width,,3mm,7mm,,
1120,blade_width,carex_oxylepis,leaf_width,,1.5mm,3mm,,
1121,blade_width,carex_angustata,leaf_width,,4mm,7mm,,
1122,blade_width,carex_corrugata,leaf_width,widest,5.3mm,8mm,,atypical
1123,blade_width,carex_corrugata,leaf_width,widest,3.3mm,5.3mm,,
1124,blade_width,carex_fuliginosa,leaf_width,,1.5mm,3.5mm,,
1125,blade_width,scirpus_atrovirens,leaf_width,,7mm,17mm,,
1126,blade_width,carex_complanata,leaf_width,,1.5mm,4mm,,
1127,blade_width,carex_ramenskii,leaf_width,,2mm,4mm,,
1128,blade_width,carex_bicknellii,leaf_width,,2mm,5mm,,
1129,blade_width,carex_sheldonii,leaf_width,,2.5mm,6mm,,
1130,blade_width,carex_melanostachya,leaf_width,,3.5mm,4mm,,atypical
1131,blade_width,carex_melanostachya,leaf_width,,1.6mm,3.5mm,,
1132,blade_width,carex_nigra,leaf_width,,2mm,4.5mm,,
1133,blade_width,carex_scopulorum_var_bracteosa,leaf_width,,3mm,6mm,,
1134,blade_width,carex_jamesii,leaf_width,,0.8mm,4.8mm,,
1135,blade_width,carex_douglasii,leaf_width,,3mm,3.5mm,,atypical
1136,blade_width,carex_douglasii,leaf_width,,1mm,3mm,,
1137,blade_width,carex_duriuscula,leaf_width,,0.6mm,1.8mm,,
1138,blade_width,carex_cordillerana,leaf_width,,1.5mm,5.9mm,,
1140,blade_width,carex_cordillerana,leaf_width,,2mm,5.5mm,,
1141,blade_width,carex_superata,leaf_width,,1.2mm,4.6mm,,
1142,blade_width,carex_aperta,leaf_width,,3mm,6mm,,
1143,blade_width,carex_pumila,leaf_width,,1.5mm,3.3mm,,
1144,blade_width,carex_laeviconica,leaf_width,,3mm,6mm,,
1145,blade_width,carex_merritt-fernaldii,leaf_width,,1.5mm,3mm,,
1146,blade_width,carex_lyngbyei,leaf_width,,3mm,8mm,,
1147,blade_width,carex_atrofusca,leaf_width,,2mm,4mm,,
1148,blade_width,carex_caroliniana,leaf_width,,1.5mm,4mm,,
1149,blade_width,scirpus_hattorianus,leaf_width,,5mm,9mm,,
1150,blade_width,carex_grisea,leaf_width,widest,3.7mm,4.2mm,,atypical
1151,blade_width,carex_grisea,leaf_width,widest,8.2mm,9.1mm,,atypical
1152,blade_width,carex_grisea,leaf_width,widest,4.2mm,8.2mm,,
1153,blade_width,carex_nebrascensis,leaf_width,,3mm,12mm,,
1154,blade_width,carex_davisii,leaf_width,,3mm,8mm,,
1155,blade_width,carex_davisii,leaf_width,,2mm,6mm,,
1156,blade_width,carex_crus-corvi,leaf_width,,,,12,
1157,blade_width,carex_conjuncta,leaf_width,,,,8,
1158,blade_width,carex_chihuahuensis,leaf_width,,,,5,
1159,blade_width,carex_amphibola,leaf_width,widest,3.7mm,4.4mm,,atypical
1160,blade_width,carex_amphibola,leaf_width,widest,4.4mm,7mm,,
1161,blade_width,carex_formosa,leaf_width,,3mm,7mm,,
1162,blade_width,carex_formosa,leaf_width,,2.5mm,4.5mm,,
1163,blade_width,carex_ozarkana,leaf_width,,1.8mm,4mm,,
1164,blade_width,carex_hirsutella,leaf_width,,1.5mm,4mm,,
1165,blade_width,carex_molestiformis,leaf_width,,1.7mm,3.8mm,,
1166,blade_width,carex_salina,leaf_width,,2mm,3mm,,
1167,blade_width,carex_hirta,leaf_width,,2.5mm,8mm,,
1168,blade_width,carex_vestita,leaf_width,,2.2mm,5.5mm,,
1169,blade_width,carex_eleusinoides,leaf_width,,2.5mm,3mm,,
1170,blade_width,carex_saximontana,leaf_width,,1.9mm,4.9mm,,
1171,blade_width,carex_willdenowii,leaf_width,,1.3mm,3.2mm,,
1172,blade_width,carex_disperma,leaf_width,,0.75mm,1.5mm,,
1173,blade_width,carex_basiantha,leaf_width,,1.4mm,3.7mm,,
1174,blade_width,carex_backii,leaf_width,,1.3mm,5.4mm,,
1175,blade_width,carex_rufina,leaf_width,,1.5mm,2mm,,
1176,blade_width,carex_scopulorum,leaf_width,,3mm,6mm,,
1177,blade_width,carex_subspathacea,leaf_width,,1mm,2mm,,
1178,blade_width,carex_molesta,leaf_width,,1.5mm,4mm,,
1179,blade_width,carex_virescens,leaf_width,,2mm,4mm,,
1180,blade_width,carex_longii,leaf_width,,2mm,4.5mm,,
1181,blade_width,carex_gracillima,leaf_width,,3mm,9mm,,
1182,blade_width,carex_gracillima,leaf_width,,3mm,4mm,,
1183,blade_width,carex_godfreyi,leaf_width,widest,4mm,5.3mm,,atypical
1184,blade_width,carex_godfreyi,leaf_width,widest,2.4mm,4mm,,
1185,blade_width,carex_alopecoidea,leaf_width,,,,7,
1186,blade_width,carex_conoidea,leaf_width,widest,2.3mm,3mm,,atypical
1187,blade_width,carex_conoidea,leaf_width,widest,3.9mm,5.6mm,,atypical
1188,blade_width,carex_conoidea,leaf_width,widest,3mm,3.9mm,,
1189,blade_width,carex_assiniboinensis,leaf_width,,1mm,3mm,,
1190,blade_width,carex_assiniboinensis,leaf_width,,1.5mm,2.2mm,,
1191,blade_width,carex_missouriensis,leaf_width,,1.8mm,3.2mm,,
1192,blade_width,carex_multicostata,leaf_width,,3mm,5mm,,
1193,blade_width,carex_brevior,leaf_width,,1.5mm,3.5mm,,
1194,blade_width,carex_albida,leaf_width,,3mm,6mm,,
1195,blade_width,carex_bushii,leaf_width,,1.5mm,4mm,,
1196,blade_width,carex_oligosperma,leaf_width,,0.5mm,2.5mm,,
1197,blade_width,carex_houghtoniana,leaf_width,,2.8mm,8.5mm,,
1198,blade_width,carex_aquatilis_var_aquatilis,leaf_width,,2.5mm,8mm,,
1199,blade_width,carex_haydenii,leaf_width,,3mm,5mm,,
1200,blade_width,carex_geyeri,leaf_width,,1.1mm,3.5mm,,
1201,blade_width,carex_adelostoma,leaf_width,leaves,2mm,3mm,,
1202,blade_width,carex_emoryi,leaf_width,,3mm,6mm,,
1203,blade_width,carex_aquatilis_var_dives,leaf_width,,5mm,18mm,,
1204,blade_width,carex_sartwelliana,leaf_width,,4mm,9mm,,
1205,blade_width,carex_pallescens,leaf_width,,2mm,3mm,,
1206,blade_width,carex_fissuricola,leaf_width,,3mm,8mm,,
1207,blade_width,carex_festucacea,leaf_width,,1mm,3.5mm,,
1208,blade_width,carex_straminiformis,leaf_width,,3mm,4mm,,
1209,blade_width,carex_opaca,leaf_width,,1.5mm,4.6mm,,
1210,blade_width,carex_arctata,leaf_width,,10mm,13mm,,atypical
1211,blade_width,carex_arctata,leaf_width,,3mm,10mm,,
1212,blade_width,carex_arctata,leaf_width,,2mm,3mm,,
1213,blade_width,carex_pigra,leaf_width,widest,6.1mm,12.3mm,,
1214,blade_width,carex_stipata,leaf_width,,,,15,
1215,blade_width,carex_sprengelii,leaf_width,,2.5mm,4mm,,
1216,blade_width,carex_sprengelii,leaf_width,,1mm,1.5mm,,
1217,blade_width,carex_roanensis,leaf_width,,2.5mm,4.5mm,,
1218,blade_width,carex_roanensis,leaf_width,,2mm,3.5mm,,
1219,blade_width,carex_flaccosperma,leaf_width,widest,6.3mm,14.7mm,,
