,property_name,from,to,species_name,file_name,value
0,rhizome_internal_texture,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,woody
1,rhizome_internal_texture,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,rigid
2,culm_size,20cm,40cm,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,
3,culm_height,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,tall
4,culm_external_texture,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,glabrous
5,sheath_coloration,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,brown
6,sheath_dehiscence,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,disintegrating
7,blade_arrangement_or_shape,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,linear
8,blade_width,7mm,10mm,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,
9,apex_shape,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,acuminate
10,bract_architecture_or_feature_or_shape,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,sheathing
11,spike_count,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,3
12,spike_count,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,4
13,spike_arrangement,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,distant
14,spike_feature_or_reproduction,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,male
15,spike_shape,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,cylindric
16,spike_length,3cm,4.5cm,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,
17,spike_width,0.3cm,0.4cm,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,
18,spike_architecture,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,pedunculate
19,spike_feature_or_reproduction,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,androgynous
20,spike_feature_or_reproduction,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,male
21,spike_length,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,1/3
22,spike_shape,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,cylindric
23,spike_size,2.5cm,4.3cm,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,
24,spike_architecture,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,flowered
25,peduncle_architecture_or_external_texture_or_relief,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,smooth
26,glume_coloration,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,red-brown
27,glume_shape,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,ovate-lanceolate
28,margin_coloration,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,hyaline
29,margin_coloration,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,green
30,margin_architecture_or_feature,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,3-veined
31,margin_architecture,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,excurrent
32,utricle_coloration,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,green
33,utricle_length,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,longer
34,utricle_orientation,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,patent
35,utricle_arrangement_or_shape,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,elliptic
36,utricle_size,5mm,6mm,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,
37,utricle_feature,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,membranous
38,utricle_size,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,slender
39,utricle_external_texture,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,glabrous
40,utricle_count,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,many
41,utricle_architecture_or_feature,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,veined
42,base_shape,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,truncate
43,apex_size,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,contracted
44,beak_external_texture_or_relief,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,scabrous
45,beak_length,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,long
46,orifice_shape,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,2-toothed
47,nutlet_coloration,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,brown
48,nutlet_feature,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,enveloped
49,nutlet_shape,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,rhomboid
50,nutlet_shape,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,trigonous
51,nutlet_size,2.5mm,3mm,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,
52,nutlet_size,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,constricted
53,nutlet_shape,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,concave
54,base_course_or_orientation,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,curved
55,base_architecture,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,stipitate
56,apex_size,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,contracted
57,beak_course_or_orientation,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,curved
58,beak_size,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,1
59,base_width,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,thickened
60,stigma_count,,,Carex_yangshuoensis,../../data/external/FoCV23/1390.xml,3
0,rhizome_height_or_length,,,Carex_longerostrata,../../data/external/FoCV23/1384.xml,short
1,rhizome_orientation_or_shape,,,Carex_longerostrata,../../data/external/FoCV23/1384.xml,oblique
2,glume_shape,,,Carex_longerostrata,../../data/external/FoCV23/1384.xml,aristate
3,utricle_external_texture,,,Carex_longerostrata,../../data/external/FoCV23/1384.xml,hirsute
4,base_course_or_orientation,,,Carex_longerostrata,../../data/external/FoCV23/1384.xml,curved
0,rhizome_architecture,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,stoloniferous
1,rhizome_size,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,slender
2,culm_size,30cm,60cm,Carex_pilosa,../../data/external/FoCV23/1435.xml,
3,culm_height,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,tall
4,culm_shape,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,compressed trigonous
5,culm_external_texture,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,pilose
6,culm_external_texture,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,pilose
7,sheath_coloration,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,purple-red
8,leaf_height_or_length,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,shorter
9,blade_arrangement_or_shape,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,linear
10,blade_width,5mm,8mm,Carex_pilosa,../../data/external/FoCV23/1435.xml,
11,blade_external_texture,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,pilose
12,bract_architecture,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,leaflike
13,bract_external_texture,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,pilose
14,bract_height_or_length,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,shorter
15,bract_architecture_or_feature_or_shape,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,sheathing
16,bract_size,2cm,5cm,Carex_pilosa,../../data/external/FoCV23/1435.xml,
17,spike_count,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,3
18,spike_count,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,4
19,spike_arrangement,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,distant
20,spike_feature_or_reproduction,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,male
21,spike_shape,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,oblong
22,spike_shape,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,linear-clavate
23,spike_size,2cm,3cm,Carex_pilosa,../../data/external/FoCV23/1435.xml,
24,peduncle_length,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,long
25,spike_reproduction,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,female
26,spike_shape,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,cylindric
27,spike_size,2cm,4cm,Carex_pilosa,../../data/external/FoCV23/1435.xml,
28,spike_architecture,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,8-12-flowered
29,peduncle_architecture_or_external_texture_or_relief,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,smooth
30,lowest_size,0cm,12cm,Carex_pilosa,../../data/external/FoCV23/1435.xml,
31,glume_coloration,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,purple
32,glume_coloration,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,purple
33,glume_shape,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,ovate
34,glume_shape,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,elliptic
35,glume_coloration,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,green
36,glume_architecture_or_feature,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,3-veined
37,glume_architecture,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,excurrent
38,apex_shape,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,obtuse
39,utricle_coloration,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,green
40,utricle_coloration,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,yellow
41,utricle_length,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,longer
42,utricle_shape,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,ovate
43,utricle_shape,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,subelliptic
44,utricle_shape,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,swollen trigonous
45,utricle_size,4mm,5mm,Carex_pilosa,../../data/external/FoCV23/1435.xml,
46,utricle_feature,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,membranous
47,utricle_external_texture,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,glabrous
48,utricle_external_texture,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,pilose
49,utricle_count,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,many
50,utricle_architecture_or_feature,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,veined
51,base_size,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,contracted
52,stipe_height_or_length,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,short
53,apex_size,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,contracted
54,beak_length,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,long
55,beak_shape,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,conic
56,beak_course_or_orientation,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,curved
57,beak_shape,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,truncate
58,beak_shape,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,emarginate
59,orifice_coloration,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,purple-red
60,orifice_shape,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,2-toothed
61,nutlet_feature,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,enveloped
62,nutlet_shape,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,obovate
63,nutlet_shape,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,trigonous
64,nutlet_size,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,2.5
65,base_width,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,thickened
66,stigma_count,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,3
67,chromosome_count,,,Carex_pilosa,../../data/external/FoCV23/1435.xml,44
0,rhizome_height_or_length,,,Carex_radicina,../../data/external/FoCV23/1353.xml,short
1,stolon_size,,,Carex_radicina,../../data/external/FoCV23/1353.xml,slender
2,culm_size,30cm,50cm,Carex_radicina,../../data/external/FoCV23/1353.xml,
3,culm_height,,,Carex_radicina,../../data/external/FoCV23/1353.xml,tall
4,culm_shape,,,Carex_radicina,../../data/external/FoCV23/1353.xml,triquetrous
5,culm_external_texture_or_relief,,,Carex_radicina,../../data/external/FoCV23/1353.xml,scabrous
6,leaf_length,,,Carex_radicina,../../data/external/FoCV23/1353.xml,longer
7,blade_width,6mm,8mm,Carex_radicina,../../data/external/FoCV23/1353.xml,
8,blade_external_texture,,,Carex_radicina,../../data/external/FoCV23/1353.xml,stiff
9,blade_architecture_or_feature,,,Carex_radicina,../../data/external/FoCV23/1353.xml,2-veined
10,blade_architecture_or_feature,,,Carex_radicina,../../data/external/FoCV23/1353.xml,sheathed
11,bract_architecture,,,Carex_radicina,../../data/external/FoCV23/1353.xml,leaflike
12,bract_length,,,Carex_radicina,../../data/external/FoCV23/1353.xml,longer
13,bract_architecture_or_feature,,,Carex_radicina,../../data/external/FoCV23/1353.xml,sheathed
14,spike_count,,,Carex_radicina,../../data/external/FoCV23/1353.xml,3
15,spike_count,,,Carex_radicina,../../data/external/FoCV23/1353.xml,4
16,spike_feature,,,Carex_radicina,../../data/external/FoCV23/1353.xml,congregate
17,spike_feature,,,Carex_radicina,../../data/external/FoCV23/1353.xml,lowest
18,spike_arrangement,,,Carex_radicina,../../data/external/FoCV23/1353.xml,remote
19,spike_feature_or_reproduction,,,Carex_radicina,../../data/external/FoCV23/1353.xml,male
20,spike_arrangement_or_shape,,,Carex_radicina,../../data/external/FoCV23/1353.xml,linear
21,spike_size,2cm,3cm,Carex_radicina,../../data/external/FoCV23/1353.xml,
22,spike_architecture,,,Carex_radicina,../../data/external/FoCV23/1353.xml,pedunculate
23,flower_count,,,Carex_radicina,../../data/external/FoCV23/1353.xml,few
24,spike_reproduction,,,Carex_radicina,../../data/external/FoCV23/1353.xml,female
25,spike_shape,,,Carex_radicina,../../data/external/FoCV23/1353.xml,oblong
26,spike_shape,,,Carex_radicina,../../data/external/FoCV23/1353.xml,cylindric
27,spike_size,1.5cm,2.5cm,Carex_radicina,../../data/external/FoCV23/1353.xml,
28,spike_count,,,Carex_radicina,../../data/external/FoCV23/1353.xml,many
29,spike_architecture,,,Carex_radicina,../../data/external/FoCV23/1353.xml,flowered
30,spike_architecture_or_feature,,,Carex_radicina,../../data/external/FoCV23/1353.xml,sessile
31,glume_coloration,,,Carex_radicina,../../data/external/FoCV23/1353.xml,pale
32,glume_arrangement_or_shape,,,Carex_radicina,../../data/external/FoCV23/1353.xml,elliptic
33,glume_size,,,Carex_radicina,../../data/external/FoCV23/1353.xml,3.8
34,glume_feature,,,Carex_radicina,../../data/external/FoCV23/1353.xml,membranous
35,glume_architecture_or_feature,,,Carex_radicina,../../data/external/FoCV23/1353.xml,1-veined
36,apex_shape,,,Carex_radicina,../../data/external/FoCV23/1353.xml,acuminate
37,apex_shape,,,Carex_radicina,../../data/external/FoCV23/1353.xml,mucronate
38,glume_coloration,,,Carex_radicina,../../data/external/FoCV23/1353.xml,pale
39,glume_coloration,,,Carex_radicina,../../data/external/FoCV23/1353.xml,green
40,glume_shape,,,Carex_radicina,../../data/external/FoCV23/1353.xml,oblong
41,glume_shape,,,Carex_radicina,../../data/external/FoCV23/1353.xml,ovate-oblong
42,glume_size,,,Carex_radicina,../../data/external/FoCV23/1353.xml,3
43,glume_feature,,,Carex_radicina,../../data/external/FoCV23/1353.xml,membranous
44,glume_architecture_or_feature,,,Carex_radicina,../../data/external/FoCV23/1353.xml,1-veined
45,apex_shape,,,Carex_radicina,../../data/external/FoCV23/1353.xml,acuminate
46,apex_shape,,,Carex_radicina,../../data/external/FoCV23/1353.xml,muticous
47,apex_shape,,,Carex_radicina,../../data/external/FoCV23/1353.xml,mucronate
48,utricle_coloration,,,Carex_radicina,../../data/external/FoCV23/1353.xml,stramineous
49,utricle_orientation,,,Carex_radicina,../../data/external/FoCV23/1353.xml,patent
50,utricle_shape,,,Carex_radicina,../../data/external/FoCV23/1353.xml,obovate
51,utricle_shape,,,Carex_radicina,../../data/external/FoCV23/1353.xml,trigonous
52,utricle_size,,,Carex_radicina,../../data/external/FoCV23/1353.xml,3
53,utricle_external_texture,,,Carex_radicina,../../data/external/FoCV23/1353.xml,glabrous
54,utricle_reflectance,,,Carex_radicina,../../data/external/FoCV23/1353.xml,shiny
55,utricle_count,,,Carex_radicina,../../data/external/FoCV23/1353.xml,few
56,utricle_architecture_or_feature,,,Carex_radicina,../../data/external/FoCV23/1353.xml,veined
57,base_shape,,,Carex_radicina,../../data/external/FoCV23/1353.xml,rounded
58,apex_size,,,Carex_radicina,../../data/external/FoCV23/1353.xml,contracted
59,beak_height_or_length,,,Carex_radicina,../../data/external/FoCV23/1353.xml,short
60,orifice_shape,,,Carex_radicina,../../data/external/FoCV23/1353.xml,2-toothed
61,nutlet_feature,,,Carex_radicina,../../data/external/FoCV23/1353.xml,enveloped
62,nutlet_shape,,,Carex_radicina,../../data/external/FoCV23/1353.xml,trigonous
63,nutlet_size,,,Carex_radicina,../../data/external/FoCV23/1353.xml,1.5
64,base_width,,,Carex_radicina,../../data/external/FoCV23/1353.xml,thickened
65,stigma_count,,,Carex_radicina,../../data/external/FoCV23/1353.xml,3
66,stigma_size,,,Carex_radicina,../../data/external/FoCV23/1353.xml,slender
67,stigma_duration,,,Carex_radicina,../../data/external/FoCV23/1353.xml,persistent
0,rhizome_character,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,length
1,rhizome_external_texture,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,ligneous
2,rhizome_architecture,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,stoloniferous
3,culm_size,20cm,60cm,Carex_agglomerata,../../data/external/FoCV23/1347.xml,
4,culm_height,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,tall
5,culm_size,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,slender
6,culm_shape,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,triquetrous
7,culm_external_texture_or_relief,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,scabrous
8,culm_coloration,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,purple-brown
9,culm_architecture_or_feature,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,sheathed
10,sheath_dehiscence,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,disintegrating
11,fiber_architecture_or_pattern_or_relief,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,reticulate
12,leaf_height_or_length,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,shorter
13,blade_width,2mm,6mm,Carex_agglomerata,../../data/external/FoCV23/1347.xml,
14,blade_external_texture_or_relief,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,scabrous
15,blade_shape_or_vernation,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,revolute
16,blade_coloration,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,brown
17,blade_architecture_or_feature,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,sheathed
18,bract_feature,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,lowest
19,bract_architecture,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,leaflike
20,bract_length,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,longer
21,bract_shape,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,awn-shaped
22,bract_height_or_length,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,shorter
23,bract_architecture_or_feature,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,sheathed
24,spike_count,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,3
25,spike_count,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,4
26,spike_feature,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,congregate
27,spike_feature,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,gynaecandrous
28,spike_shape,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,clavate-oblong
29,spike_size,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,1.5
30,spike_feature_or_reproduction,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,male
31,spike_shape,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,oblong
32,spike_architecture,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,subsessile
33,spike_count,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,2
34,spike_count,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,3
35,spike_reproduction,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,female
36,spike_shape,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,oblong
37,spike_size,1cm,1.5cm,Carex_agglomerata,../../data/external/FoCV23/1347.xml,
38,spike_count,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,many
39,spike_architecture,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,flowered
40,spike_architecture,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,subsessile
41,glume_coloration,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,yellow
42,glume_shape,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,lanceolate-ovate
43,glume_size,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,4
44,glume_feature,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,membranous
45,glume_architecture_or_feature,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,1-veined
46,apex_shape,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,acuminate
47,apex_shape,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,aristate
48,glume_coloration,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,yellow
49,glume_shape,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,ovate
50,glume_size,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,3
51,glume_feature,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,membranous
52,glume_architecture_or_feature,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,1-veined
53,glume_relief,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,scabrid
54,apex_shape,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,acuminate
55,apex_shape,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,aristate
56,utricle_coloration,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,green
57,utricle_orientation,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,patent
58,utricle_orientation,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,patent
59,utricle_shape,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,ovate
60,utricle_shape,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,ovate
61,utricle_shape,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,inflated trigonous
62,utricle_size,3.5mm,4mm,Carex_agglomerata,../../data/external/FoCV23/1347.xml,
63,utricle_feature,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,membranous
64,utricle_external_texture,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,glabrous
65,utricle_architecture_or_feature,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,2-veined
66,utricle_prominence,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,obscure
67,glume_life_stage,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,maturity
68,glume_length,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,longer
69,base_shape,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,rounded
70,apex_shape,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,attenuate
71,beak_length,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,long
72,orifice_shape,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,2-toothed
73,nutlet_coloration,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,yellowish
74,nutlet_feature,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,enveloped
75,nutlet_shape,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,obovate
76,nutlet_shape,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,trigonous
77,nutlet_size,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,2
78,base_width,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,thickened
79,stigma_count,,,Carex_agglomerata,../../data/external/FoCV23/1347.xml,3
0,rhizome_height_or_length,,,Carex_saxicola,../../data/external/FoCV23/1421.xml,short
1,rhizome_internal_texture,,,Carex_saxicola,../../data/external/FoCV23/1421.xml,woody
2,culm_size,0cm,65cm,Carex_saxicola,../../data/external/FoCV23/1421.xml,
3,culm_height,,,Carex_saxicola,../../data/external/FoCV23/1421.xml,tall
4,culm_internal_texture,,,Carex_saxicola,../../data/external/FoCV23/1421.xml,rigid
5,culm_shape,,,Carex_saxicola,../../data/external/FoCV23/1421.xml,trigonous
6,culm_external_texture_or_relief,,,Carex_saxicola,../../data/external/FoCV23/1421.xml,scabrous
7,blade_arrangement_or_shape,,,Carex_saxicola,../../data/external/FoCV23/1421.xml,linear
8,blade_width,8mm,10mm,Carex_saxicola,../../data/external/FoCV23/1421.xml,
9,margin_external_texture_or_relief,,,Carex_saxicola,../../data/external/FoCV23/1421.xml,scabrous
10,apex_shape,,,Carex_saxicola,../../data/external/FoCV23/1421.xml,acuminate
11,bract_architecture_or_feature_or_shape,,,Carex_saxicola,../../data/external/FoCV23/1421.xml,sheathing
12,spike_count,,,Carex_saxicola,../../data/external/FoCV23/1421.xml,4
13,spike_feature,,,Carex_saxicola,../../data/external/FoCV23/1421.xml,approximate
14,spike_feature_or_reproduction,,,Carex_saxicola,../../data/external/FoCV23/1421.xml,male
15,spike_shape,,,Carex_saxicola,../../data/external/FoCV23/1421.xml,linear-cylindric
16,spike_size,5.5cm,7cm,Carex_saxicola,../../data/external/FoCV23/1421.xml,
17,peduncle_length,,,Carex_saxicola,../../data/external/FoCV23/1421.xml,long
18,spike_count,,,Carex_saxicola,../../data/external/FoCV23/1421.xml,3
19,spike_reproduction,,,Carex_saxicola,../../data/external/FoCV23/1421.xml,female
20,spike_feature_or_reproduction,,,Carex_saxicola,../../data/external/FoCV23/1421.xml,androgynous
21,spike_shape,,,Carex_saxicola,../../data/external/FoCV23/1421.xml,cylindric
22,spike_length,6cm,7.5cm,Carex_saxicola,../../data/external/FoCV23/1421.xml,
23,spike_width,,,Carex_saxicola,../../data/external/FoCV23/1421.xml,1
24,spike_architecture,,,Carex_saxicola,../../data/external/FoCV23/1421.xml,flowered
25,peduncle_position,,,Carex_saxicola,../../data/external/FoCV23/1421.xml,exserted
26,glume_coloration,,,Carex_saxicola,../../data/external/FoCV23/1421.xml,yellow
27,glume_shape,,,Carex_saxicola,../../data/external/FoCV23/1421.xml,elliptic-lanceolate
28,glume_shape,,,Carex_saxicola,../../data/external/FoCV23/1421.xml,lanceolate
29,glume_size,5.5mm,6mm,Carex_saxicola,../../data/external/FoCV23/1421.xml,
30,glume_feature,,,Carex_saxicola,../../data/external/FoCV23/1421.xml,membranous
31,glume_external_texture,,,Carex_saxicola,../../data/external/FoCV23/1421.xml,hispid
32,glume_coloration,,,Carex_saxicola,../../data/external/FoCV23/1421.xml,green
33,glume_architecture_or_feature,,,Carex_saxicola,../../data/external/FoCV23/1421.xml,3-veined
34,glume_architecture,,,Carex_saxicola,../../data/external/FoCV23/1421.xml,excurrent
35,awn_height_or_length,,,Carex_saxicola,../../data/external/FoCV23/1421.xml,short
36,awn_size,,,Carex_saxicola,../../data/external/FoCV23/1421.xml,2
37,utricle_height_or_length,,,Carex_saxicola,../../data/external/FoCV23/1421.xml,shorter
