,species_name,coded_property_name,collapsed_data_minimum,collapsed_data_maximum,collapsed_data_value
1312,Carex_pseudoligulata,leaf_width,5mm,9mm,
1313,Carex_pseudoligulata,plant_height,35cm,65cm,tall
1314,Carex_pseudolongerostrata,leaf_width,1.5mm,3.5mm,
1315,Carex_pseudolongerostrata,plant_height,15cm,30cm,tall;slender
1316,Carex_pseudophyllocephala,inflorescence_size,1cm;0.7cm,1.5cm;1.5cm,
1317,Carex_pseudophyllocephala,leaf_width,2mm,5mm,
1318,Carex_pseudophyllocephala,plant_height,12cm,15cm,tall;slender
1319,Carex_pseudosupina,inflorescence_size,7mm;5mm,8mm;6mm,
1320,Carex_pseudosupina,leaf_width,0.5mm,1mm,thin
1321,Carex_pseudosupina,plant_height,5cm,8cm,tall;shorter
1322,Carex_pseudotristachya,inflorescence_length,10mm;10mm,25mm;25mm,
1323,Carex_pseudotristachya,leaf_width,3mm,5mm,
1324,Carex_pseudotristachya,plant_height,15cm,20cm,tall;slender
1325,Carex_psychrophila,inflorescence_length,10mm,20mm,
1326,Carex_psychrophila,leaf_width,2mm,3mm,
1327,Carex_psychrophila,plant_height,30cm,60cm,tall;slender
1328,Carex_pterocaulos,inflorescence_size,2.5cm;8mm,3cm;10mm,
1329,Carex_pterocaulos,leaf_width,10mm,11mm,
1330,Carex_pterocaulos,plant_height,40cm;1.2mm,45cm;1.5mm,tall
1331,Carex_pumila,inflorescence_length,1.5cm,2.5cm,
1332,Carex_pumila,leaf_width,3mm,4mm,
1333,Carex_pumila,plant_height,10cm,30cm,tall
1334,Carex_purpureosquamata,inflorescence_size,3cm;1.2cm,5.5cm;6cm,
1335,Carex_purpureosquamata,leaf_width,4mm,7mm,
1336,Carex_purpureosquamata,plant_height,60cm,65cm,tall
1337,Carex_purpureotincta,inflorescence_size,7cm;6cm,10cm;10cm,
1338,Carex_purpureotincta,leaf_width,7mm,12mm,
1339,Carex_purpureotincta,plant_height,60cm,90cm,tall
1340,Carex_purpureovagina,inflorescence_length,48mm;2.8cm,50mm;3.2cm,
1341,Carex_purpureovagina,inflorescence_width,1.5mm;0.3cm,2.5mm;0.4cm,
1342,Carex_purpureovagina,nutlet_size,2mm,2.2mm,
1343,Carex_purpureovagina,plant_height,25cm,28cm,tall
1344,Carex_putuoensis,leaf_width,2mm,4mm,
1345,Carex_pycnostachya,inflorescence_size,12mm;6mm,15mm;12mm,
1346,Carex_pycnostachya,leaf_width,4mm,6mm,
1347,Carex_pycnostachya,plant_height,10cm,50cm,tall
1348,Carex_qingdaoensis,inflorescence_length,4cm,5cm,40
1349,Carex_qingdaoensis,leaf_width,3mm,5mm,
1350,Carex_qingdaoensis,nutlet_size,2mm,2.5mm,
1351,Carex_qingdaoensis,plant_height,30cm,40cm,tall;slender
1352,Carex_qinghaiensis,leaf_width,2mm,4mm,
1353,Carex_qinghaiensis,plant_height,30cm,40cm,tall
1354,Carex_qingliangensis,inflorescence_size,25mm;25mm,45mm;40mm,
1355,Carex_qingliangensis,leaf_width,4mm,7mm,
1356,Carex_qingliangensis,nutlet_size,2.5mm,3mm,
1357,Carex_qingliangensis,plant_height,40cm,55cm,tall;slender
1358,Carex_qingyangensis,inflorescence_size,4cm;2cm,5cm;3cm,3
1359,Carex_qingyangensis,leaf_width,3mm,4mm,
1360,Carex_qingyangensis,plant_height,25cm,40cm,tall
1361,Carex_qiyunensis,inflorescence_length,22mm;13mm,65mm;30mm,
1362,Carex_qiyunensis,inflorescence_width,2mm;4mm,3mm;6mm,
1363,Carex_qiyunensis,leaf_width,2mm,3mm,
1364,Carex_qiyunensis,plant_height,30cm,40cm,tall;slender
1365,Carex_quadriflora,inflorescence_size,4.5mm;1mm;1cm;2mm,10mm;2mm;1.5cm;2.5mm,
1366,Carex_quadriflora,leaf_width,2mm,4mm,
1367,Carex_quadriflora,plant_height,15cm,30cm,tall
1368,Carex_raddei,inflorescence_size,2cm;3cm,4cm;5cm,
1369,Carex_raddei,leaf_width,3mm,4mm,
1370,Carex_raddei,plant_height,35cm,100cm,tall
1371,Carex_radiciflora,inflorescence_size,1.8cm;1.8cm,2cm;3cm,
1372,Carex_radiciflora,leaf_width,1.4cm;35cm,2cm;70cm,
1373,Carex_radicina,inflorescence_size,2cm;1.5cm,3cm;2.5cm,
1374,Carex_radicina,leaf_width,6mm,8mm,
1375,Carex_radicina,plant_height,30cm,50cm,tall
1376,Carex_rafflesiana,inflorescence_size,3mm,6mm,
1377,Carex_rafflesiana,leaf_width,10mm,13mm,
1378,Carex_rafflesiana,plant_height,80cm,200cm,
1379,Carex_rara,inflorescence_length,4mm;4mm,12mm;10mm,
1380,Carex_rara,leaf_width,0.5mm,1mm,
1381,Carex_rara,nutlet_size,1mm,2mm,
1382,Carex_rara,plant_height,20cm,30cm,tall
1383,Carex_recurvisaccus,inflorescence_size,8cm,11cm,
1384,Carex_recurvisaccus,leaf_width,0.7cm,1.5cm,
1385,Carex_recurvisaccus,plant_height,55cm,75cm,tall
1386,Carex_regeliana,inflorescence_size,1cm,2cm,
1387,Carex_regeliana,leaf_width,3mm,5mm,
1388,Carex_regeliana,plant_height,40cm,70cm,tall;slender
1389,Carex_remotiuscula,inflorescence_length,4mm,6mm,
1390,Carex_remotiuscula,inflorescence_width,4mm,5mm,
1391,Carex_remotiuscula,leaf_width,1mm,2mm,
1392,Carex_remotiuscula,plant_height,30cm,50cm,tall;slender
1393,Carex_reptabunda,inflorescence_length,8mm,12mm,
1394,Carex_reptabunda,inflorescence_width,4mm,10mm,
1395,Carex_reptabunda,leaf_width,1mm,1.5mm,
1396,Carex_reptabunda,nutlet_size,1.5mm,2mm,
1397,Carex_reptabunda,plant_height,10cm,60cm,tall;slender
1398,Carex_retrofracta,inflorescence_size,3cm;4cm,6cm;10cm,
1399,Carex_retrofracta,leaf_width,1cm,1.8cm,
1400,Carex_retrofracta,plant_height,60cm,100cm,tall
1401,Carex_rhizopoda,inflorescence_length,40mm;1cm,70mm;2cm,short
1402,Carex_rhizopoda,inflorescence_width,2mm,3mm,
1403,Carex_rhizopoda,leaf_width,2mm,4mm,
1404,Carex_rhizopoda,plant_height,30cm,60cm,tall
1405,Carex_rhynchachaenium,inflorescence_size,1cm;1cm,2cm;2cm,
1406,Carex_rhynchachaenium,leaf_width,15cm;2mm,28cm;3mm,
1407,Carex_rhynchachaenium,plant_height,5cm,10cm,tall
1408,Carex_rhynchophora,inflorescence_size,2.5cm,4cm,2.2
1409,Carex_rhynchophora,leaf_width,2mm,5mm,
1410,Carex_rhynchophora,nutlet_size,3.5mm,4mm,
1411,Carex_rhynchophora,plant_height,30cm,60cm,tall;slender
1412,Carex_rhynchophysa,inflorescence_length,3cm,7.5cm,
1413,Carex_rhynchophysa,inflorescence_size,1.5cm,4.5cm,
1414,Carex_rhynchophysa,inflorescence_width,1cm,1.5cm,
1415,Carex_rhynchophysa,leaf_width,8mm,15mm,
1416,Carex_rhynchophysa,plant_height,60cm,100cm,tall
1417,Carex_ridongensis,inflorescence_length,3.5cm,4cm,
1418,Carex_ridongensis,inflorescence_width,0.3cm,0.4cm,
1419,Carex_ridongensis,leaf_width,2mm,3mm,
1420,Carex_ridongensis,plant_height,70cm,80cm,tall;slender
1421,Carex_riparia,inflorescence_length,3cm,6cm,
1422,Carex_riparia,inflorescence_size,2cm,6cm,
1423,Carex_riparia,leaf_width,10mm,15mm,
1424,Carex_riparia,plant_height,60cm,150cm,tall
1425,Carex_rochebrunii,inflorescence_length,5mm,15mm,
1426,Carex_rochebrunii,inflorescence_width,3mm,4mm,
1427,Carex_rochebrunii,leaf_width,2mm,3mm,
1428,Carex_rochebrunii,nutlet_size,1.5mm,2mm,
1429,Carex_rochebrunii,plant_height,25cm,50cm,tall;slender
1430,Carex_rostrata,inflorescence_length,3cm,6cm,
1431,Carex_rostrata,inflorescence_size,1cm,3.5cm,
1432,Carex_rostrata,inflorescence_width,0.7cm,0.8cm,
1433,Carex_rostrata,leaf_width,2mm,5mm,
1434,Carex_rostrata,plant_height,40cm,100cm,tall
1435,Carex_rubrobrunnea,inflorescence_length,40mm;35mm,55mm;70mm,
1436,Carex_rubrobrunnea,inflorescence_width,2mm;3mm,4mm;4mm,
1437,Carex_rubrobrunnea,leaf_width,3mm,4mm,
1438,Carex_rubrobrunnea,plant_height,20cm,60cm,tall
1439,Carex_rugata,inflorescence_length,10mm;15mm,20mm;28mm,
1440,Carex_rugata,inflorescence_width,1.5mm;2mm,2mm;2.5mm,
1441,Carex_rugata,leaf_width,4mm;2mm,5mm;4mm,
1442,Carex_rugata,plant_height,20cm,50cm,tall;slender
1443,Carex_rugulosa,inflorescence_length,2cm,4cm,
1444,Carex_rugulosa,inflorescence_size,1cm,3.5cm,
1445,Carex_rugulosa,leaf_width,3mm,5mm,
1446,Carex_rugulosa,plant_height,50cm,80cm,tall
1447,Carex_sabulosa,inflorescence_length,2cm;1.5cm,2.5cm;2cm,
1448,Carex_sabulosa,inflorescence_width,0.8cm;0.8cm,1cm;1cm,
1449,Carex_sabulosa,leaf_width,2mm,3.5mm,
1450,Carex_sabulosa,plant_height,15cm,40cm,tall
1451,Carex_sadoensis,inflorescence_length,20mm;20mm,40mm;70mm,
1452,Carex_sadoensis,inflorescence_width,3mm;3mm,4mm;5mm,
1453,Carex_sadoensis,leaf_width,2mm,4mm,
1454,Carex_sadoensis,nutlet_size,1.5mm,1.8mm,
1455,Carex_sadoensis,plant_height,30cm,60cm,tall
1456,Carex_sagaensis,inflorescence_length,6mm,8mm,
1457,Carex_sagaensis,inflorescence_size,5mm,6mm,
1458,Carex_satakeana,inflorescence_length,20mm;15mm,25mm;25mm,
1459,Carex_satakeana,inflorescence_width,4mm,5mm,3.5
1460,Carex_satakeana,leaf_width,2mm,3mm,
1461,Carex_satakeana,plant_height,5cm,30cm,tall;slender
1462,Carex_satsumensis,inflorescence_length,3cm,8cm,
1463,Carex_satsumensis,inflorescence_size,2mm,3mm,
1464,Carex_satsumensis,inflorescence_width,1cm,1.7cm,
1465,Carex_satsumensis,leaf_width,1.5mm,7mm,
1466,Carex_satsumensis,plant_height,7cm,20cm,
1467,Carex_saxicola,inflorescence_length,6cm,7.5cm,
1468,Carex_saxicola,inflorescence_size,5.5cm,7cm,
1469,Carex_saxicola,leaf_width,8mm,10mm,
1470,Carex_saxicola,plant_height,0cm,65cm,tall
1471,Carex_scabrifolia,inflorescence_length,1.5cm,2cm,
1472,Carex_scabrifolia,leaf_width,2mm,3mm,
1473,Carex_scabrifolia,nutlet_size,4mm,5.5mm,
1474,Carex_scabrifolia,plant_height,30cm,60cm,tall;longer
1475,Carex_scabrirostris,leaf_width,1mm,3mm,
1476,Carex_scabrirostris,nutlet_size,2mm,2.5mm,
1477,Carex_scabrirostris,plant_height,25cm,70cm,tall;slender
1478,Carex_scabrisacca,inflorescence_length,2cm,3cm,
1479,Carex_scabrisacca,inflorescence_size,2cm,3cm,
1480,Carex_scabrisacca,inflorescence_width,5mm,6mm,
1481,Carex_scabrisacca,plant_height,30cm,40cm,tall
1482,Carex_scaposa,inflorescence_size,10mm;5mm,13mm;14mm,
1483,Carex_scaposa,leaf_width,2cm,5cm,
1484,Carex_scaposa,plant_height,20cm,80cm,
1485,Carex_schmidtii,inflorescence_length,12mm,30mm,
1486,Carex_schmidtii,inflorescence_size,1cm,3cm,
1487,Carex_schmidtii,inflorescence_width,4mm,6mm,
1488,Carex_schmidtii,leaf_width,2mm,3mm,
1489,Carex_schmidtii,plant_height,30cm,80cm,tall;slender
1490,Carex_schneideri,inflorescence_size,1.5cm;2cm,2cm;2.5cm,
1491,Carex_schneideri,leaf_width,2mm,4mm,
1492,Carex_schneideri,plant_height,60cm,90cm,tall
1493,Carex_sclerocarpa,inflorescence_size,2.5cm,7cm,4
1494,Carex_sclerocarpa,leaf_width,3mm,6mm,
1495,Carex_sclerocarpa,plant_height,30cm,60cm,tall
1496,Carex_scolopendriformis,inflorescence_size,1.2cm;5mm,1.3cm;6mm,1
1497,Carex_scolopendriformis,plant_height,15cm;0.5mm,30cm;0.8mm,tall;slender
1498,Carex_sedakowii,inflorescence_size,0.7cm;5mm,1cm;8mm,
1499,Carex_sedakowii,plant_height,8cm,40cm,tall;slender
1500,Carex_sendaica,inflorescence_size,0cm;8mm,5.5cm;15mm,
1501,Carex_sendaica,leaf_width,2mm,3mm,
1502,Carex_sendaica,plant_height,10cm;10cm,35cm;35cm,tall;tall;tall;slender;35
1503,Carex_serreana,inflorescence_size,5mm,10mm,
1504,Carex_serreana,leaf_width,2mm,3mm,
1505,Carex_serreana,plant_height,25cm,60cm,tall;slender
1506,Carex_setigera,inflorescence_size,5mm;0.8cm;0.5cm;2cm;6mm;8mm,25mm;3cm;2.5cm;3cm;8mm;10mm,
1507,Carex_setigera,leaf_width,1mm,3mm,
1508,Carex_setigera,plant_height,8cm;25cm;8cm,35cm;35cm;15cm,tall;tall;tall;slender
1509,Carex_setosa,inflorescence_length,3cm,4cm,
1510,Carex_setosa,leaf_width,2mm,4mm,
1511,Carex_setosa,nutlet_size,2.5mm,3mm,
1512,Carex_setosa,plant_height,15cm,45cm,tall;slender
1513,Carex_shaanxiensis,inflorescence_size,1.4cm;1.7cm,1.6cm;3cm,2;2
1514,Carex_shaanxiensis,leaf_width,1mm,2mm,
1515,Carex_shaanxiensis,plant_height,30cm,35cm,tall;slender;1.5
1516,Carex_shandanica,inflorescence_size,1.5cm;1cm,1.8cm;2cm,
1517,Carex_shandanica,leaf_width,2mm,3mm,
1518,Carex_shandanica,plant_height,25cm,40cm,tall
1519,Carex_shangchengensis,leaf_width,4mm,7mm,
1520,Carex_shangchengensis,plant_height,20cm,45cm,tall
1521,Carex_shanghangensis,inflorescence_length,7mm,12mm,
1522,Carex_shanghangensis,inflorescence_size,7mm,10mm,
1523,Carex_shanghangensis,inflorescence_width,5mm,8mm,
1524,Carex_shanghangensis,leaf_width,1mm,2mm,
1525,Carex_shanghangensis,plant_height,15cm,40cm,tall;slender
1526,Carex_shuangbaiensis,inflorescence_size,1cm;2.5cm,2.5cm;4cm,
1527,Carex_shuangbaiensis,leaf_width,3mm,6mm,
1528,Carex_shuchengensis,inflorescence_size,7cm;5mm;3.5cm,8cm;7mm;5cm,5
1529,Carex_shuchengensis,leaf_width,6mm,10mm,
1530,Carex_shuchengensis,plant_height,30cm;2mm,45cm;2.5mm,tall
1531,Carex_sichouensis,inflorescence_size,4cm;2cm,5cm;2.5cm,3;3
1532,Carex_sichouensis,leaf_width,4mm,5mm,
1533,Carex_sichouensis,plant_height,40cm;1.5mm,100cm;2mm,tall
1534,Carex_siderosticta,inflorescence_size,1.5cm,3cm,
1535,Carex_siderosticta,leaf_width,5mm;1cm,10mm;2.5cm,
1536,Carex_siderosticta,plant_height,0cm,30cm,tall
1537,Carex_simulans,inflorescence_size,3cm;1.5cm,6cm;4.5cm,
1538,Carex_simulans,leaf_width,3mm,5mm,
1539,Carex_simulans,plant_height,30cm,70cm,tall;slender
1540,Carex_sinoaristata,inflorescence_size,2.5cm;2.5cm,3cm;5.5cm,
1541,Carex_sinoaristata,leaf_width,3mm,6mm,
1542,Carex_sinoaristata,plant_height,35cm,75cm,tall
1543,Carex_sinodissitiflora,inflorescence_size,4cm;5cm,5cm;6cm,
1544,Carex_sinodissitiflora,leaf_width,3mm,6mm,
1545,Carex_sinodissitiflora,plant_height,20cm,55cm,tall;slender
1546,Carex_siroumensis,inflorescence_size,1.4cm;1cm,1.8cm;2cm,
1547,Carex_siroumensis,leaf_width,1mm,2mm,
1548,Carex_siroumensis,nutlet_size,2mm,2.5mm,
1549,Carex_siroumensis,plant_height,10cm,22cm,tall;slender
1550,Carex_sociata,inflorescence_length,15mm,40mm,
1551,Carex_sociata,inflorescence_size,1.5cm,3cm,
1552,Carex_sociata,inflorescence_width,3mm,4mm,
1553,Carex_sociata,leaf_width,3mm,6mm,
1554,Carex_sociata,plant_height,20cm,50cm,tall;slender
1555,Carex_songorica,inflorescence_length,2cm,4cm,
1556,Carex_songorica,inflorescence_size,1.5cm,2cm,
1557,Carex_songorica,inflorescence_width,0.5cm,0.6cm,
1558,Carex_songorica,leaf_width,3mm,5mm,
1559,Carex_songorica,plant_height,30cm,50cm,tall
1560,Carex_spachiana,inflorescence_size,1.5cm,2.5cm,
1561,Carex_spachiana,leaf_width,2mm,3mm,
1562,Carex_spachiana,plant_height,30cm,60cm,tall;slender
1563,Carex_speciosa,inflorescence_size,1cm;3mm,4cm;5mm,
1564,Carex_speciosa,leaf_width,10mm;4mm;2.5mm;1cm;0.4cm,16mm;10mm;5mm;1.6cm;1cm,
1565,Carex_speciosa,nutlet_size,2.5mm,3mm,
1566,Carex_speciosa,plant_height,15cm;1mm,30cm;1.5mm,tall;longer;slender
1567,Carex_stenocarpa,inflorescence_length,1cm;1.2cm,1.2cm;1.4cm,
1568,Carex_stenocarpa,inflorescence_width,0.3cm;0.5cm,0.5cm;0.7cm,
1569,Carex_stenocarpa,leaf_width,2mm,5mm,
1570,Carex_stenocarpa,nutlet_size,2.5mm,3mm,
1571,Carex_stenocarpa,plant_height,20cm,55cm,tall
1572,Carex_stipata,inflorescence_length,3.5cm,5cm,
1573,Carex_stipata,inflorescence_width,1cm,1.5cm,
1574,Carex_stipata,leaf_width,6mm,7mm,
1575,Carex_stipata,nutlet_size,1.5mm,1.7mm,
1576,Carex_stipata,plant_height,40cm,70cm,tall
1577,Carex_stipitinux,inflorescence_size,10mm,28mm,
1578,Carex_stipitinux,leaf_width,4mm,5mm,
1579,Carex_stipitinux,plant_height,60cm;0cm,100cm;15cm,tall;slender
1580,Carex_stipitiutriculata,inflorescence_length,5mm,8mm,short
1581,Carex_stipitiutriculata,plant_height,5cm,8cm,tall;slender
1582,Carex_stramentitia,inflorescence_size,10mm,12mm,
1583,Carex_stramentitia,leaf_width,1mm,2mm,
1584,Carex_stramentitia,nutlet_size,2.5mm,3mm,
1585,Carex_stramentitia,plant_height,30cm,75cm,
1586,Carex_subcapitata,inflorescence_size,5mm,7mm,
1587,Carex_subcapitata,leaf_width,3mm,5mm,
1588,Carex_subcapitata,plant_height,20cm,30cm,tall
1589,Carex_subcernua,inflorescence_length,45mm,50mm,50
1590,Carex_subcernua,inflorescence_width,4mm,5mm,2
1591,Carex_subcernua,leaf_width,3mm,5mm,
1592,Carex_subcernua,plant_height,40cm,65cm,tall
1593,Carex_subebracteata,inflorescence_length,12mm;6mm,18mm;12mm,
1594,Carex_subebracteata,inflorescence_width,2mm,3mm,3
1595,Carex_subebracteata,leaf_width,1.5mm,2.5mm,
1596,Carex_subebracteata,nutlet_size,1.2mm,1.5mm,
1597,Carex_subebracteata,plant_height,15cm,30cm,tall;slender
1598,Carex_subfilicinoides,inflorescence_size,5mm,10mm,
1599,Carex_subfilicinoides,leaf_width,7mm,12mm,
1600,Carex_subfilicinoides,plant_height,50cm,90cm,
1601,Carex_submollicula,inflorescence_size,1.5cm;1.2cm,2cm;2.5cm,
1602,Carex_submollicula,leaf_width,2mm,4mm,
1603,Carex_submollicula,plant_height,15cm,20cm,tall
1604,Carex_subperakensis,leaf_width,7mm,11mm,
1605,Carex_subperakensis,plant_height,50cm,70cm,tall
1606,Carex_subpumila,inflorescence_length,0.8cm,1.5cm,
1607,Carex_subpumila,inflorescence_size,2cm,3.5cm,
1608,Carex_subpumila,leaf_width,1.5mm,2mm,
1609,Carex_subpumila,plant_height,10cm,30cm,
1610,Carex_subtransversa,inflorescence_size,1cm;1cm,5cm;3cm,
1611,Carex_subtransversa,leaf_width,2mm,4mm,
1612,Carex_subtransversa,nutlet_size,1mm,1.5mm,
1613,Carex_subtransversa,plant_height,15cm,30cm,tall;slender
1614,Carex_subtumida,inflorescence_size,2.5cm;3.5cm,3cm;7cm,
1615,Carex_subtumida,leaf_width,6mm,7mm,
1616,Carex_subtumida,plant_height,45cm,75cm,tall
1617,Carex_sutchuensis,inflorescence_length,1.5cm,2cm,
1618,Carex_sutchuensis,inflorescence_width,4mm,5mm,
1619,Carex_sutchuensis,plant_height,20cm,30cm,tall;slender
1620,Carex_taihuensis,inflorescence_size,3cm;2cm,4.5cm;3cm,3;3
1621,Carex_taihuensis,plant_height,40cm,65cm,tall;slender
1622,Carex_taipaishanica,inflorescence_size,1.5cm;2.5cm,2.5cm;4cm,
1623,Carex_taipaishanica,plant_height,15cm,40cm,tall;slender
1624,Carex_taldycola,inflorescence_length,5mm,9mm,
1625,Carex_taldycola,inflorescence_size,5mm,12mm,
1626,Carex_taldycola,inflorescence_width,4mm,5mm,
1627,Carex_taldycola,leaf_width,2mm,4mm,
1628,Carex_taldycola,plant_height,5.5cm,8cm,tall;2
1629,Carex_tangiana,inflorescence_length,2.5cm,3.5cm,
1630,Carex_tangiana,inflorescence_width,0.5cm,0.6cm,
1631,Carex_tangiana,leaf_width,2mm,3mm,
1632,Carex_tangiana,plant_height,30cm,40cm,tall
1633,Carex_tangii,inflorescence_length,1.5cm,2.5cm,
1634,Carex_tangii,inflorescence_width,3mm,5mm,
1635,Carex_tangii,leaf_width,2mm,3mm,
1636,Carex_tangii,plant_height,30cm,40cm,tall;slender
1637,Carex_tangulashanensis,inflorescence_size,6mm;4mm,12mm;7mm,
1638,Carex_tangulashanensis,leaf_width,2mm,3mm,
1639,Carex_tangulashanensis,plant_height,2cm,4cm,tall
1640,Carex_tapinzensis,inflorescence_size,2cm;2cm,3cm;4cm,
1641,Carex_tapinzensis,leaf_width,2mm,4mm,
1642,Carex_tapinzensis,plant_height,15cm,70cm,tall;1;slender
1643,Carex_tarunensis,inflorescence_size,1cm,1.5cm,
1644,Carex_tarunensis,leaf_width,2mm,3mm,
1645,Carex_tarunensis,plant_height,20cm,60cm,tall
1646,Carex_tatsiensis,inflorescence_length,1cm,2cm,
1647,Carex_tatsiensis,inflorescence_size,1cm,2cm,
1648,Carex_tatsiensis,inflorescence_width,0.5cm,0.8cm,
1649,Carex_tatsiensis,leaf_width,1mm,2mm,
1650,Carex_tatsiensis,nutlet_size,2.8mm,3.2mm,
1651,Carex_tatsiensis,plant_height,15cm,30cm,tall;slender
1652,Carex_tatsutakensis,inflorescence_length,7mm,12mm,
1653,Carex_tatsutakensis,inflorescence_size,5mm,10mm,
1654,Carex_tatsutakensis,leaf_width,2.5mm,8mm,
1655,Carex_tatsutakensis,plant_height,10cm,30cm,tall;slender
1656,Carex_teinogyna,inflorescence_size,1cm,5cm,slender
1657,Carex_teinogyna,leaf_width,2.5mm,3mm,
1658,Carex_teinogyna,plant_height,60cm;25cm,90cm;60cm,tall;slender
1659,Carex_tenebrosa,inflorescence_size,5cm;3cm,6cm;7cm,
1660,Carex_tenebrosa,leaf_width,5mm,8mm,
1661,Carex_tenebrosa,plant_height,60cm,150cm,tall
1662,Carex_tenuiflora,inflorescence_size,3mm,4mm,
1663,Carex_tenuiflora,leaf_width,1mm,1.5mm,
1664,Carex_tenuiflora,plant_height,20cm,50cm,tall;slender
1665,Carex_tenuiformis,inflorescence_size,1.2cm;1.5cm,1.7cm;2cm,
1666,Carex_tenuiformis,leaf_width,2mm,2.5mm,
1667,Carex_tenuiformis,plant_height,20cm,40cm,tall;slender
1668,Carex_tenuipaniculata,inflorescence_size,4mm,5mm,
1669,Carex_tenuipaniculata,leaf_width,4mm,5mm,
1670,Carex_tenuipaniculata,plant_height,30cm,40cm,slender
1671,Carex_tenuispicula,inflorescence_length,10mm,40mm,
1672,Carex_tenuispicula,inflorescence_size,3cm,4cm,0.5
1673,Carex_tenuispicula,inflorescence_width,1.5mm,2mm,thick
1674,Carex_tenuispicula,leaf_width,2mm,3mm,
1675,Carex_tenuispicula,nutlet_size,1.5mm,2mm,
1676,Carex_teres,inflorescence_size,5cm,6cm,
1677,Carex_teres,leaf_width,4mm,6mm,
1678,Carex_teres,plant_height,40cm,90cm,tall
1679,Carex_thibetica,inflorescence_size,3cm;4cm;2cm,6cm;7cm;3cm,
1680,Carex_thibetica,leaf_width,5mm;6mm;6mm,17mm;12mm;17mm,5
1681,Carex_thibetica,plant_height,35cm,50cm,tall
1682,Carex_thomsonii,inflorescence_length,5cm;5mm,9.5cm;7mm,
1683,Carex_thomsonii,inflorescence_width,3mm,4mm,
1684,Carex_thomsonii,leaf_width,2.5mm,3mm,
1685,Carex_thomsonii,plant_height,15cm,30cm,tall
1686,Carex_thunbergii,inflorescence_length,25mm,40mm,
1687,Carex_thunbergii,inflorescence_width,3mm,4mm,
1688,Carex_thunbergii,plant_height,40cm,100cm,tall
1689,Carex_tianmushanica,inflorescence_length,30mm;25mm,60mm;50mm,
1690,Carex_tianmushanica,inflorescence_width,3mm;3mm,5.5mm;5mm,
1691,Carex_tianmushanica,leaf_width,4mm,7mm,
1692,Carex_tianmushanica,plant_height,30cm,50cm,tall;shorter;slender
1693,Carex_transversa,inflorescence_size,1cm;2cm,1.5cm;3cm,
1694,Carex_transversa,leaf_width,3mm,5mm,
1695,Carex_transversa,plant_height,30cm,60cm,tall;longer
1696,Carex_tricephala,inflorescence_length,5mm,8mm,
1697,Carex_tricephala,inflorescence_width,4mm,7mm,
1698,Carex_tricephala,leaf_width,4mm,8mm,
1699,Carex_tricephala,plant_height,18cm,40cm,slender
1700,Carex_tristachya,inflorescence_length,10mm;10mm,40mm;30mm,
1701,Carex_tristachya,inflorescence_width,1mm;2mm,1.5mm;3mm,
1702,Carex_tristachya,leaf_width,4mm;2mm,5mm;4mm,
1703,Carex_tristachya,nutlet_size,2mm,2.5mm,
1704,Carex_tristachya,plant_height,20cm,45cm,tall;slender
1705,Carex_truncatigluma,inflorescence_length,20mm,50mm,
1706,Carex_truncatigluma,inflorescence_size,1cm,1.5cm,1
1707,Carex_truncatigluma,inflorescence_width,2.5mm,3mm,thick
1708,Carex_truncatigluma,nutlet_size,2.5mm,3mm,
1709,Carex_truncatigluma,plant_height,10cm,30cm,tall;longer;slender
1710,Carex_tsaiana,inflorescence_size,1cm;2mm,1.5cm;3mm,
1711,Carex_tsaiana,leaf_width,1mm,1.5mm,
1712,Carex_tsaiana,plant_height,13cm,16cm,tall;1
1713,Carex_tsiangii,inflorescence_size,10mm,15mm,
1714,Carex_tsiangii,leaf_width,5mm,7mm,
1715,Carex_tsiangii,nutlet_size,1.5mm,2mm,
1716,Carex_tsiangii,plant_height,40cm,60cm,
1717,Carex_tsoi,inflorescence_size,2mm,5mm,3.5
1718,Carex_tsoi,leaf_width,1mm,5.5mm,
1719,Carex_tsoi,plant_height,3cm,15cm,tall
1720,Carex_tuminensis,inflorescence_size,1.5cm,5.5cm,
1721,Carex_tuminensis,leaf_width,6mm,10mm,
1722,Carex_tuminensis,plant_height,60cm,100cm,tall
1723,Carex_tungfangensis,inflorescence_length,4cm,10cm,
1724,Carex_tungfangensis,inflorescence_size,3cm,3.5cm,4
1725,Carex_tungfangensis,leaf_width,6mm,7mm,
1726,Carex_tungfangensis,plant_height,0cm,80cm,tall;slender
1727,Carex_turkestanica,inflorescence_size,1cm;1cm,2.5cm;1.5cm,
1728,Carex_turkestanica,leaf_width,1mm,3mm,
1729,Carex_turkestanica,plant_height,10cm,30cm,tall
1730,Carex_uda,inflorescence_length,6mm,12mm,short;longer than male part
1731,Carex_uda,leaf_width,2mm,3mm,
1732,Carex_ulobasis,inflorescence_size,0.8cm;0.8cm,1.5cm;1.2cm,
1733,Carex_ulobasis,leaf_width,1mm,2.5mm,
1734,Carex_ulobasis,plant_height,15cm,25cm,tall
1735,Carex_unisexualis,inflorescence_length,2.5cm,8cm,6
1736,Carex_unisexualis,inflorescence_width,0.7cm;5mm;5mm;2mm,1cm;6mm;8mm;3mm,narrow;4
1737,Carex_unisexualis,leaf_width,1mm,2.5mm,
1738,Carex_unisexualis,plant_height,10cm;15cm,15cm;50cm,tall
1739,Carex_urelytra,inflorescence_size,2cm,5cm,
