,species_name,coded_property_name,collapsed_data_minimum,collapsed_data_maximum,collapsed_data_value
452,carex_decomposita,branch_quantity,3,9,
453,carex_decomposita,fruit_length,1.4mm,1.7mm,
454,carex_decomposita,fruit_width,0.8mm,1mm,
455,carex_decomposita,leaf_width,5.5mm;2.5mm,7mm;5.5mm,
456,carex_decomposita,plant_height,5cm,120cm,
457,carex_deflexa,fruit_length,1.3mm,1.6mm,
458,carex_deflexa,fruit_width,1mm,1.4mm,
459,carex_deflexa,leaf_width,2.6mm;0.9mm,3.2mm;2.6mm,
460,carex_deflexa,plant_height,5cm,31cm,
461,carex_densa,branch_count,10,15,
462,carex_densa,fruit_length,1.5mm,1.7mm,
463,carex_densa,fruit_width,1.5mm,1.8mm,
464,carex_densa,inflorescence_length,3cm,5cm,
465,carex_densa,inflorescence_width,15mm,25mm,
466,carex_densa,plant_height,0cm,70cm,
467,carex_deweyana,fruit_width,1.8mm;1.2mm,2.2mm;1.5mm,
468,carex_deweyana,inflorescence_length,35mm;12mm;12mm,56mm;32mm;56mm,
469,carex_deweyana,leaf_width,0.6mm;2.4mm,4.2mm;4.2mm,
470,carex_diandra,branch_quantity,0,3,
471,carex_diandra,fruit_length,1.4mm,1.7mm,
472,carex_diandra,fruit_width,0.7mm,1mm,
473,carex_diandra,inflorescence_length,5cm;2cm,6cm;5cm,
474,carex_diandra,inflorescence_width,1.4cm;0.6cm,1.7cm;1.4cm,
475,carex_diandra,leaf_width,1mm,2.5mm,
476,carex_diandra,plant_height,1cm;1cm;2cm,2cm;2cm;90cm,
477,carex_digitalis,fruit_length,1.8mm,2.8mm,
478,carex_digitalis,fruit_width,1mm,1.6mm,
479,carex_digitalis,inflorescence_length,0.4cm,8.7cm,
480,carex_digitalis,leaf_width,0.8mm;4.5mm;2.7mm;4.5mm;2.7mm;2.9mm;2mm,5mm;5.3mm;4.5mm;5.3mm;4.5mm;3.5mm;2.9mm,1-3.5 times wider than bract blades
481,carex_digitalis,plant_height,7cm,52cm,
482,carex_diluta,leaf_width,3mm,4.6mm,
483,carex_diluta,plant_height,15cm,55cm,
484,carex_disperma,fruit_length,1.5mm,1.75mm,
485,carex_disperma,inflorescence_length,1.5cm,2.5cm,
486,carex_disperma,inflorescence_width,3mm,5mm,
487,carex_disperma,leaf_width,0.75mm,1.5mm,
488,carex_disperma,plant_height,15cm,60cm,slender
489,carex_distans,leaf_width,3mm,4.6mm,
490,carex_distans,plant_height,40cm,80cm,
491,carex_disticha,inflorescence_length,2cm,7cm,
492,carex_disticha,leaf_width,1.8mm,5.2mm,
493,carex_disticha,plant_height,30cm,120cm,taller
494,carex_divisa,inflorescence_length,1cm,3.5cm,
495,carex_divisa,leaf_width,1.1mm,3mm,
496,carex_divisa,plant_height,15cm;15cm;65cm;65cm;25cm,25cm;25cm;80cm;80cm;65cm,
497,carex_divulsa,fruit_length,2.3mm,2.5mm,
498,carex_divulsa,fruit_width,1.5mm,1.7mm,
499,carex_divulsa,inflorescence_length,5cm,18cm,
500,carex_divulsa,inflorescence_width,6mm,10mm,
501,carex_divulsa,leaf_width,2mm,3mm,
502,carex_divulsa,plant_height,25cm,90cm,
503,carex_douglasii,branch_quantity,1/2,,
504,carex_douglasii,inflorescence_length,3.5cm;1.2cm,4.5cm;3.5cm,
505,carex_douglasii,leaf_width,3mm;1mm,3.5mm;3mm,
506,carex_douglasii,plant_height,8cm;8cm;15cm,15cm;15cm;40cm,
507,carex_duriuscula,branch_quantity,1/2,,
508,carex_duriuscula,inflorescence_length,0.7cm,2cm,
509,carex_duriuscula,leaf_width,0.6mm,1.8mm,
510,carex_duriuscula,plant_height,6cm;6cm;10cm,10cm;10cm;35cm,
511,carex_ebenea,inflorescence_length,1.5cm,3cm,
512,carex_ebenea,inflorescence_width,14mm,20mm,
513,carex_ebenea,leaf_width,2.8mm,4mm,
514,carex_ebenea,plant_height,18cm,50cm,
515,carex_eburnea,leaf_width,0.2mm,1mm,
516,carex_eburnea,plant_height,7cm,31cm,
517,carex_echinata,fruit_length,1.3mm,2.1mm,
518,carex_echinata,fruit_width,0.8mm,1.55mm,
519,carex_echinata,inflorescence_length,2.5cm;1.2cm;0.7cm;2.5cm,4cm;2.5cm;7.8cm;8cm,
520,carex_echinata,leaf_width,3.3mm;0.7mm;3.3mm;1mm;1.7mm;3.3mm;2.3mm;3.3mm;1mm;2.7mm;0.7mm;2.4mm;1mm,3.8mm;3.3mm;3.8mm;3.3mm;2.3mm;3.8mm;3.3mm;3.8mm;3.3mm;3.3mm;2.7mm;2.7mm;2.4mm,
521,carex_echinata,plant_height,90cm;90cm;90cm;90cm;20cm;10cm;10cm,135cm;135cm;135cm;135cm;80cm;90cm;90cm,
522,carex_edwardsiana,branch_quantity,0.88;0.94,0.94;0.99,
523,carex_edwardsiana,fruit_length,2.6mm,3.4mm,
524,carex_edwardsiana,fruit_width,1.7mm,2.1mm,
525,carex_edwardsiana,leaf_width,2mm,3.6mm,
526,carex_edwardsiana,plant_height,6cm,34cm,high
527,carex_egglestonii,inflorescence_length,1.7cm;2cm,2cm;3cm,
528,carex_egglestonii,inflorescence_width,21mm;15mm,27mm;21mm,
529,carex_egglestonii,leaf_width,2.8mm;3mm,3mm;4.5mm,
530,carex_egglestonii,plant_height,33cm,72cm,
531,carex_eleusinoides,leaf_width,2.5mm,3mm,
532,carex_eleusinoides,plant_height,15cm,30cm,
533,carex_elliottii,inflorescence_length,10cm;1.7cm,15.5cm;10cm,
534,carex_elliottii,leaf_width,1.5mm,4.5mm,
535,carex_elliottii,plant_height,25cm,75cm,
536,carex_elynoides,fruit_length,2.7mm;1.5mm,3mm;2.7mm,
537,carex_elynoides,fruit_width,1mm;1.2mm,1.2mm;1.5mm,
538,carex_elynoides,leaf_width,0.2mm,0.6mm,
539,carex_emoryi,leaf_width,3mm,6mm,
540,carex_emoryi,plant_height,30cm,115cm,
541,carex_endlichii,fruit_length,2.3mm,2.5mm,
542,carex_endlichii,fruit_width,1.3mm,1.5mm,
543,carex_endlichii,leaf_width,2.5mm,4mm,
544,carex_endlichii,plant_height,30cm,50cm,
545,carex_engelmannii,inflorescence_length,0.7cm,1.5cm,
546,carex_engelmannii,inflorescence_width,6mm,8mm,
547,carex_engelmannii,leaf_width,0.3mm,0.6mm,
548,carex_engelmannii,plant_height,7cm,15cm,
549,carex_epapillosa,branch_quantity,3,5,
550,carex_epapillosa,leaf_width,2mm,6mm,
551,carex_epapillosa,plant_height,60cm;60cm;25cm,100cm;100cm;60cm,
552,carex_exilis,fruit_length,1.4mm,2.2mm,
553,carex_exilis,fruit_width,1.2mm,1.7mm,
554,carex_exilis,inflorescence_length,0.6cm,4cm,
555,carex_exilis,leaf_width,0.4mm;0.8mm,1.5mm;1.5mm,
556,carex_exilis,plant_height,12cm,80cm,
557,carex_exsiccata,inflorescence_length,10cm,36cm,
558,carex_exsiccata,leaf_width,2.5mm,6.2mm,
559,carex_exsiccata,plant_height,30cm,100cm,
560,carex_extensa,branch_quantity,2,3,
561,carex_extensa,leaf_width,3.5mm;1mm,4.3mm;3.5mm,
562,carex_extensa,plant_height,15cm,75cm,
563,carex_festucacea,inflorescence_length,2.5cm,6cm,
564,carex_festucacea,inflorescence_width,4.5mm,11mm,
565,carex_festucacea,leaf_width,1mm,3.5mm,
566,carex_festucacea,plant_height,45cm,100cm,
567,carex_feta,plant_height,51cm,97cm,
568,carex_filifolia,fruit_length,3mm;1.5mm;2.2mm;1.5mm,3.3mm;2.3mm;3mm;3.3mm,
569,carex_filifolia,fruit_width,1.1mm;1.3mm;1.3mm;1.1mm,1.3mm;1.5mm;1.9mm;1.9mm,
570,carex_filifolia,leaf_width,0.3mm;0.3mm;0.3mm,0.5mm;0.7mm;0.7mm,
571,carex_filifolia,plant_height,5cm;5cm;8cm,35cm;26cm;35cm,
572,carex_fissa,branch_count,10,15,
573,carex_fissa,fruit_length,1.5mm,1.9mm,
574,carex_fissa,fruit_width,1.2mm,1.6mm,
575,carex_fissa,inflorescence_length,3cm,7cm,
576,carex_fissa,inflorescence_width,15mm,25mm,
577,carex_fissa,plant_height,0cm,80cm,
578,carex_fissuricola,leaf_width,3mm,8mm,
579,carex_fissuricola,plant_height,0cm,80cm,
580,carex_flacca,inflorescence_length,0cm,10cm,
581,carex_flacca,plant_height,0cm,35cm,
582,carex_flaccosperma,branch_quantity,0.40,1,
583,carex_flaccosperma,fruit_length,2.5mm,3.4mm,0.37-0.5 times as long as perigynia
584,carex_flaccosperma,fruit_width,1.3mm;1.6mm;1.4mm,1.4mm;1.7mm;1.6mm,
585,carex_flaccosperma,leaf_width,6.3mm,14.7mm,
586,carex_flaccosperma,plant_height,60cm;60cm;10cm,75cm;75cm;60cm,
587,carex_flava,fruit_length,1.3mm,1.7mm,
588,carex_flava,fruit_width,0.9mm,1.2mm,
589,carex_flava,leaf_width,1.6mm,4.7mm,
590,carex_flava,plant_height,10cm,75cm,
591,carex_floridana,fruit_length,1.5mm,2mm,
592,carex_floridana,fruit_width,0.9mm,1.3mm,
593,carex_floridana,leaf_width,1.7mm,3mm,
594,carex_floridana,plant_height,5cm,17cm,
595,carex_foenea,inflorescence_length,1.5cm,8cm,
596,carex_foenea,inflorescence_width,7mm,15mm,
597,carex_foenea,leaf_width,2mm,4mm,
598,carex_foenea,plant_height,20cm,120cm,
599,carex_folliculata,fruit_length,3.2mm;4mm;3.4mm,3.4mm;4.5mm;4mm,
600,carex_folliculata,fruit_width,1.5mm,2.3mm,
601,carex_folliculata,inflorescence_length,15cm,85cm,
602,carex_folliculata,leaf_width,18mm;6mm;18mm;8mm,21mm;18mm;21mm;18mm,
603,carex_folliculata,plant_height,25cm;25cm;40cm,40cm;40cm;175cm,
604,carex_formosa,fruit_length,2mm,2.5mm,
605,carex_formosa,fruit_width,1.4mm,1.5mm,
606,carex_formosa,inflorescence_length,25mm,50mm,
607,carex_formosa,leaf_width,3mm;2.5mm,7mm;4.5mm,
608,carex_formosa,plant_height,30cm,80cm,
609,carex_fracta,leaf_width,4mm,7mm,
610,carex_fracta,plant_height,60cm,115cm,
611,carex_frankii,leaf_width,2.5mm,11.5mm,
612,carex_frankii,plant_height,18cm,80cm,
613,carex_fuliginosa,fruit_length,1.5mm,2mm,
614,carex_fuliginosa,fruit_width,0.9mm,1mm,
615,carex_fuliginosa,inflorescence_length,1cm,12cm,
616,carex_fuliginosa,leaf_width,1.5mm,3.5mm,
617,carex_fuliginosa,plant_height,0cm,30cm,
618,carex_garberi,fruit_length,1.4mm,2mm,
619,carex_garberi,fruit_width,1mm,1.5mm,
620,carex_garberi,leaf_width,2.5mm;1mm,3.5mm;2.5mm,
621,carex_garberi,plant_height,5cm,40cm,
622,carex_geophila,fruit_length,1.6mm,2.8mm,
623,carex_geophila,fruit_width,1.5mm,1.9mm,
624,carex_geophila,leaf_width,0.8mm,2.3mm,
625,carex_geophila,plant_height,3cm,22cm,
626,carex_geyeri,leaf_width,1.1mm,3.5mm,
627,carex_geyeri,plant_height,13cm,49cm,
628,carex_gholsonii,fruit_length,2.5mm;1.9mm,2.7mm;2.5mm,
629,carex_gholsonii,fruit_width,1.2mm,1.6mm,
630,carex_gholsonii,leaf_width,2.2mm,11.3mm,
631,carex_gholsonii,plant_height,20cm,75cm,
632,carex_gigantea,inflorescence_length,15cm,40cm,
633,carex_gigantea,leaf_width,5mm;6mm,16mm;11mm,
634,carex_gigantea,plant_height,35cm,120cm,
635,carex_glacialis,leaf_width,0.5mm,1.5mm,
636,carex_glacialis,plant_height,20cm;20cm;0cm,30cm;30cm;20cm,
637,carex_glareosa,fruit_width,1mm,1.25mm,
638,carex_glareosa,inflorescence_length,1cm;7mm;13mm,2cm;25mm;20mm,
639,carex_glareosa,inflorescence_width,5mm;5mm;8mm,12mm;12mm;12mm,
640,carex_glareosa,leaf_width,1mm;1mm;1.5mm,2mm;2mm;2.5mm,
641,carex_glareosa,plant_height,40cm;40cm;10cm;10cm;20cm,60cm;60cm;40cm;25cm;40cm,slender
642,carex_glaucescens,fruit_length,2.5mm,3mm,
643,carex_glaucescens,fruit_width,1.5mm,2mm,
644,carex_glaucescens,leaf_width,4mm,8mm,
645,carex_glaucescens,plant_height,0cm,120cm,
646,carex_glaucodea,branch_quantity,0.56,1,
647,carex_glaucodea,fruit_length,2.4mm,3mm,0.5-0.63 times as long as perigynia
648,carex_glaucodea,fruit_width,1.6mm;1.3mm,1.7mm;1.6mm,
649,carex_glaucodea,leaf_width,5.1mm;5.7mm,5.7mm;10.8mm,
650,carex_glaucodea,plant_height,10cm,50cm,
651,carex_globosa,fruit_length,1.9mm,2.7mm,
652,carex_globosa,fruit_width,1.6mm,2.3mm,
653,carex_globosa,leaf_width,1.4mm,4.5mm,
654,carex_globosa,plant_height,7cm,47cm,
655,carex_gmelinii,branch_quantity,2,4,
656,carex_gmelinii,leaf_width,2mm,4mm,
657,carex_gmelinii,plant_height,20cm,60cm,
658,carex_godfreyi,branch_quantity,0.094,0.94,
659,carex_godfreyi,fruit_length,3mm;3.5mm;3.1mm,3.1mm;3.7mm;3.5mm,
660,carex_godfreyi,fruit_width,1.5mm,1.8mm,
661,carex_godfreyi,leaf_width,4mm;2.4mm,5.3mm;4mm,
662,carex_godfreyi,plant_height,65cm;65cm;8cm,85cm;85cm;65cm,high
663,carex_gracilescens,fruit_length,2.6mm,2.8mm,
664,carex_gracilescens,fruit_width,1.3mm,1.6mm,
665,carex_gracilescens,leaf_width,0.5mm,3.4mm,narrower
666,carex_gracilescens,plant_height,13cm,78cm,
667,carex_gracilior,inflorescence_length,1.5cm,3cm,
668,carex_gracilior,inflorescence_width,8mm,12mm,
669,carex_gracilior,leaf_width,3.5mm;1.4mm,4mm;3.5mm,
670,carex_gracilior,plant_height,70cm;70cm;30cm,110cm;110cm;70cm,
671,carex_gracillima,fruit_length,1.2mm,2.6mm,
672,carex_gracillima,fruit_width,1mm,1.2mm,
673,carex_gracillima,leaf_width,3mm;3mm,9mm;4mm,
674,carex_gracillima,plant_height,20cm,90cm,
675,carex_granularis,fruit_length,1.8mm,2.3mm,
676,carex_granularis,fruit_width,1mm,1.4mm,
677,carex_granularis,leaf_width,1.2mm,5.3mm,
678,carex_granularis,plant_height,70cm;70cm;13cm,100cm;100cm;70cm,
679,carex_gravida,fruit_length,1.8mm,2.1mm,
680,carex_gravida,fruit_width,1.6mm,2mm,
681,carex_gravida,inflorescence_length,1cm,5cm,
682,carex_gravida,inflorescence_width,8mm,15mm,
683,carex_gravida,leaf_width,3mm;4mm,4mm;8mm,
684,carex_gravida,plant_height,20cm;20cm;30cm,30cm;30cm;100cm,
685,carex_grayi,inflorescence_length,2.5cm,17cm,
686,carex_grayi,leaf_width,4mm;2mm,11mm;7mm,
687,carex_grayi,plant_height,25cm;25cm;90cm;90cm;40cm,40cm;40cm;110cm;110cm;90cm,
688,carex_grisea,branch_quantity,0.38,0.85,
689,carex_grisea,fruit_length,0.66;2.6mm;3.5mm;0.6;3.1mm,0.7;3.1mm;3.7mm;0.66;3.5mm,
690,carex_grisea,fruit_width,2.1mm;1.7mm,2.2mm;2.1mm,widest
691,carex_grisea,leaf_width,3.7mm;8.2mm;4.2mm,4.2mm;9.1mm;8.2mm,
692,carex_grisea,plant_height,2cm;15cm,3.2cm;90cm,
693,carex_gynandra,leaf_width,4mm,10.5mm,
694,carex_gynandra,plant_height,45cm,140cm,
695,carex_gynocrates,fruit_length,1.5mm,1.7mm,
696,carex_gynocrates,fruit_width,1mm,1.2mm,
697,carex_gynocrates,leaf_width,0.3mm,0.7mm,
698,carex_gynocrates,plant_height,2cm,30cm,
699,carex_gynodynama,fruit_length,2mm,2.6mm,
700,carex_gynodynama,fruit_width,1.2mm,1.7mm,
701,carex_gynodynama,leaf_width,3mm;1.2mm,12mm;2mm,thick
702,carex_gynodynama,plant_height,20cm,70cm,
703,carex_halliana,inflorescence_length,8cm,25cm,
704,carex_halliana,leaf_width,2mm,5.5mm,
705,carex_halliana,plant_height,40cm;40cm;10cm,50cm;50cm;40cm,
706,carex_hallii,branch_quantity,1,2,
707,carex_hallii,leaf_width,2mm,3.5mm,
708,carex_hallii,plant_height,10cm,30cm,
709,carex_harfordii,inflorescence_length,1.1cm,4cm,
710,carex_harfordii,inflorescence_width,7mm,20mm,
711,carex_harfordii,plant_height,29cm;29cm;50cm,50cm;50cm;135cm,
712,carex_hassei,fruit_length,1.2mm,2mm,
713,carex_hassei,fruit_width,1.1mm,1.5mm,
714,carex_hassei,leaf_width,3mm;2mm,3.7mm;3mm,
715,carex_hassei,plant_height,40cm;40cm;10cm,70cm;70cm;40cm,
716,carex_haydeniana,inflorescence_length,1.1cm,2.1cm,
717,carex_haydeniana,inflorescence_width,13mm,18mm,
718,carex_haydeniana,leaf_width,1.5mm,4mm,
719,carex_haydeniana,plant_height,30cm;30cm;9cm,40cm;40cm;30cm,
720,carex_haydenii,leaf_width,3mm,5mm,
721,carex_haydenii,plant_height,30cm,115cm,
722,carex_heleonastes,fruit_length,1.5mm,2mm,1.5
723,carex_heleonastes,fruit_width,1mm,1.2mm,
724,carex_heleonastes,inflorescence_length,0.8cm,2cm,
725,carex_heleonastes,inflorescence_width,5mm,10mm,
726,carex_heleonastes,leaf_width,1mm,2mm,
727,carex_heleonastes,plant_height,15cm,35cm,slender
728,carex_helleri,branch_quantity,2,3,
729,carex_helleri,leaf_width,2mm,3mm,
730,carex_helleri,plant_height,5cm,30cm,
731,carex_hendersonii,fruit_length,4.5mm,5mm,
732,carex_hendersonii,fruit_width,1.6mm,2mm,
733,carex_hendersonii,inflorescence_length,0.2cm,4cm,
734,carex_hendersonii,leaf_width,3mm,16mm,
735,carex_hendersonii,plant_height,45cm,87cm,
736,carex_heteroneura,branch_quantity,4;2,6;4,
737,carex_heteroneura,leaf_width,2mm,5mm,
738,carex_heteroneura,plant_height,60cm;60cm;25cm,100cm;100cm;60cm,
739,carex_heterostachya,inflorescence_length,2.5cm,12cm,
740,carex_heterostachya,leaf_width,1.5mm,3.2mm,
741,carex_heterostachya,plant_height,25cm,60cm,slender
742,carex_hirsutella,fruit_length,2.1mm;1.6mm,2.6mm;2.1mm,
743,carex_hirsutella,fruit_width,0.8mm,1.3mm,
744,carex_hirsutella,leaf_width,1.5mm,4mm,
745,carex_hirsutella,plant_height,20cm,90cm,
746,carex_hirta,inflorescence_length,8cm,50cm,
747,carex_hirta,leaf_width,2.5mm,8mm,
748,carex_hirta,plant_height,10cm;10cm;20cm,20cm;20cm;90cm,
749,carex_hirtifolia,fruit_length,2.5mm,2.8mm,
750,carex_hirtifolia,fruit_width,1.2mm,1.5mm,
751,carex_hirtifolia,leaf_width,4mm,8mm,
752,carex_hirtifolia,plant_height,25cm,60cm,
753,carex_hirtissima,fruit_length,2mm,3.1mm,
754,carex_hirtissima,fruit_width,1mm,1.7mm,
755,carex_hirtissima,leaf_width,2.7mm;1mm,12mm;3mm,thick
756,carex_hirtissima,plant_height,30cm,60cm,
757,carex_hitchcockiana,branch_quantity,0.19,0.48,
758,carex_hitchcockiana,fruit_length,3.9mm;3.2mm,4.2mm;3.9mm,
759,carex_hitchcockiana,fruit_width,1.6mm;1.8mm,1.8mm;2.1mm,
760,carex_hitchcockiana,leaf_width,3mm;5.4mm;3.4mm,3.4mm;6.5mm;5.4mm,
761,carex_hitchcockiana,plant_height,15cm,60cm,
762,carex_holostoma,branch_quantity,2;1,3;2,
763,carex_holostoma,leaf_width,1.5mm,3mm,
764,carex_holostoma,plant_height,10cm,30cm,
765,carex_hoodii,fruit_length,1.7mm,2.1mm,
766,carex_hoodii,fruit_width,1.7mm,1.8mm,
767,carex_hoodii,leaf_width,1mm,3.5mm,
768,carex_hoodii,plant_height,20cm,80cm,
769,carex_hookeriana,fruit_length,1.5mm,1.7mm,
770,carex_hookeriana,fruit_width,1.1mm,1.2mm,
771,carex_hookeriana,inflorescence_length,2cm,5cm,
772,carex_hookeriana,inflorescence_width,5mm,10mm,
773,carex_hookeriana,leaf_width,1.5mm,2.5mm,
774,carex_hookeriana,plant_height,15cm,80cm,
775,carex_hormathodes,inflorescence_length,2.5cm,6cm,
776,carex_hormathodes,inflorescence_width,5mm,16mm,
777,carex_hormathodes,leaf_width,1mm,3mm,
778,carex_hormathodes,plant_height,20cm,80cm,
779,carex_hostiana,fruit_length,1.5mm,2mm,
780,carex_hostiana,fruit_width,1mm,1.5mm,
781,carex_hostiana,leaf_width,1.5mm,3.1mm,
782,carex_hostiana,plant_height,25cm,60cm,
783,carex_houghtoniana,branch_quantity,1;3;2,2;4;3,
784,carex_houghtoniana,inflorescence_length,4.5cm,23cm,
785,carex_houghtoniana,leaf_width,2.8mm,8.5mm,
786,carex_houghtoniana,plant_height,80cm;80cm;20cm,100cm;100cm;80cm,
787,carex_hyalina,inflorescence_length,1.3cm,4cm,
788,carex_hyalina,inflorescence_width,8mm,12mm,
789,carex_hyalina,leaf_width,1mm,2.7mm,
790,carex_hyalina,plant_height,25cm,95cm,
791,carex_hyalinolepis,branch_quantity,2,4,
792,carex_hyalinolepis,inflorescence_length,15cm,50cm,
793,carex_hyalinolepis,leaf_width,4mm;5.5mm,5.5mm;13mm,
794,carex_hyalinolepis,plant_height,40cm,110cm,
795,carex_hystericina,inflorescence_length,12cm;2.5cm,20cm;12cm,
796,carex_hystericina,leaf_width,2.5mm,8.5mm,
797,carex_hystericina,plant_height,20cm,100cm,
798,carex_idahoa,branch_quantity,1,3,
799,carex_idahoa,leaf_width,2mm,5mm,
800,carex_idahoa,plant_height,25cm,40cm,
801,carex_illota,inflorescence_length,1cm,1.2cm,
802,carex_illota,inflorescence_width,5.5mm,10mm,
803,carex_illota,leaf_width,1.5mm,2.5mm,
804,carex_illota,plant_height,15cm,38cm,
805,carex_impressinervia,branch_quantity,0.37,0.72,
806,carex_impressinervia,fruit_length,3.1mm,3.5mm,
807,carex_impressinervia,fruit_width,1.5mm,1.8mm,
808,carex_impressinervia,leaf_width,2.6mm,4mm,
809,carex_impressinervia,plant_height,25cm,85cm,
810,carex_incurviformis,inflorescence_length,0.5cm,1.2cm,
811,carex_incurviformis,plant_height,2cm,12cm,
812,carex_infirminervia,fruit_length,1.6mm,2.2mm,
813,carex_infirminervia,fruit_width,1.1mm,1.3mm,
814,carex_infirminervia,inflorescence_length,27mm,68mm,
815,carex_infirminervia,leaf_width,1.4mm;2.3mm,3.8mm;3.8mm,
816,carex_infirminervia,plant_height,10cm,83cm,papillose
817,carex_inops,fruit_length,1.4mm;1.6mm,1.6mm;2.5mm,
818,carex_inops,fruit_width,1.5mm,2.2mm,
819,carex_inops,leaf_width,0.7mm,4.5mm,
820,carex_inops,plant_height,13cm,50cm,
821,carex_integra,inflorescence_length,1.1cm,2.4cm,
822,carex_integra,inflorescence_width,6.3mm,14mm,
823,carex_integra,plant_height,11cm;11cm;15cm,15cm;15cm;55cm,
824,carex_interior,fruit_length,1.2mm,1.8mm,
825,carex_interior,fruit_width,0.95mm,1.5mm,
826,carex_interior,inflorescence_length,0.8cm,3.7cm,
827,carex_interior,leaf_width,2.4mm;0.6mm;2.4mm;1mm,2.7mm;2.4mm;2.7mm;2.4mm,
828,carex_interior,plant_height,10cm,95cm,
829,carex_interrupta,leaf_width,3mm,5mm,
830,carex_interrupta,plant_height,20cm,75cm,
831,carex_intumescens,inflorescence_length,2cm,15cm,
832,carex_intumescens,leaf_width,3.5mm;2mm,8mm;6mm,
833,carex_intumescens,plant_height,15cm;15cm;80cm;80cm;30cm,30cm;30cm;140cm;140cm;80cm,
834,carex_jamesii,fruit_length,2mm,2.6mm,
835,carex_jamesii,fruit_width,1.7mm,2.4mm,
836,carex_jamesii,leaf_width,0.8mm,4.8mm,
837,carex_jamesii,plant_height,4cm,37cm,
838,carex_jonesii,branch_count,5,10,
839,carex_jonesii,fruit_length,0mm,1.5mm,
840,carex_jonesii,fruit_width,0mm,1mm,
841,carex_jonesii,inflorescence_length,0cm,2.5cm,
842,carex_jonesii,inflorescence_width,0cm,1.5cm,
843,carex_jonesii,plant_height,0cm,60cm,
844,carex_joorii,fruit_length,2.5mm,3mm,
845,carex_joorii,fruit_width,2.5mm,3mm,
846,carex_joorii,leaf_width,7mm,10mm,
847,carex_joorii,plant_height,0cm,125cm,
848,carex_juniperorum,fruit_length,1.9mm,2.5mm,
849,carex_juniperorum,fruit_width,1.5mm,2mm,
850,carex_juniperorum,plant_height,6.5cm;6.5cm;2cm;3.2cm,9.1cm;9.1cm;6.5cm;9.1cm,tallest
851,carex_kobomugi,fruit_length,4mm,7mm,
852,carex_kobomugi,fruit_width,1.5mm,2.5mm,
853,carex_kobomugi,plant_height,10cm,30cm,
854,carex_kraliana,inflorescence_length,7.3mm;1.3mm,15mm;7.3mm,
855,carex_kraliana,leaf_width,2.6mm;2.9mm;3.2mm,11mm;3.2mm;8.3mm,wider;wide
856,carex_kraliana,plant_height,9.2cm,56cm,
857,carex_krausei,fruit_length,1.1mm,1.4mm,
858,carex_krausei,fruit_width,0.6mm,0.9mm,
859,carex_krausei,leaf_width,1mm,2mm,
860,carex_krausei,plant_height,15cm;15cm;0cm,35cm;35cm;15cm,
861,carex_lachenalii,fruit_length,1.2mm,1.5mm,
862,carex_lachenalii,inflorescence_length,1cm,2.5cm,
863,carex_lachenalii,inflorescence_width,5mm,12mm,
864,carex_lachenalii,leaf_width,1mm,2mm,
865,carex_lachenalii,plant_height,10cm,40cm,
866,carex_lacustris,branch_quantity,2,4,
867,carex_lacustris,inflorescence_length,17cm,60cm,
868,carex_lacustris,leaf_width,5.5mm;8.5mm,8.5mm;21mm,
869,carex_lacustris,plant_height,50cm,135cm,
870,carex_laeviconica,inflorescence_length,9cm;15cm,15cm;65cm,
871,carex_laeviconica,leaf_width,3mm,6mm,
872,carex_laeviconica,plant_height,25cm;25cm;30cm,30cm;30cm;110cm,taller
873,carex_laeviculmis,fruit_length,1.3mm,2mm,
874,carex_laeviculmis,fruit_width,0.9mm,1.2mm,
875,carex_laeviculmis,inflorescence_length,58mm;16mm,87mm;58mm,
876,carex_laeviculmis,leaf_width,0.9mm;2mm;1.3mm,2.3mm;2.3mm;2mm,
877,carex_laeviculmis,plant_height,14cm,66cm,
878,carex_laevivaginata,branch_count,6,15,
879,carex_laevivaginata,inflorescence_length,3cm,6cm,
880,carex_laevivaginata,plant_height,0cm,80cm,
881,carex_lapponica,inflorescence_length,1.5cm,4cm,
882,carex_lapponica,inflorescence_width,4mm,5mm,
883,carex_lapponica,leaf_width,subequal;1mm,or shorter;2mm,
884,carex_lapponica,plant_height,15cm,40cm,
885,carex_lasiocarpa,inflorescence_length,6cm,20cm,
886,carex_lasiocarpa,plant_height,40cm,120cm,
887,carex_latebracteata,fruit_length,2.8mm,3mm,
888,carex_latebracteata,fruit_width,2mm,2.5mm,
889,carex_latebracteata,leaf_width,4.1mm;6mm,6mm;15mm,
890,carex_latebracteata,plant_height,17cm,31cm,
891,carex_lativena,fruit_length,2mm,2.4mm,
892,carex_lativena,fruit_width,1.1mm;1.4mm,1.4mm;1.9mm,
893,carex_lativena,plant_height,0cm,12cm,
894,carex_laxa,fruit_length,1.5mm,1.9mm,
895,carex_laxa,fruit_width,1mm,1.2mm,
896,carex_laxa,inflorescence_length,12cm;4cm,20cm;12cm,
897,carex_laxa,leaf_width,2.5mm;1mm,3.5mm;2.5mm,
898,carex_laxa,plant_height,15cm,40cm,
899,carex_laxiculmis,fruit_length,2.2mm,3.2mm,
900,carex_laxiculmis,fruit_width,1.2mm,1.8mm,
901,carex_laxiculmis,inflorescence_length,0cm,9.5cm,
902,carex_laxiculmis,leaf_width,1mm;6.4mm;5.3mm;3mm,7mm;11.8mm;8.3mm;12mm,0-3.5 times wider than bract blades
903,carex_laxiculmis,plant_height,9cm,48cm,
