,species_name,coded_property_name,collapsed_data_minimum,collapsed_data_maximum,collapsed_data_value
904,carex_laxiflora,fruit_length,2.2mm;1.8mm,3.4mm;2.2mm,
905,carex_laxiflora,fruit_width,1mm,1.4mm,
906,carex_laxiflora,inflorescence_length,1cm,2.2cm,
907,carex_laxiflora,leaf_width,5mm;0.5mm,26mm;3.4mm,narrower
908,carex_laxiflora,plant_height,39cm,47cm,
909,carex_leavenworthii,fruit_length,1mm,1.5mm,
910,carex_leavenworthii,fruit_width,1mm,1.5mm,
911,carex_leavenworthii,inflorescence_length,0.7cm,2cm,
912,carex_leavenworthii,inflorescence_width,4.5mm,9mm,
913,carex_leavenworthii,leaf_width,3mm;1.1mm,4mm;3mm,
914,carex_leavenworthii,plant_height,10cm,80cm,
915,carex_lemmonii,inflorescence_length,0cm,15cm,
916,carex_lemmonii,leaf_width,3mm;1.5mm,4mm;3mm,
917,carex_lemmonii,plant_height,0cm,80cm,
918,carex_lenticularis,leaf_width,1.5mm;2mm;1.5mm;2mm;2mm,3.5mm;3.5mm;2.5mm;4mm;4mm,
919,carex_lenticularis,plant_height,8cm;15cm;3cm;17cm;15cm,60cm;60cm;35cm;78cm;90cm,
920,carex_leporinella,inflorescence_length,1.4cm,3cm,
921,carex_leporinella,inflorescence_width,5mm,11mm,
922,carex_leporinella,leaf_width,1mm,2.5mm,
923,carex_leporinella,plant_height,14cm,30cm,
924,carex_leptalea,fruit_length,1.3mm,1.9mm,
925,carex_leptalea,fruit_width,0.7mm,1.2mm,
926,carex_leptalea,leaf_width,0.4mm,1.3mm,
927,carex_leptalea,plant_height,10cm,70cm,
928,carex_leptonervia,fruit_length,1.8mm,2.8mm,
929,carex_leptonervia,fruit_width,0.8mm,1.2mm,
930,carex_leptonervia,inflorescence_length,0cm,0.2cm,
931,carex_leptonervia,leaf_width,0.5mm,3.4mm,narrower
932,carex_leptonervia,plant_height,12cm,44cm,
933,carex_leptopoda,fruit_length,1.8mm;1.5mm,1.9mm;1.8mm,
934,carex_leptopoda,fruit_width,0.9mm,1.4mm,
935,carex_leptopoda,inflorescence_length,17mm;43mm;34mm,34mm;68mm;43mm,
936,carex_leptopoda,leaf_width,2.4mm;2.8mm,5.9mm;5.9mm,
937,carex_leptopoda,plant_height,21cm,67cm,
938,carex_limosa,leaf_width,1mm,2.5mm,
939,carex_limosa,plant_height,20cm,60cm,
940,carex_livida,fruit_width,2.1mm;1.2mm,2.5mm;1.8mm,
941,carex_livida,inflorescence_length,8.59cm;0.6 length of proximal bract;2.2cm,12cm;1.8 length of proximal bract;8.59cm,
942,carex_livida,leaf_width,3.5mm;1.5mm,6.5mm;3.5mm,
943,carex_livida,plant_height,15cm,55cm,
944,carex_loliacea,inflorescence_length,1cm,2.5cm,
945,carex_loliacea,inflorescence_width,4mm,6mm,
946,carex_loliacea,leaf_width,1mm,2mm,
947,carex_loliacea,plant_height,15cm,40cm,
948,carex_lonchocarpa,fruit_length,3.4mm;2.3mm,3.8mm;3.4mm,
949,carex_lonchocarpa,fruit_width,1.8mm,2.4mm,
950,carex_lonchocarpa,inflorescence_length,3cm;15cm,15cm;50cm,
951,carex_lonchocarpa,leaf_width,3.5mm;4mm,4mm;12mm,
952,carex_lonchocarpa,plant_height,25cm;25cm;35cm,35cm;35cm;125cm,
953,carex_longii,inflorescence_length,4.5cm;1cm,6cm;4.5cm,
954,carex_longii,inflorescence_width,5mm,14mm,
955,carex_longii,leaf_width,2mm,4.5mm,
956,carex_longii,plant_height,120cm;120cm;30cm,140cm;140cm;120cm,
957,carex_louisianica,inflorescence_length,10cm,42cm,
958,carex_louisianica,leaf_width,2mm;2mm,6mm;4mm,
959,carex_louisianica,plant_height,20cm,75cm,
960,carex_lucorum,fruit_length,1.3mm,2.2mm,
961,carex_lucorum,fruit_width,0.9mm,1.6mm,
962,carex_lucorum,leaf_width,0.7mm;1.2mm;1.5mm;1.3mm;1mm,3.6mm;1.5mm;3.6mm;1.5mm;1.3mm,
963,carex_lucorum,plant_height,7cm,55cm,
964,carex_lupuliformis,inflorescence_length,6cm,40cm,
965,carex_lupuliformis,leaf_width,6mm;4mm,13mm;11mm,
966,carex_lupuliformis,plant_height,50cm,130cm,
967,carex_lupulina,inflorescence_length,4cm,40cm,
968,carex_lupulina,leaf_width,4mm;3mm,15mm;11mm,
969,carex_lupulina,plant_height,100cm;100cm;20cm,130cm;130cm;100cm,
970,carex_lurida,inflorescence_length,2.7cm,18cm,
971,carex_lurida,leaf_width,4mm;11.5mm;4.5mm,4.5mm;13mm;11.5mm,
972,carex_lurida,plant_height,15cm;15cm;95cm;95cm;25cm,25cm;25cm;110cm;110cm;95cm,
973,carex_lutea,fruit_length,1.4mm,1.9mm,
974,carex_lutea,fruit_width,1.2mm,1.5mm,
975,carex_lutea,leaf_width,1.8mm,3.8mm,
976,carex_lutea,plant_height,40cm;40cm;110cm;110cm;65cm;65cm,65cm;65cm;125cm;125cm;110cm;125cm,
977,carex_luzulifolia,fruit_length,1.5mm,2.2mm,
978,carex_luzulifolia,fruit_width,0.85mm,1.2mm,glabrous
979,carex_luzulifolia,leaf_width,5mm,20mm,
980,carex_luzulifolia,plant_height,0cm,100cm,
981,carex_luzulina,fruit_length,1.3mm,2mm,
982,carex_luzulina,fruit_width,0.7mm,1.1mm,
983,carex_luzulina,plant_height,0cm,90cm,
984,carex_lyngbyei,leaf_width,3mm,8mm,
985,carex_lyngbyei,plant_height,25cm,130cm,
986,carex_mackenziei,fruit_length,1.75mm,2mm,
987,carex_mackenziei,fruit_width,1.25mm,1.5mm,
988,carex_mackenziei,inflorescence_length,1.5cm,5cm,
989,carex_mackenziei,inflorescence_width,7mm,12mm,
990,carex_mackenziei,leaf_width,1mm,3mm,subequal or shorter;subequal or shorter
991,carex_mackenziei,plant_height,10cm,40cm,slender
992,carex_macloviana,inflorescence_length,0.9cm,2.1cm,
993,carex_macloviana,inflorescence_width,15mm;10mm,18.5mm;15mm,
994,carex_macloviana,plant_height,9cm;9cm;16cm,16cm;16cm;60cm,
995,carex_macrocephala,fruit_length,3mm,4.5mm,
996,carex_macrocephala,fruit_width,2.3mm,3mm,
997,carex_macrocephala,plant_height,10cm,35cm,
998,carex_macrochaeta,leaf_width,2mm,5mm,
999,carex_macrochaeta,plant_height,20cm,70cm,
1000,carex_magellanica,inflorescence_length,6mm,22mm,
1001,carex_magellanica,inflorescence_width,4mm,8mm,
1002,carex_magellanica,leaf_width,1mm,4mm,
1003,carex_magellanica,plant_height,10cm,80cm,
1004,carex_manhartii,fruit_length,1.8mm,2.2mm,
1005,carex_manhartii,fruit_width,1.4mm,1.8mm,
1006,carex_manhartii,inflorescence_length,0.9cm;3.2cm;1.2cm,1.2cm;5.3cm;3.2cm,
1007,carex_manhartii,leaf_width,0.5mm,3.4mm,narrower
1008,carex_manhartii,plant_height,21cm,39cm,
1009,carex_marina,fruit_length,1.25mm,1.5mm,
1010,carex_marina,inflorescence_length,0.7cm,1.5cm,
1011,carex_marina,inflorescence_width,4mm,7mm,
1012,carex_marina,leaf_width,1mm,2mm,
1013,carex_marina,plant_height,15cm;15cm;10cm,30cm;30cm;15cm,slender
1014,carex_mariposana,inflorescence_length,1.7cm,4.8cm,
1015,carex_mariposana,inflorescence_width,16mm;6mm,23mm;16mm,
1016,carex_mariposana,leaf_width,1.6mm,3.9mm,
1017,carex_mariposana,plant_height,20cm,91cm,
1018,carex_maritima,inflorescence_length,1.6cm;0.5cm,2cm;1.6cm,
1019,carex_maritima,plant_height,25cm;25cm;1cm,44cm;44cm;25cm,
1020,carex_mckittrickensis,fruit_length,1.6mm,1.9mm,
1021,carex_mckittrickensis,fruit_width,0.8mm,1.1mm,
1022,carex_mckittrickensis,leaf_width,0.5mm,1mm,
1023,carex_mckittrickensis,plant_height,22cm,35cm,
1024,carex_meadii,fruit_length,2.7mm,4mm,
1025,carex_meadii,fruit_width,2.2mm;1.7mm,2.5mm;2.2mm,
1026,carex_meadii,inflorescence_length,4cm,25cm,1-1.6 times as long as proximal bracts
1027,carex_meadii,leaf_width,5mm;2mm,7mm;5mm,
1028,carex_meadii,plant_height,15cm,60cm,
1029,carex_media,branch_quantity,2;1,4;2,
1030,carex_media,leaf_width,2mm,4mm,
1031,carex_media,plant_height,50cm;50cm;15cm,70cm;70cm;50cm,
1032,carex_melanostachya,inflorescence_length,6cm,20cm,
1033,carex_melanostachya,leaf_width,3.5mm;1.6mm,4mm;3.5mm,
1034,carex_melanostachya,plant_height,25cm,65cm,slender
1035,carex_membranacea,inflorescence_length,10cm;2.5cm,13cm;10cm,
1036,carex_membranacea,leaf_width,5mm;2.5mm,6.2mm;5mm,
1037,carex_membranacea,plant_height,13cm,55cm,
1038,carex_mendocinensis,fruit_length,1.6mm,2.5mm,
1039,carex_mendocinensis,fruit_width,0.9mm,1.5mm,
1040,carex_mendocinensis,leaf_width,2.5mm;0mm;1mm,5.5mm;4mm;4mm,thick
1041,carex_mendocinensis,plant_height,25cm,80cm,
1042,carex_merritt-fernaldii,inflorescence_length,1.5cm,5cm,
1043,carex_merritt-fernaldii,inflorescence_width,7mm,15mm,
1044,carex_merritt-fernaldii,leaf_width,1.5mm,3mm,
1045,carex_merritt-fernaldii,plant_height,30cm,100cm,
1046,carex_mertensii,branch_quantity,6;4,9;6,
1047,carex_mertensii,leaf_width,4mm,8mm,reduced
1048,carex_mertensii,plant_height,30cm,80cm,
1049,carex_mesochorea,fruit_length,1.5mm,1.7mm,
1050,carex_mesochorea,fruit_width,1.3mm,1.5mm,
1051,carex_mesochorea,inflorescence_length,1cm,2cm,
1052,carex_mesochorea,inflorescence_width,9mm,14mm,
1053,carex_mesochorea,plant_height,15cm,100cm,
1054,carex_michauxiana,fruit_length,2.2mm,3mm,
1055,carex_michauxiana,fruit_width,1.2mm,1.7mm,
1056,carex_michauxiana,inflorescence_length,1.8cm,18cm,
1057,carex_michauxiana,leaf_width,3.5mm;1.6mm,4.2mm;3.5mm,
1058,carex_michauxiana,plant_height,15cm,70cm,
1059,carex_microchaeta,leaf_width,5mm,6mm,
1060,carex_microchaeta,plant_height,5cm,35cm,
1061,carex_microdonta,fruit_length,1.9mm,2.7mm,
1062,carex_microdonta,fruit_width,1.2mm,1.6mm,
1063,carex_microdonta,leaf_width,5.9mm;2.1mm;2.8mm,8.3mm;5.9mm;8.3mm,
1064,carex_microdonta,plant_height,10cm,56cm,
1065,carex_microglochin,fruit_length,2.1mm,2.4mm,
1066,carex_microglochin,fruit_width,0.5mm,0.7mm,
1067,carex_microglochin,leaf_width,0.5mm,0.8mm,
1068,carex_microglochin,plant_height,2cm;2cm;23cm;23cm;4cm,4cm;4cm;36cm;36cm;23cm,
1069,carex_micropoda,leaf_width,1.5mm;0.25mm,2mm;1.5mm,
1070,carex_micropoda,plant_height,30cm;30cm;5cm,40cm;40cm;30cm,
1071,carex_microptera,inflorescence_length,0.8cm;1.1cm,1.1cm;2.6cm,
1072,carex_microptera,inflorescence_width,9.5mm,17.5mm,
1073,carex_microptera,leaf_width,2mm,5mm,
1074,carex_microptera,plant_height,20cm,110cm,
1075,carex_misera,fruit_length,2mm,2.5mm,
1076,carex_misera,fruit_width,0.8mm,1mm,
1077,carex_misera,leaf_width,1mm;0mm,2mm;1mm,thick
1078,carex_misera,plant_height,25cm,50cm,
1079,carex_missouriensis,inflorescence_length,2cm,4.5cm,
1080,carex_missouriensis,inflorescence_width,7.5mm,19mm,
1081,carex_missouriensis,leaf_width,3.2mm;1.8mm,4mm;3.2mm,
1082,carex_missouriensis,plant_height,45cm,90cm,
1083,carex_mitchelliana,leaf_width,3mm,8mm,
1084,carex_mitchelliana,plant_height,40cm,140cm,
1085,carex_molesta,inflorescence_length,3cm;1.3cm,3.5cm;3cm,
1086,carex_molesta,inflorescence_width,7mm,16mm,
1087,carex_molesta,leaf_width,1.5mm,4mm,
1088,carex_molesta,plant_height,35cm,110cm,
1089,carex_molestiformis,inflorescence_length,2.7cm;1.4cm,3.4cm;2.7cm,
1090,carex_molestiformis,inflorescence_width,7mm,16mm,
1091,carex_molestiformis,leaf_width,1.7mm,3.8mm,
1092,carex_molestiformis,plant_height,25cm,120cm,
1093,carex_muehlenbergii,fruit_length,1.9mm,2.2mm,
1094,carex_muehlenbergii,fruit_width,1.9mm,2.1mm,
1095,carex_muehlenbergii,inflorescence_length,1.5cm,4cm,
1096,carex_muehlenbergii,inflorescence_width,8mm,12mm,
1097,carex_muehlenbergii,leaf_width,2mm,4mm,
1098,carex_muehlenbergii,plant_height,20cm,90cm,
1099,carex_multicaulis,leaf_width,0.8mm,1.5mm,
1100,carex_multicaulis,plant_height,14cm,50cm,
1101,carex_multicostata,inflorescence_length,1.6cm,3cm,
1102,carex_multicostata,inflorescence_width,12mm,20mm,
1103,carex_multicostata,leaf_width,2mm;3mm,3mm;5mm,
1104,carex_multicostata,plant_height,14cm,110cm,
1105,carex_muricata,fruit_length,1.9mm,2.4mm,
1106,carex_muricata,fruit_width,1.5mm,2mm,
1107,carex_muricata,inflorescence_length,2.5cm;1cm,3cm;2.5cm,
1108,carex_muricata,inflorescence_width,7mm,10mm,
1109,carex_muricata,leaf_width,2mm,4mm,
1110,carex_muricata,plant_height,10cm,85cm,
1111,carex_muriculata,inflorescence_length,1.6cm;2.5cm,2.5cm;7cm,
1112,carex_muriculata,inflorescence_width,8mm,15mm,
1113,carex_muriculata,leaf_width,7cm;2.5mm;1mm,40cm;3.3mm;2.5mm,
1114,carex_muriculata,plant_height,10cm;10cm;20cm,20cm;20cm;80cm,
1115,carex_muskingumensis,inflorescence_length,4cm;5cm,5cm;9cm,
1116,carex_muskingumensis,inflorescence_width,10mm,20mm,
1117,carex_muskingumensis,leaf_width,3mm,5mm,
1118,carex_muskingumensis,plant_height,40cm,100cm,
1119,carex_nebrascensis,leaf_width,3mm,12mm,
1120,carex_nebrascensis,plant_height,20cm,90cm,
1121,carex_nelsonii,branch_quantity,2,3,
1122,carex_nelsonii,leaf_width,3mm,4mm,
1123,carex_nelsonii,plant_height,15cm,30cm,
1124,carex_nervina,branch_count,5,10,
1125,carex_nervina,fruit_length,0mm,2mm,
1126,carex_nervina,fruit_width,0mm,1.5mm,
1127,carex_nervina,plant_height,0cm,70cm,
1128,carex_neurophora,branch_count,5,10,
1129,carex_neurophora,fruit_length,0mm,1.5mm,
1130,carex_neurophora,fruit_width,0mm,1mm,
1131,carex_neurophora,inflorescence_length,0cm,2.5cm,
1132,carex_neurophora,inflorescence_width,0cm,1.5cm,
1133,carex_neurophora,plant_height,0cm,60cm,
1134,carex_nigra,leaf_width,2mm,4.5mm,
1135,carex_nigra,plant_height,10cm,110cm,
1136,carex_nigricans,plant_height,5cm,30cm,
1137,carex_nigromarginata,fruit_length,1.4mm,2mm,
1138,carex_nigromarginata,fruit_width,0.9mm,1.2mm,
1139,carex_nigromarginata,leaf_width,1.4mm,4mm,
1140,carex_nigromarginata,plant_height,8cm,27cm,
1141,carex_normalis,inflorescence_length,1.5cm,5cm,
1142,carex_normalis,inflorescence_width,5mm,16mm,
1143,carex_normalis,leaf_width,6mm;2.2mm,6.5mm;6mm,
1144,carex_normalis,plant_height,35cm,140cm,
1145,carex_norvegica,branch_quantity,2;1,3;2,
1146,carex_norvegica,leaf_width,2mm,3mm,
1147,carex_norvegica,plant_height,5cm,35cm,
1148,carex_nova,branch_quantity,2,3,
1149,carex_nova,leaf_width,2.5mm,4mm,
1150,carex_nova,plant_height,15cm,60cm,
1151,carex_novae-angliae,fruit_length,1.4mm,1.7mm,
1152,carex_novae-angliae,fruit_width,0.7mm,0.9mm,
1153,carex_novae-angliae,leaf_width,0.7mm,1.5mm,
1154,carex_novae-angliae,plant_height,5cm,40cm,
1155,carex_nudata,leaf_width,2mm,4mm,
1156,carex_nudata,plant_height,35cm,70cm,
1157,carex_obispoensis,fruit_length,3mm,4mm,
1158,carex_obispoensis,fruit_width,1.4mm,2.2mm,
1159,carex_obispoensis,leaf_width,2mm,3.5mm,
1160,carex_obnupta,leaf_width,3mm,7mm,
1161,carex_obnupta,plant_height,20cm,120cm,
1162,carex_obtusata,leaf_width,0.5mm,1.5mm,
1163,carex_obtusata,plant_height,3cm;3cm;10cm,10cm;10cm;20cm,
1164,carex_occidentalis,fruit_length,1.9mm,2mm,
1165,carex_occidentalis,fruit_width,1.5mm,1.6mm,
1166,carex_occidentalis,inflorescence_length,1.5cm,3.5cm,
1167,carex_occidentalis,inflorescence_width,6mm,10mm,
1168,carex_occidentalis,leaf_width,2.5mm;1.5mm,3mm;2.5mm,
1169,carex_occidentalis,plant_height,25cm,90cm,
1170,carex_oklahomensis,branch_count,15,20,
1171,carex_oklahomensis,inflorescence_length,5cm,10cm,
1172,carex_oligocarpa,branch_quantity,0.94;0.46,0.99;0.94,
1173,carex_oligocarpa,fruit_length,2.8mm,3.4mm,
1174,carex_oligocarpa,fruit_width,1.5mm,1.8mm,
1175,carex_oligocarpa,leaf_width,1.8mm;4mm;2.4mm,2.4mm;4.6mm;4mm,
1176,carex_oligocarpa,plant_height,3.2cm;10cm,8.8cm;55cm,
1177,carex_oligosperma,inflorescence_length,3cm,20cm,
1178,carex_oligosperma,leaf_width,0.5mm,2.5mm,
1179,carex_oligosperma,plant_height,30cm,90cm,
1180,carex_opaca,inflorescence_length,5.5cm;2.4cm,6.4cm;5.5cm,
1181,carex_opaca,inflorescence_width,6.5mm,21mm,
1182,carex_opaca,leaf_width,1.5mm,4.6mm,
1183,carex_opaca,plant_height,50cm,115cm,
1184,carex_oreocharis,fruit_length,2.6mm;2.2mm,3mm;2.6mm,
1185,carex_oreocharis,fruit_width,1.2mm,1.9mm,
1186,carex_oreocharis,leaf_width,0.7mm;1mm,1mm;2mm,
1187,carex_oreocharis,plant_height,10cm,50cm,
1188,carex_ormostachya,fruit_length,2mm,2.8mm,
1189,carex_ormostachya,fruit_width,1mm,1.4mm,
1190,carex_ormostachya,inflorescence_length,0.2cm,2.6cm,
1191,carex_ormostachya,leaf_width,3.5mm,12mm,
1192,carex_ormostachya,plant_height,28cm,44cm,
1193,carex_oronensis,inflorescence_length,1.5cm,3.4cm,
1194,carex_oronensis,inflorescence_width,6mm,15mm,
1195,carex_oronensis,leaf_width,2mm,4mm,
1196,carex_oronensis,plant_height,30cm,100cm,
1197,carex_ouachitana,branch_quantity,0.57;0.21,0.95;0.57,
1198,carex_ouachitana,fruit_length,2.6mm,3.4mm,
1199,carex_ouachitana,fruit_width,1.4mm,1.8mm,
1200,carex_ouachitana,leaf_width,5.1mm;2.4mm,6.7mm;5.1mm,
1201,carex_ouachitana,plant_height,60cm;60cm;20cm,68cm;68cm;60cm,high
1202,carex_ovalis,inflorescence_length,1.5cm,4cm,
1203,carex_ovalis,inflorescence_width,10mm,15mm,
1204,carex_ovalis,plant_height,24cm;24cm;35cm,35cm;35cm;85cm,
1205,carex_oxylepis,fruit_length,1.7mm,2.5mm,
1206,carex_oxylepis,fruit_width,1mm,1.5mm,
1207,carex_oxylepis,leaf_width,3mm;1.5mm,7mm;3mm,
1208,carex_oxylepis,plant_height,25cm,80cm,
1209,carex_ozarkana,inflorescence_length,2.3cm,8.4cm,
1210,carex_ozarkana,inflorescence_width,6mm,17mm,
1211,carex_ozarkana,leaf_width,1.8mm,4mm,
1212,carex_ozarkana,plant_height,35cm;35cm;95cm;95cm;45cm,45cm;45cm;110cm;110cm;95cm,
1213,carex_pachystachya,inflorescence_length,0.9cm,2.8cm,
1214,carex_pachystachya,inflorescence_width,6.7mm,16.3mm,
1215,carex_pachystachya,leaf_width,4.2mm;1.2mm,6.5mm;4.2mm,
1216,carex_pachystachya,plant_height,15cm,120cm,
1217,carex_paeninsulae,branch_quantity,0.73,0.95,
1218,carex_paeninsulae,fruit_length,2.9mm,3.4mm,
1219,carex_paeninsulae,fruit_width,1.3mm,1.4mm,
1220,carex_paeninsulae,inflorescence_length,8.1cm,29cm,
1221,carex_paeninsulae,leaf_width,3mm,4.6mm,
1222,carex_paeninsulae,plant_height,4.8cm;8.9cm,11.4cm;39cm,
1223,carex_paleacea,leaf_width,4mm,8mm,
1224,carex_paleacea,plant_height,15cm,80cm,
1225,carex_pallescens,fruit_length,1.8mm,2mm,
1226,carex_pallescens,fruit_width,1mm,1.2mm,
1227,carex_pallescens,leaf_width,2mm,3mm,
1228,carex_pallescens,plant_height,20cm,80cm,
1229,carex_panicea,fruit_length,1.8mm,2.9mm,
1230,carex_panicea,fruit_width,1.3mm,1.9mm,
1231,carex_panicea,inflorescence_length,3.2cm,21cm,1.7-3.5(-4.3) times as long as proximal bract
1232,carex_panicea,leaf_width,1.4mm,4.7mm,
1233,carex_panicea,plant_height,0.8cm;0.8cm;14cm,14cm;14cm;75cm,
1234,carex_pansa,inflorescence_length,1.2cm,2.5cm,
1235,carex_pansa,leaf_width,1.7mm,3.8mm,
1236,carex_pansa,plant_height,8cm,40cm,
1237,carex_parallela,fruit_length,1.6mm,2mm,
1238,carex_parallela,fruit_width,0.9mm,1.3mm,
1239,carex_parallela,leaf_width,0.4mm,1mm,
1240,carex_parallela,plant_height,5cm,30cm,
1241,carex_parryana,branch_quantity,2,5,
1242,carex_parryana,leaf_width,2mm,4mm,
1243,carex_parryana,plant_height,10cm,35cm,
1244,carex_pauciflora,fruit_length,2mm,2.4mm,
1245,carex_pauciflora,fruit_width,0.8mm,1mm,
1246,carex_paysonis,leaf_width,3mm,6mm,
1247,carex_paysonis,plant_height,15cm,50cm,
1248,carex_peckii,fruit_length,1.9mm,2.4mm,
1249,carex_peckii,fruit_width,1mm,1.3mm,
1250,carex_peckii,leaf_width,1mm,3.3mm,
1251,carex_peckii,plant_height,21cm,47cm,
1252,carex_pedunculata,fruit_width,1.5mm,1.6mm,
1253,carex_pedunculata,leaf_width,1.4mm,4mm,thick
1254,carex_pedunculata,plant_height,8.8cm,28cm,
1255,carex_pellita,inflorescence_length,5cm,30cm,
1256,carex_pellita,plant_height,15cm,100cm,
1257,carex_pelocarpa,branch_quantity,2,3,
1258,carex_pelocarpa,leaf_width,3mm,4mm,
1259,carex_pelocarpa,plant_height,10cm,40cm,
1260,carex_pendula,inflorescence_length,20cm,100cm,
1261,carex_pendula,leaf_width,8mm,18mm,
1262,carex_pensylvanica,fruit_length,1.3mm,2.3mm,
1263,carex_pensylvanica,fruit_width,1.4mm;0.9mm,1.6mm;1.4mm,
1264,carex_pensylvanica,leaf_width,0.5mm,3.6mm,
1265,carex_pensylvanica,plant_height,10cm,45cm,
1266,carex_perdentata,branch_quantity,2.5;0,5;2.5,
1267,carex_perdentata,fruit_length,1.8mm,2.8mm,
1268,carex_perdentata,fruit_width,1.5mm,2.2mm,
1269,carex_perdentata,inflorescence_length,1.4cm,2.8cm,
1270,carex_perdentata,inflorescence_width,9mm,14.5mm,
1271,carex_perdentata,leaf_width,2.2mm,4.6mm,
1272,carex_perdentata,plant_height,75cm;75cm;17cm,90cm;90cm;75cm,
1273,carex_perglobosa,inflorescence_length,1cm,1.8cm,
1274,carex_perglobosa,plant_height,5cm,15cm,
1275,carex_petasata,inflorescence_length,2cm;4.5cm;2.5cm,2.5cm;6cm;4.5cm,
1276,carex_petasata,inflorescence_width,9mm,16mm,
1277,carex_petasata,leaf_width,4mm;2mm,5mm;4mm,
1278,carex_petasata,plant_height,30cm,85cm,
1279,carex_petricosa,fruit_length,1.7mm,2.2mm,
1280,carex_petricosa,fruit_width,1mm,1.3mm,
1281,carex_petricosa,inflorescence_length,12cm;3cm,22cm;12cm,
1282,carex_petricosa,leaf_width,1mm,3.5mm,
1283,carex_petricosa,plant_height,10cm;0cm;0cm,90cm;90cm;50cm,
1284,carex_phaeocephala,inflorescence_length,3.5cm;1.5cm,4cm;3.5cm,
1285,carex_phaeocephala,inflorescence_width,10mm,15mm,
1286,carex_phaeocephala,leaf_width,2.5mm;1mm,3mm;2.5mm,
1287,carex_phaeocephala,plant_height,5cm;5cm;15cm,15cm;15cm;45cm,
1288,carex_picta,leaf_width,2mm,4.5mm,
1289,carex_picta,plant_height,12cm,35cm,
1290,carex_pigra,branch_quantity,0.71,0.93,
1291,carex_pigra,fruit_length,2.6mm,3.1mm,0.5-0.63 times as long as perigynia
1292,carex_pigra,fruit_width,1.3mm;1.4mm,1.4mm;1.6mm,
1293,carex_pigra,leaf_width,6.1mm,12.3mm,
1294,carex_pigra,plant_height,10cm,50cm,
1295,carex_pityophila,fruit_length,1.9mm,2.1mm,
1296,carex_pityophila,fruit_width,1.4mm,1.6mm,
1297,carex_pityophila,leaf_width,1.5mm;0.8mm,2.6mm;1.5mm,
1298,carex_pityophila,plant_height,3cm,12cm,
1299,carex_planispicata,branch_quantity,0.55,0.96,
1300,carex_planispicata,fruit_length,2.8mm,3.7mm,
1301,carex_planispicata,fruit_width,1.3mm,1.7mm,
1302,carex_planispicata,leaf_width,3mm;3.5mm,3.5mm;6.5mm,
1303,carex_planispicata,plant_height,14cm,60cm,high
1304,carex_planostachys,fruit_length,2.4mm,2.5mm,
1305,carex_planostachys,fruit_width,1.5mm,1.7mm,
1306,carex_planostachys,plant_height,0cm,30cm,
1307,carex_plantaginea,fruit_length,2.2mm,2.7mm,
1308,carex_plantaginea,fruit_width,1.5mm,1.9mm,
1309,carex_plantaginea,plant_height,24cm,54cm,
1310,carex_platyphylla,fruit_length,2.8mm,3mm,
1311,carex_platyphylla,fruit_width,1.6mm,1.8mm,
1312,carex_platyphylla,inflorescence_length,0.1cm,0.8cm,
1313,carex_platyphylla,plant_height,14cm,38cm,slender
1314,carex_pluriflora,leaf_width,1.5mm,4mm,
1315,carex_pluriflora,plant_height,20cm,60cm,
1316,carex_podocarpa,leaf_width,3mm,6mm,reduced
1317,carex_podocarpa,plant_height,5cm,60cm,
1318,carex_polymorpha,fruit_length,2.2mm,2.8mm,
1319,carex_polymorpha,fruit_width,1.4mm,2.3mm,
1320,carex_polymorpha,inflorescence_length,6cm,19cm,
1321,carex_polymorpha,leaf_width,2.5mm,6mm,
1322,carex_polymorpha,plant_height,30cm,60cm,
1323,carex_praeceptorum,fruit_width,0.8mm,1mm,
1324,carex_praeceptorum,inflorescence_length,1.5cm;1cm,2cm;1.5cm,
1325,carex_praeceptorum,inflorescence_width,5mm,10mm,
1326,carex_praeceptorum,leaf_width,1.5mm,2.5mm,thin
1327,carex_praeceptorum,plant_height,20cm;20cm;10cm,30cm;30cm;20cm,slender
1328,carex_praegracilis,inflorescence_length,0.9cm,4cm,
1329,carex_praegracilis,leaf_width,3mm;1mm,3.5mm;3mm,
1330,carex_praegracilis,plant_height,10cm;10cm;80cm;80cm;25cm,25cm;25cm;100cm;100cm;80cm,
1331,carex_prairea,branch_quantity,1,5,
1332,carex_prairea,fruit_length,1.2mm,1.6mm,
1333,carex_prairea,fruit_width,0.7mm,1mm,
1334,carex_prairea,leaf_width,2mm,3mm,
1335,carex_prairea,plant_height,3cm;6cm,6cm;100cm,elongating
1336,carex_prasina,fruit_length,1.3mm,2mm,
1337,carex_prasina,fruit_width,1mm,1.2mm,
1338,carex_prasina,leaf_width,2mm;2mm,5mm;3mm,thick
1339,carex_prasina,plant_height,30cm,80cm,
1340,carex_praticola,inflorescence_length,1.7cm;2.5cm,2.5cm;5cm,
1341,carex_praticola,inflorescence_width,15mm;10mm,17mm;15mm,
1342,carex_praticola,plant_height,16cm;16cm;70cm;70cm;30cm,30cm;30cm;95cm;95cm;70cm,
1343,carex_preslii,inflorescence_length,1.4cm,3cm,
1344,carex_preslii,inflorescence_width,5mm;8mm,8mm;15mm,
1345,carex_preslii,leaf_width,1.7mm,3.6mm,
1346,carex_preslii,plant_height,23cm,56cm,
1347,carex_projecta,inflorescence_length,2.5cm,6cm,
1348,carex_projecta,inflorescence_width,7mm,14mm,
1349,carex_projecta,leaf_width,3mm,7mm,
