,property_name,from,to,species_name,file_name
0,culm_arrangement_or_pubescence,,,carex_albursina,../../data/external/FNAV23/V23_807.xml
1,culm_position,,,carex_albursina,../../data/external/FNAV23/V23_807.xml
2,culm_orientation,,,carex_albursina,../../data/external/FNAV23/V23_807.xml
3,culm_architecture_or_arrangement,,,carex_albursina,../../data/external/FNAV23/V23_807.xml
4,culm_growth_form_or_orientation,,,carex_albursina,../../data/external/FNAV23/V23_807.xml
5,culm_architecture,,,carex_albursina,../../data/external/FNAV23/V23_807.xml
6,culm_length,10cm,62cm,carex_albursina,../../data/external/FNAV23/V23_807.xml
7,culm_width,2mm,2.4mm,carex_albursina,../../data/external/FNAV23/V23_807.xml
8,sheath_coloration,light-brown,brown,carex_albursina,../../data/external/FNAV23/V23_807.xml
9,sheath_coloration,,,carex_albursina,../../data/external/FNAV23/V23_807.xml
10,sheath_coloration,,,carex_albursina,../../data/external/FNAV23/V23_807.xml
11,sheath_size,,,carex_albursina,../../data/external/FNAV23/V23_807.xml
12,sheath_shape,,,carex_albursina,../../data/external/FNAV23/V23_807.xml
13,sheath_some_measurement,2mm,15mm,carex_albursina,../../data/external/FNAV23/V23_807.xml
14,blade_orientation,,,carex_albursina,../../data/external/FNAV23/V23_807.xml
15,midrib_development,,,carex_albursina,../../data/external/FNAV23/V23_807.xml
16,midrib_quantity,,,carex_albursina,../../data/external/FNAV23/V23_807.xml
17,lateral-vein_prominence,,,carex_albursina,../../data/external/FNAV23/V23_807.xml
18,lateral-vein_prominence_or_shape,,,carex_albursina,../../data/external/FNAV23/V23_807.xml
19,lateral-vein_width,,,carex_albursina,../../data/external/FNAV23/V23_807.xml
20,lateral-vein_length,10cm,35cm,carex_albursina,../../data/external/FNAV23/V23_807.xml
21,lateral-vein_width,10mm,38mm,carex_albursina,../../data/external/FNAV23/V23_807.xml
22,leaf_width,38mm,62mm,carex_albursina,../../data/external/FNAV23/V23_807.xml
23,leaf_width,13mm,38mm,carex_albursina,../../data/external/FNAV23/V23_807.xml
24,blade_architecture_or_pubescence_or_relief,,,carex_albursina,../../data/external/FNAV23/V23_807.xml
25,leaf_duration,,,carex_albursina,../../data/external/FNAV23/V23_807.xml
26,peduncle_some_measurement,0cm,5.8cm,carex_albursina,../../data/external/FNAV23/V23_807.xml
27,spike_presence,,,carex_albursina,../../data/external/FNAV23/V23_807.xml
28,bract_length,1.4cm,2.6cm,carex_albursina,../../data/external/FNAV23/V23_807.xml
29,bract_atypical_width,2.2mm,3.2mm,carex_albursina,../../data/external/FNAV23/V23_807.xml
30,bract_width,3.9mm,2.2mm,carex_albursina,../../data/external/FNAV23/V23_807.xml
31,blade_shape,,,carex_albursina,../../data/external/FNAV23/V23_807.xml
32,blade_shape,,,carex_albursina,../../data/external/FNAV23/V23_807.xml
33,blade_width,,,carex_albursina,../../data/external/FNAV23/V23_807.xml
34,blade_position,,,carex_albursina,../../data/external/FNAV23/V23_807.xml
35,blade_width,2.9mm,3.2mm,carex_albursina,../../data/external/FNAV23/V23_807.xml
36,blade_width,3.2mm,8.3mm,carex_albursina,../../data/external/FNAV23/V23_807.xml
37,spike_atypical_quantity,4,5,carex_albursina,../../data/external/FNAV23/V23_807.xml
38,spike_quantity,,,carex_albursina,../../data/external/FNAV23/V23_807.xml
39,spike_length,6mm,36mm,carex_albursina,../../data/external/FNAV23/V23_807.xml
40,spike_width,3mm,4.2mm,carex_albursina,../../data/external/FNAV23/V23_807.xml
41,spike_orientation,,,carex_albursina,../../data/external/FNAV23/V23_807.xml
42,spike_arrangement_or_course_or_shape,,,carex_albursina,../../data/external/FNAV23/V23_807.xml
43,spike_length,4mm,18mm,carex_albursina,../../data/external/FNAV23/V23_807.xml
44,spike_width,1.2mm,1.6mm,carex_albursina,../../data/external/FNAV23/V23_807.xml
45,spike_prominence,,,carex_albursina,../../data/external/FNAV23/V23_807.xml
46,spike_position_or_shape,,,carex_albursina,../../data/external/FNAV23/V23_807.xml
47,spike_quantity,,,carex_albursina,../../data/external/FNAV23/V23_807.xml
48,spike_architecture,,,carex_albursina,../../data/external/FNAV23/V23_807.xml
49,blade_position_or_shape,,,carex_albursina,../../data/external/FNAV23/V23_807.xml
50,blade_quantity,,,carex_albursina,../../data/external/FNAV23/V23_807.xml
51,blade_architecture,,,carex_albursina,../../data/external/FNAV23/V23_807.xml
52,bract_position_or_shape,,,carex_albursina,../../data/external/FNAV23/V23_807.xml
53,bract_quantity,,,carex_albursina,../../data/external/FNAV23/V23_807.xml
54,bract_architecture,,,carex_albursina,../../data/external/FNAV23/V23_807.xml
55,scale_architecture,,,carex_albursina,../../data/external/FNAV23/V23_807.xml
56,scale_shape,,,carex_albursina,../../data/external/FNAV23/V23_807.xml
57,scale_length,2.8mm,3.2mm,carex_albursina,../../data/external/FNAV23/V23_807.xml
58,scale_width,1.4mm,2mm,carex_albursina,../../data/external/FNAV23/V23_807.xml
59,apex_shape,,,carex_albursina,../../data/external/FNAV23/V23_807.xml
60,apex_architecture_or_shape,,,carex_albursina,../../data/external/FNAV23/V23_807.xml
61,apex_architecture,,,carex_albursina,../../data/external/FNAV23/V23_807.xml
62,scale_architecture,,,carex_albursina,../../data/external/FNAV23/V23_807.xml
63,scale_shape,,,carex_albursina,../../data/external/FNAV23/V23_807.xml
64,scale_length,2.8mm,3.2mm,carex_albursina,../../data/external/FNAV23/V23_807.xml
65,scale_width,1.4mm,2mm,carex_albursina,../../data/external/FNAV23/V23_807.xml
66,margin_coloration,,,carex_albursina,../../data/external/FNAV23/V23_807.xml
67,apex_shape,,,carex_albursina,../../data/external/FNAV23/V23_807.xml
68,anther_some_measurement,2mm,2.2mm,carex_albursina,../../data/external/FNAV23/V23_807.xml
69,perigynium_quantity,3,20,carex_albursina,../../data/external/FNAV23/V23_807.xml
70,perigynium_arrangement,,,carex_albursina,../../data/external/FNAV23/V23_807.xml
71,perigynium_orientation,,,carex_albursina,../../data/external/FNAV23/V23_807.xml
72,perigynium_orientation,,,carex_albursina,../../data/external/FNAV23/V23_807.xml
73,perigynium_shape,,,carex_albursina,../../data/external/FNAV23/V23_807.xml
74,perigynium_length,3mm,4.2mm,carex_albursina,../../data/external/FNAV23/V23_807.xml
75,perigynium_width,1.8mm,2.1mm,carex_albursina,../../data/external/FNAV23/V23_807.xml
76,beak_shape,,,carex_albursina,../../data/external/FNAV23/V23_807.xml
77,beak_some_measurement,0.3mm,0.6mm,carex_albursina,../../data/external/FNAV23/V23_807.xml
78,achene_shape,,,carex_albursina,../../data/external/FNAV23/V23_807.xml
79,achene_length,2.5mm,3.8mm,carex_albursina,../../data/external/FNAV23/V23_807.xml
80,achene_width,1.6mm,1.8mm,carex_albursina,../../data/external/FNAV23/V23_807.xml
81,chromosome_quantity,,,carex_albursina,../../data/external/FNAV23/V23_807.xml
0,whole_organism_growth_form,,,carex_microptera,../../data/external/FNAV23/V23_608.xml
1,whole_organism_growth_form,,,carex_microptera,../../data/external/FNAV23/V23_608.xml
2,culm_some_measurement,20cm,110cm,carex_microptera,../../data/external/FNAV23/V23_608.xml
3,sheath_coloration,,,carex_microptera,../../data/external/FNAV23/V23_608.xml
4,summit_shape,,,carex_microptera,../../data/external/FNAV23/V23_608.xml
5,summit_length,,,carex_microptera,../../data/external/FNAV23/V23_608.xml
6,summit_some_measurement,0mm,3mm,carex_microptera,../../data/external/FNAV23/V23_608.xml
7,ligule_atypical_some_measurement,1mm,2mm,carex_microptera,../../data/external/FNAV23/V23_608.xml
8,ligule_atypical_some_measurement,3mm,6mm,carex_microptera,../../data/external/FNAV23/V23_608.xml
9,ligule_some_measurement,2mm,3mm,carex_microptera,../../data/external/FNAV23/V23_608.xml
10,blade_atypical_quantity,2,3,carex_microptera,../../data/external/FNAV23/V23_608.xml
11,blade_quantity,3,7,carex_microptera,../../data/external/FNAV23/V23_608.xml
12,blade_length,10cm,50cm,carex_microptera,../../data/external/FNAV23/V23_608.xml
13,blade_width,2mm,5mm,carex_microptera,../../data/external/FNAV23/V23_608.xml
14,culm_reproduction,,,carex_microptera,../../data/external/FNAV23/V23_608.xml
15,inflorescence_density,,,carex_microptera,../../data/external/FNAV23/V23_608.xml
16,inflorescence_coloration,light,dark-brown and green,carex_microptera,../../data/external/FNAV23/V23_608.xml
17,inflorescence_atypical_length,0.8cm,1.1cm,carex_microptera,../../data/external/FNAV23/V23_608.xml
18,inflorescence_length,1.1cm,2.6cm,carex_microptera,../../data/external/FNAV23/V23_608.xml
19,inflorescence_width,9.5mm,17.5mm,carex_microptera,../../data/external/FNAV23/V23_608.xml
20,internode_atypical_some_measurement,3mm,4mm,carex_microptera,../../data/external/FNAV23/V23_608.xml
21,internode_some_measurement,0.5mm,3mm,carex_microptera,../../data/external/FNAV23/V23_608.xml
22,internode_atypical_some_measurement,2mm,3mm,carex_microptera,../../data/external/FNAV23/V23_608.xml
23,internode_some_measurement,0.5mm,2mm,carex_microptera,../../data/external/FNAV23/V23_608.xml
24,bract_shape,,,carex_microptera,../../data/external/FNAV23/V23_608.xml
25,bract_architecture_or_shape,,,carex_microptera,../../data/external/FNAV23/V23_608.xml
26,bract_architecture,,,carex_microptera,../../data/external/FNAV23/V23_608.xml
27,bract_height_or_length_or_size,,,carex_microptera,../../data/external/FNAV23/V23_608.xml
28,spike_atypical_quantity,10,14,carex_microptera,../../data/external/FNAV23/V23_608.xml
29,spike_quantity,4,10,carex_microptera,../../data/external/FNAV23/V23_608.xml
30,spike_arrangement,,,carex_microptera,../../data/external/FNAV23/V23_608.xml
31,spike_prominence,,,carex_microptera,../../data/external/FNAV23/V23_608.xml
32,spike_shape,,,carex_microptera,../../data/external/FNAV23/V23_608.xml
33,spike_atypical_length,9mm,11mm,carex_microptera,../../data/external/FNAV23/V23_608.xml
34,spike_length,5mm,9mm,carex_microptera,../../data/external/FNAV23/V23_608.xml
35,spike_width,4.3mm,7mm,carex_microptera,../../data/external/FNAV23/V23_608.xml
36,base_shape,,,carex_microptera,../../data/external/FNAV23/V23_608.xml
37,base_shape,,,carex_microptera,../../data/external/FNAV23/V23_608.xml
38,apex_shape,,,carex_microptera,../../data/external/FNAV23/V23_608.xml
39,apex_shape,,,carex_microptera,../../data/external/FNAV23/V23_608.xml
40,scale_architecture,,,carex_microptera,../../data/external/FNAV23/V23_608.xml
41,scale_coloration,,,carex_microptera,../../data/external/FNAV23/V23_608.xml
42,scale_coloration,,,carex_microptera,../../data/external/FNAV23/V23_608.xml
43,scale_coloration,,,carex_microptera,../../data/external/FNAV23/V23_608.xml
44,scale_coloration,,,carex_microptera,../../data/external/FNAV23/V23_608.xml
45,scale_coloration,,,carex_microptera,../../data/external/FNAV23/V23_608.xml
46,scale_coloration,,,carex_microptera,../../data/external/FNAV23/V23_608.xml
47,scale_shape,,,carex_microptera,../../data/external/FNAV23/V23_608.xml
48,scale_some_measurement,2.4mm,3.5mm,carex_microptera,../../data/external/FNAV23/V23_608.xml
49,scale_width,,,carex_microptera,../../data/external/FNAV23/V23_608.xml
50,scale_width,,,carex_microptera,../../data/external/FNAV23/V23_608.xml
51,midstripe_coloration,,,carex_microptera,../../data/external/FNAV23/V23_608.xml
52,midstripe_coloration,,,carex_microptera,../../data/external/FNAV23/V23_608.xml
53,margin_coloration,,,carex_microptera,../../data/external/FNAV23/V23_608.xml
54,margin_width,0mm,0.1mm,carex_microptera,../../data/external/FNAV23/V23_608.xml
55,apex_shape,,,carex_microptera,../../data/external/FNAV23/V23_608.xml
56,perigynium_orientation,ascending,spreading,carex_microptera,../../data/external/FNAV23/V23_608.xml
57,perigynium_coloration,straw colored,brown,carex_microptera,../../data/external/FNAV23/V23_608.xml
58,perigynium_architecture,,,carex_microptera,../../data/external/FNAV23/V23_608.xml
59,perigynium_architecture,,,carex_microptera,../../data/external/FNAV23/V23_608.xml
60,vein_shape,ovate,broadly ovate,carex_microptera,../../data/external/FNAV23/V23_608.xml
61,vein_prominence_or_shape,,,carex_microptera,../../data/external/FNAV23/V23_608.xml
62,vein_thickness,2.8mm,3.4-4.5mm,carex_microptera,../../data/external/FNAV23/V23_608.xml
63,vein_thickness,3.4-4.5mm,5.2mm,carex_microptera,../../data/external/FNAV23/V23_608.xml
64,vein_thickness,,,carex_microptera,../../data/external/FNAV23/V23_608.xml
65,vein_thickness,0.3mm,0.5mm,carex_microptera,../../data/external/FNAV23/V23_608.xml
66,air_shape,,,carex_microptera,../../data/external/FNAV23/V23_608.xml
67,margin_prominence_or_shape,,,carex_microptera,../../data/external/FNAV23/V23_608.xml
68,margin_width,0.2mm,0.5mm,carex_microptera,../../data/external/FNAV23/V23_608.xml
69,margin_architecture_or_shape,,,carex_microptera,../../data/external/FNAV23/V23_608.xml
70,margin_reflectance,dull,slightly shiny,carex_microptera,../../data/external/FNAV23/V23_608.xml
71,tip_coloration,redbrown,dark-brown,carex_microptera,../../data/external/FNAV23/V23_608.xml
72,tip_shape,,,carex_microptera,../../data/external/FNAV23/V23_608.xml
73,tip_architecture,,,carex_microptera,../../data/external/FNAV23/V23_608.xml
74,tip_some_measurement,,,carex_microptera,../../data/external/FNAV23/V23_608.xml
75,tip_architecture_or_shape,,,carex_microptera,../../data/external/FNAV23/V23_608.xml
76,suture_atypical_some_measurement,0.6mm,0.9mm,carex_microptera,../../data/external/FNAV23/V23_608.xml
77,suture_some_measurement,0.2mm,0.6mm,carex_microptera,../../data/external/FNAV23/V23_608.xml
78,suture_prominence,,,carex_microptera,../../data/external/FNAV23/V23_608.xml
79,suture_prominence,,,carex_microptera,../../data/external/FNAV23/V23_608.xml
80,margin_coloration,,,carex_microptera,../../data/external/FNAV23/V23_608.xml
81,achene_atypical_some_measurement,2.5mm,2.8mm,carex_microptera,../../data/external/FNAV23/V23_608.xml
82,achene_some_measurement,1.5mm,2.5mm,carex_microptera,../../data/external/FNAV23/V23_608.xml
83,achene_shape,ovate,obovate,carex_microptera,../../data/external/FNAV23/V23_608.xml
84,achene_thickness,,,carex_microptera,../../data/external/FNAV23/V23_608.xml
85,achene_thickness,0.3mm,0.5mm,carex_microptera,../../data/external/FNAV23/V23_608.xml
86,chromosome_quantity,,,carex_microptera,../../data/external/FNAV23/V23_608.xml
87,chromosome_quantity,,,carex_microptera,../../data/external/FNAV23/V23_608.xml
0,whole_organism_growth_form,,,carex_adusta,../../data/external/FNAV23/V23_620.xml
1,whole_organism_growth_form,,,carex_adusta,../../data/external/FNAV23/V23_620.xml
2,culm_some_measurement,25cm,80cm,carex_adusta,../../data/external/FNAV23/V23_620.xml
3,sheath_coloration,,,carex_adusta,../../data/external/FNAV23/V23_620.xml
4,sheath_architecture,,,carex_adusta,../../data/external/FNAV23/V23_620.xml
5,summit_shape,,,carex_adusta,../../data/external/FNAV23/V23_620.xml
6,summit_shape,,,carex_adusta,../../data/external/FNAV23/V23_620.xml
7,summit_shape,,,carex_adusta,../../data/external/FNAV23/V23_620.xml
8,summit_length,,,carex_adusta,../../data/external/FNAV23/V23_620.xml
9,summit_some_measurement,0mm,1.5mm,carex_adusta,../../data/external/FNAV23/V23_620.xml
10,ligule_some_measurement,1mm,4mm,carex_adusta,../../data/external/FNAV23/V23_620.xml
11,blade_quantity,2,5,carex_adusta,../../data/external/FNAV23/V23_620.xml
12,blade_length,7cm,25cm,carex_adusta,../../data/external/FNAV23/V23_620.xml
13,blade_width,2mm,3.5mm,carex_adusta,../../data/external/FNAV23/V23_620.xml
14,culm_reproduction,,,carex_adusta,../../data/external/FNAV23/V23_620.xml
15,inflorescence_orientation,,,carex_adusta,../../data/external/FNAV23/V23_620.xml
16,inflorescence_density,,,carex_adusta,../../data/external/FNAV23/V23_620.xml
17,inflorescence_architecture,,,carex_adusta,../../data/external/FNAV23/V23_620.xml
18,inflorescence_coloration,greenish brown,gold,carex_adusta,../../data/external/FNAV23/V23_620.xml
19,inflorescence_length,2cm,4.5cm,carex_adusta,../../data/external/FNAV23/V23_620.xml
20,inflorescence_width,12mm,20mm,carex_adusta,../../data/external/FNAV23/V23_620.xml
21,internode_some_measurement,2mm,15mm,carex_adusta,../../data/external/FNAV23/V23_620.xml
22,internode_some_measurement,2.5mm,5mm,carex_adusta,../../data/external/FNAV23/V23_620.xml
23,bract_architecture_or_shape,,,carex_adusta,../../data/external/FNAV23/V23_620.xml
24,bract_length_or_size,,,carex_adusta,../../data/external/FNAV23/V23_620.xml
25,bract_architecture,,,carex_adusta,../../data/external/FNAV23/V23_620.xml
26,spike_atypical_quantity,8,11,carex_adusta,../../data/external/FNAV23/V23_620.xml
27,spike_quantity,5,8,carex_adusta,../../data/external/FNAV23/V23_620.xml
28,spike_fusion,,,carex_adusta,../../data/external/FNAV23/V23_620.xml
29,spike_shape,,,carex_adusta,../../data/external/FNAV23/V23_620.xml
30,spike_length,8mm,11mm,carex_adusta,../../data/external/FNAV23/V23_620.xml
31,spike_width,5mm,8mm,carex_adusta,../../data/external/FNAV23/V23_620.xml
32,base_shape,acute,rounded,carex_adusta,../../data/external/FNAV23/V23_620.xml
33,apex_shape,acute,rounded,carex_adusta,../../data/external/FNAV23/V23_620.xml
34,scale_architecture,,,carex_adusta,../../data/external/FNAV23/V23_620.xml
35,scale_coloration,,,carex_adusta,../../data/external/FNAV23/V23_620.xml
36,scale_shape,ovate,broadly ovate,carex_adusta,../../data/external/FNAV23/V23_620.xml
37,scale_some_measurement,4mm,5.5mm,carex_adusta,../../data/external/FNAV23/V23_620.xml
38,scale_variability,,,carex_adusta,../../data/external/FNAV23/V23_620.xml
39,scale_presence,,,carex_adusta,../../data/external/FNAV23/V23_620.xml
40,scale_quantity,,,carex_adusta,../../data/external/FNAV23/V23_620.xml
41,center_coloration,,,carex_adusta,../../data/external/FNAV23/V23_620.xml
42,margin_coloration,,,carex_adusta,../../data/external/FNAV23/V23_620.xml
43,apex_shape,acute,mucronate,carex_adusta,../../data/external/FNAV23/V23_620.xml
44,perigynium_orientation,ascending,spreading,carex_adusta,../../data/external/FNAV23/V23_620.xml
45,perigynium_coloration,,,carex_adusta,../../data/external/FNAV23/V23_620.xml
46,perigynium_coloration,,,carex_adusta,../../data/external/FNAV23/V23_620.xml
47,perigynium_coloration,,,carex_adusta,../../data/external/FNAV23/V23_620.xml
48,perigynium_coloration,,,carex_adusta,../../data/external/FNAV23/V23_620.xml
49,perigynium_coloration,,,carex_adusta,../../data/external/FNAV23/V23_620.xml
50,perigynium_architecture,,,carex_adusta,../../data/external/FNAV23/V23_620.xml
51,perigynium_architecture,,,carex_adusta,../../data/external/FNAV23/V23_620.xml
52,perigynium_shape,ovate,broadly ovate planoconvex,carex_adusta,../../data/external/FNAV23/V23_620.xml
53,perigynium_shape,ovate,broadly ovate planoconvex,carex_adusta,../../data/external/FNAV23/V23_620.xml
54,perigynium_thickness,,,carex_adusta,../../data/external/FNAV23/V23_620.xml
55,perigynium_thickness,0.7mm,1.1mm,carex_adusta,../../data/external/FNAV23/V23_620.xml
56,margin_prominence_or_shape,,,carex_adusta,../../data/external/FNAV23/V23_620.xml
57,margin_width,0.2mm,0.6mm,carex_adusta,../../data/external/FNAV23/V23_620.xml
58,margin_size_or_width,,,carex_adusta,../../data/external/FNAV23/V23_620.xml
59,beak_coloration,,,carex_adusta,../../data/external/FNAV23/V23_620.xml
60,beak_prominence_or_shape,,,carex_adusta,../../data/external/FNAV23/V23_620.xml
61,beak_architecture_or_shape,,,carex_adusta,../../data/external/FNAV23/V23_620.xml
62,suture_prominence,,,carex_adusta,../../data/external/FNAV23/V23_620.xml
63,achene_some_measurement,1.7mm,2mm,carex_adusta,../../data/external/FNAV23/V23_620.xml
64,achene_shape,obovate,elliptic,carex_adusta,../../data/external/FNAV23/V23_620.xml
65,achene_thickness,,,carex_adusta,../../data/external/FNAV23/V23_620.xml
66,achene_thickness,0.7mm,1mm,carex_adusta,../../data/external/FNAV23/V23_620.xml
67,chromosome_quantity,,,carex_adusta,../../data/external/FNAV23/V23_620.xml
0,culm_some_measurement,30cm,90cm,carex_shortiana,../../data/external/FNAV23/V23_973.xml
1,clump_size,medium,large-sized,carex_shortiana,../../data/external/FNAV23/V23_973.xml
2,leaf_position,,,carex_shortiana,../../data/external/FNAV23/V23_973.xml
3,blade_atypical_length,40cm,50cm,carex_shortiana,../../data/external/FNAV23/V23_973.xml
4,blade_length,10cm,40cm,carex_shortiana,../../data/external/FNAV23/V23_973.xml
5,blade_width,4mm,9mm,carex_shortiana,../../data/external/FNAV23/V23_973.xml
6,spike_arrangement,,,carex_shortiana,../../data/external/FNAV23/V23_973.xml
7,other_arrangement,,,carex_shortiana,../../data/external/FNAV23/V23_973.xml
8,other_architecture,,,carex_shortiana,../../data/external/FNAV23/V23_973.xml
9,other_architecture,,,carex_shortiana,../../data/external/FNAV23/V23_973.xml
10,other_shape,narrowly oblong,cylindric,carex_shortiana,../../data/external/FNAV23/V23_973.xml
11,other_length,1cm,4cm,carex_shortiana,../../data/external/FNAV23/V23_973.xml
12,other_width,3.5mm,5.6mm,carex_shortiana,../../data/external/FNAV23/V23_973.xml
13,spike_reproduction,,,carex_shortiana,../../data/external/FNAV23/V23_973.xml
14,flower_quantity,30,140,carex_shortiana,../../data/external/FNAV23/V23_973.xml
15,flower_architecture,,,carex_shortiana,../../data/external/FNAV23/V23_973.xml
16,flower_atypical_quantity,0,1,carex_shortiana,../../data/external/FNAV23/V23_973.xml
17,flower_quantity,1,10,carex_shortiana,../../data/external/FNAV23/V23_973.xml
18,flower_architecture,,,carex_shortiana,../../data/external/FNAV23/V23_973.xml
19,spike_architecture,,,carex_shortiana,../../data/external/FNAV23/V23_973.xml
20,spike_quantity,1/2,3/4,carex_shortiana,../../data/external/FNAV23/V23_973.xml
21,spike_architecture,,,carex_shortiana,../../data/external/FNAV23/V23_973.xml
22,scale_architecture,,,carex_shortiana,../../data/external/FNAV23/V23_973.xml
23,scale_shape,,,carex_shortiana,../../data/external/FNAV23/V23_973.xml
24,scale_some_measurement,1.5mm,3.2mm,carex_shortiana,../../data/external/FNAV23/V23_973.xml
25,perigynium_coloration,olive green,brown,carex_shortiana,../../data/external/FNAV23/V23_973.xml
26,perigynium_shape,,,carex_shortiana,../../data/external/FNAV23/V23_973.xml
27,perigynium_architecture,,,carex_shortiana,../../data/external/FNAV23/V23_973.xml
28,perigynium_length,2mm,2.6mm,carex_shortiana,../../data/external/FNAV23/V23_973.xml
29,perigynium_width,1.8mm,2.4mm,carex_shortiana,../../data/external/FNAV23/V23_973.xml
30,beak_orientation,,,carex_shortiana,../../data/external/FNAV23/V23_973.xml
31,angle_quantity,,,carex_shortiana,../../data/external/FNAV23/V23_973.xml
32,achene_shape,,,carex_shortiana,../../data/external/FNAV23/V23_973.xml
33,achene_length,1.5mm,1.8mm,carex_shortiana,../../data/external/FNAV23/V23_973.xml
34,achene_width,1mm,1.3mm,carex_shortiana,../../data/external/FNAV23/V23_973.xml
35,apex_architecture_or_shape,,,carex_shortiana,../../data/external/FNAV23/V23_973.xml
0,whole_organism_growth_form,,,carex_laxa,../../data/external/FNAV23/V23_783.xml
1,whole_organism_architecture,,,carex_laxa,../../data/external/FNAV23/V23_783.xml
2,whole_organism_growth_form,,,carex_laxa,../../data/external/FNAV23/V23_783.xml
3,culm_some_measurement,15cm,40cm,carex_laxa,../../data/external/FNAV23/V23_783.xml
4,culm_architecture_or_pubescence_or_relief,,,carex_laxa,../../data/external/FNAV23/V23_783.xml
5,sheath_coloration,greenish,pale brownish,carex_laxa,../../data/external/FNAV23/V23_783.xml
6,sheath_texture,,,carex_laxa,../../data/external/FNAV23/V23_783.xml
7,sheath_shape,,,carex_laxa,../../data/external/FNAV23/V23_783.xml
8,ligule_some_measurement,1.4mm,3.5mm,carex_laxa,../../data/external/FNAV23/V23_783.xml
9,ligule_length_or_size,,,carex_laxa,../../data/external/FNAV23/V23_783.xml
10,blade_coloration,,,carex_laxa,../../data/external/FNAV23/V23_783.xml
11,blade_prominence_or_shape,,,carex_laxa,../../data/external/FNAV23/V23_783.xml
12,blade_length,2cm,25cm,carex_laxa,../../data/external/FNAV23/V23_783.xml
13,blade_atypical_width,2.5mm,3.5mm,carex_laxa,../../data/external/FNAV23/V23_783.xml
14,blade_width,1mm,2.5mm,carex_laxa,../../data/external/FNAV23/V23_783.xml
15,shoot_reproduction,,,carex_laxa,../../data/external/FNAV23/V23_783.xml
16,shoot_reproduction,,,carex_laxa,../../data/external/FNAV23/V23_783.xml
17,inflorescence_atypical_some_measurement,12cm,20cm,carex_laxa,../../data/external/FNAV23/V23_783.xml
18,inflorescence_some_measurement,4cm,12cm,carex_laxa,../../data/external/FNAV23/V23_783.xml
19,inflorescence_length_or_size,,,carex_laxa,../../data/external/FNAV23/V23_783.xml
20,bract_atypical_some_measurement,7cm,13cm,carex_laxa,../../data/external/FNAV23/V23_783.xml
21,bract_some_measurement,1.8cm,7cm,carex_laxa,../../data/external/FNAV23/V23_783.xml
22,sheath_atypical_some_measurement,2.2cm,3.5cm,carex_laxa,../../data/external/FNAV23/V23_783.xml
23,sheath_some_measurement,0.9cm,2.2cm,carex_laxa,../../data/external/FNAV23/V23_783.xml
24,blade_atypical_some_measurement,5cm,9.5cm,carex_laxa,../../data/external/FNAV23/V23_783.xml
25,blade_some_measurement,0.9cm,5cm,carex_laxa,../../data/external/FNAV23/V23_783.xml
26,spike_architecture,,,carex_laxa,../../data/external/FNAV23/V23_783.xml
27,spike_quantity,1,2,carex_laxa,../../data/external/FNAV23/V23_783.xml
28,spike_height_or_length_or_size,,,carex_laxa,../../data/external/FNAV23/V23_783.xml
29,spike_shape,,,carex_laxa,../../data/external/FNAV23/V23_783.xml
30,spike_length,0.6cm,1.5cm,carex_laxa,../../data/external/FNAV23/V23_783.xml
31,spike_width,4mm,6mm,carex_laxa,../../data/external/FNAV23/V23_783.xml
32,spike_orientation,,,carex_laxa,../../data/external/FNAV23/V23_783.xml
33,peduncle_fragility,,,carex_laxa,../../data/external/FNAV23/V23_783.xml
34,scale_architecture,,,carex_laxa,../../data/external/FNAV23/V23_783.xml
35,scale_coloration,,,carex_laxa,../../data/external/FNAV23/V23_783.xml
36,scale_shape,,,carex_laxa,../../data/external/FNAV23/V23_783.xml
37,scale_shape,,,carex_laxa,../../data/external/FNAV23/V23_783.xml
38,scale_shape,,,carex_laxa,../../data/external/FNAV23/V23_783.xml
39,perigynium_atypical_quantity,3,5,carex_laxa,../../data/external/FNAV23/V23_783.xml
40,perigynium_quantity,5,18,carex_laxa,../../data/external/FNAV23/V23_783.xml
41,perigynium_density,,,carex_laxa,../../data/external/FNAV23/V23_783.xml
42,perigynium_coloration,,,carex_laxa,../../data/external/FNAV23/V23_783.xml
43,perigynium_architecture,,,carex_laxa,../../data/external/FNAV23/V23_783.xml
44,perigynium_length,2.8mm,4mm,carex_laxa,../../data/external/FNAV23/V23_783.xml
45,perigynium_width,1.2mm,1.5mm,carex_laxa,../../data/external/FNAV23/V23_783.xml
46,apex_shape,gradually tapered,entire,carex_laxa,../../data/external/FNAV23/V23_783.xml
47,apex_relief,,,carex_laxa,../../data/external/FNAV23/V23_783.xml
48,beak_presence,,,carex_laxa,../../data/external/FNAV23/V23_783.xml
49,beak_prominence,,,carex_laxa,../../data/external/FNAV23/V23_783.xml
50,beak_some_measurement,0mm,0.3mm,carex_laxa,../../data/external/FNAV23/V23_783.xml
51,achene_coloration,light,dark-brown,carex_laxa,../../data/external/FNAV23/V23_783.xml
52,achene_length,1.5mm,1.9mm,carex_laxa,../../data/external/FNAV23/V23_783.xml
53,achene_width,1mm,1.2mm,carex_laxa,../../data/external/FNAV23/V23_783.xml
0,culm_arrangement_or_pubescence,,,carex_leptonervia,../../data/external/FNAV23/V23_797.xml
1,culm_orientation,,,carex_leptonervia,../../data/external/FNAV23/V23_797.xml
