,species_name,coded_property_name,collapsed_data
540,carex_flacca,maximum_plant_height,35cm
541,carex_flaccosperma,maximum_fruit_length,3.4mm
542,carex_flaccosperma,maximum_fruit_width,1.4mm;1.7mm;1.6mm
543,carex_flaccosperma,maximum_leaf_width,14.7mm
544,carex_flaccosperma,maximum_plant_height,60cm
545,carex_flava,maximum_fruit_length,1.7mm
546,carex_flava,maximum_fruit_width,1.2mm
547,carex_flava,maximum_leaf_width,4.7mm
548,carex_flava,maximum_plant_height,75cm
549,carex_floridana,maximum_fruit_length,2mm
550,carex_floridana,maximum_fruit_width,1.3mm
551,carex_floridana,maximum_plant_height,17cm
552,carex_foenea,maximum_inflorescence_length,8cm
553,carex_foenea,maximum_inflorescence_width,15mm
554,carex_foenea,maximum_leaf_width,4mm
555,carex_foenea,maximum_plant_height,120cm
556,carex_folliculata,maximum_fruit_length,3.4mm;4.5mm;4mm
557,carex_folliculata,maximum_fruit_width,2.3mm
558,carex_folliculata,maximum_inflorescence_length,85cm
559,carex_folliculata,maximum_leaf_width,21mm;18mm;21mm;18mm
560,carex_folliculata,maximum_plant_height,175cm
561,carex_formosa,maximum_fruit_length,2.5mm
562,carex_formosa,maximum_fruit_width,1.5mm
563,carex_formosa,maximum_inflorescence_length,50mm
564,carex_formosa,maximum_leaf_width,7mm;4.5mm
565,carex_fracta,maximum_leaf_width,7mm
566,carex_fracta,maximum_plant_height,115cm
567,carex_frankii,maximum_leaf_width,11.5mm
568,carex_frankii,maximum_plant_height,80cm
569,carex_fuliginosa,maximum_fruit_length,2mm
570,carex_fuliginosa,maximum_fruit_width,1mm
571,carex_fuliginosa,maximum_inflorescence_length,12cm
572,carex_fuliginosa,maximum_leaf_width,3.5mm
573,carex_fuliginosa,maximum_plant_height,30cm
574,carex_garberi,maximum_fruit_length,2mm
575,carex_garberi,maximum_fruit_width,1.5mm
576,carex_garberi,maximum_leaf_width,2.5mm
577,carex_garberi,maximum_plant_height,40cm
578,carex_geophila,maximum_fruit_length,2.8mm
579,carex_geophila,maximum_fruit_width,1.9mm
580,carex_geophila,maximum_plant_height,22cm
581,carex_geyeri,maximum_leaf_width,3.5mm
582,carex_geyeri,maximum_plant_height,49cm
583,carex_gholsonii,maximum_fruit_length,2.7mm;2.5mm
584,carex_gholsonii,maximum_fruit_width,1.6mm
585,carex_gholsonii,maximum_leaf_width,11.3mm
586,carex_gholsonii,maximum_plant_height,75cm
587,carex_gigantea,maximum_inflorescence_length,40cm
588,carex_gigantea,maximum_leaf_width,16mm;11mm
589,carex_gigantea,maximum_plant_height,120cm
590,carex_glacialis,maximum_fruit_length,
591,carex_glacialis,maximum_fruit_width,
592,carex_glacialis,maximum_plant_height,20cm
593,carex_glareosa,maximum_fruit_length,
594,carex_glareosa,maximum_fruit_width,1.25mm
595,carex_glareosa,maximum_inflorescence_length,2cm
596,carex_glareosa,maximum_inflorescence_width,12mm
597,carex_glareosa,maximum_leaf_width,2mm
598,carex_glareosa,maximum_plant_height,40cm
599,carex_glaucescens,maximum_fruit_length,3mm
600,carex_glaucescens,maximum_fruit_width,2mm
601,carex_glaucescens,maximum_inflorescence_length,
602,carex_glaucescens,maximum_leaf_width,8mm
603,carex_glaucescens,maximum_plant_height,120cm
604,carex_glaucodea,maximum_fruit_length,3mm
605,carex_glaucodea,maximum_fruit_width,1.7mm;1.6mm
606,carex_glaucodea,maximum_leaf_width,5.7mm;10.8mm
607,carex_glaucodea,maximum_plant_height,50cm
608,carex_globosa,maximum_fruit_length,2.7mm
609,carex_globosa,maximum_fruit_width,2.3mm
610,carex_globosa,maximum_plant_height,47cm
611,carex_gmelinii,maximum_leaf_width,4mm
612,carex_gmelinii,maximum_plant_height,60cm
613,carex_godfreyi,maximum_fruit_length,3.1mm;3.7mm;3.5mm
614,carex_godfreyi,maximum_fruit_width,1.8mm
615,carex_godfreyi,maximum_leaf_width,5.3mm;4mm
616,carex_godfreyi,maximum_plant_height,65cm
617,carex_gracilescens,maximum_fruit_length,2.8mm
618,carex_gracilescens,maximum_fruit_width,1.6mm
619,carex_gracilescens,maximum_leaf_width,3.4mm
620,carex_gracilescens,maximum_plant_height,78cm
621,carex_gracilior,maximum_inflorescence_length,3cm
622,carex_gracilior,maximum_inflorescence_width,12mm
623,carex_gracilior,maximum_leaf_width,3.5mm
624,carex_gracilior,maximum_plant_height,70cm
625,carex_gracillima,maximum_fruit_length,2.6mm
626,carex_gracillima,maximum_fruit_width,1.2mm
627,carex_gracillima,maximum_leaf_width,9mm;4mm
628,carex_granularis,maximum_fruit_length,2.3mm
629,carex_granularis,maximum_fruit_width,1.4mm
630,carex_granularis,maximum_leaf_width,5.3mm
631,carex_granularis,maximum_plant_height,70cm
632,carex_gravida,maximum_fruit_length,2.1mm
633,carex_gravida,maximum_fruit_width,2mm
634,carex_gravida,maximum_inflorescence_length,5cm
635,carex_gravida,maximum_inflorescence_width,15mm
636,carex_gravida,maximum_plant_height,100cm
637,carex_grayi,maximum_inflorescence_length,17cm
638,carex_grayi,maximum_leaf_width,11mm;7mm
639,carex_grayi,maximum_plant_height,90cm
640,carex_grisea,maximum_fruit_length,0.7;3.1mm;3.7mm;0.66;3.5mm
641,carex_grisea,maximum_fruit_width,2.2mm;2.1mm
642,carex_grisea,maximum_leaf_width,4.2mm;9.1mm;8.2mm
643,carex_grisea,maximum_plant_height,3.2cm;90cm
644,carex_gynandra,maximum_leaf_width,10.5mm
645,carex_gynandra,maximum_plant_height,140cm
646,carex_gynocrates,maximum_fruit_length,1.7mm
647,carex_gynocrates,maximum_fruit_width,1.2mm
648,carex_gynocrates,maximum_plant_height,30cm
649,carex_gynodynama,maximum_fruit_length,2.6mm
650,carex_gynodynama,maximum_fruit_width,1.7mm
651,carex_gynodynama,maximum_leaf_width,12mm;2mm
652,carex_halliana,maximum_inflorescence_length,25cm
653,carex_halliana,maximum_leaf_width,5.5mm
654,carex_halliana,maximum_plant_height,40cm
655,carex_hallii,maximum_leaf_width,3.5mm
656,carex_hallii,maximum_plant_height,30cm
657,carex_harfordii,maximum_inflorescence_length,4cm
658,carex_harfordii,maximum_inflorescence_width,20mm
659,carex_harfordii,maximum_plant_height,135cm
660,carex_hassei,maximum_fruit_length,2mm
661,carex_hassei,maximum_fruit_width,1.5mm
662,carex_hassei,maximum_leaf_width,3mm
663,carex_hassei,maximum_plant_height,40cm
664,carex_haydeniana,maximum_inflorescence_length,2.1cm
665,carex_haydeniana,maximum_inflorescence_width,18mm
666,carex_haydeniana,maximum_leaf_width,4mm
667,carex_haydeniana,maximum_plant_height,30cm
668,carex_haydenii,maximum_leaf_width,5mm
669,carex_haydenii,maximum_plant_height,115cm
670,carex_heleonastes,maximum_fruit_length,2mm
671,carex_heleonastes,maximum_fruit_width,1.2mm
672,carex_heleonastes,maximum_inflorescence_length,2cm
673,carex_heleonastes,maximum_inflorescence_width,10mm
674,carex_heleonastes,maximum_leaf_width,2mm
675,carex_heleonastes,maximum_plant_height,35cm
676,carex_helleri,maximum_leaf_width,3mm
677,carex_helleri,maximum_plant_height,30cm
678,carex_hendersonii,maximum_fruit_length,5mm
679,carex_hendersonii,maximum_fruit_width,2mm
680,carex_hendersonii,maximum_inflorescence_length,4cm
681,carex_hendersonii,maximum_leaf_width,16mm
682,carex_hendersonii,maximum_plant_height,87cm
683,carex_heteroneura,maximum_leaf_width,5mm
684,carex_heteroneura,maximum_plant_height,60cm
685,carex_heterostachya,maximum_inflorescence_length,12cm
686,carex_heterostachya,maximum_leaf_width,3.2mm
687,carex_heterostachya,maximum_plant_height,60cm
688,carex_hirsutella,maximum_fruit_length,2.6mm;2.1mm
689,carex_hirsutella,maximum_fruit_width,1.3mm
690,carex_hirsutella,maximum_leaf_width,4mm
691,carex_hirsutella,maximum_plant_height,90cm
692,carex_hirta,maximum_inflorescence_length,50cm
693,carex_hirta,maximum_leaf_width,8mm
694,carex_hirta,maximum_plant_height,90cm
695,carex_hirtifolia,maximum_fruit_length,2.8mm
696,carex_hirtifolia,maximum_fruit_width,1.5mm
697,carex_hirtifolia,maximum_plant_height,60cm
698,carex_hirtissima,maximum_fruit_length,3.1mm
699,carex_hirtissima,maximum_fruit_width,1.7mm
700,carex_hirtissima,maximum_leaf_width,12mm;3mm
701,carex_hitchcockiana,maximum_fruit_length,4.2mm;3.9mm
702,carex_hitchcockiana,maximum_fruit_width,1.8mm;2.1mm
703,carex_hitchcockiana,maximum_leaf_width,3.4mm;6.5mm;5.4mm
704,carex_hitchcockiana,maximum_plant_height,60cm
705,carex_holostoma,maximum_leaf_width,3mm
706,carex_holostoma,maximum_plant_height,30cm
707,carex_hoodii,maximum_fruit_length,2.1mm
708,carex_hoodii,maximum_fruit_width,1.8mm
709,carex_hoodii,maximum_plant_height,80cm
710,carex_hookeriana,maximum_fruit_length,1.7mm
711,carex_hookeriana,maximum_fruit_width,1.2mm
712,carex_hookeriana,maximum_inflorescence_length,5cm
713,carex_hookeriana,maximum_inflorescence_width,10mm
714,carex_hookeriana,maximum_plant_height,80cm
715,carex_hormathodes,maximum_inflorescence_length,6cm
716,carex_hormathodes,maximum_inflorescence_width,16mm
717,carex_hormathodes,maximum_leaf_width,3mm
718,carex_hormathodes,maximum_plant_height,80cm
719,carex_hostiana,maximum_fruit_length,2mm
720,carex_hostiana,maximum_fruit_width,1.5mm
721,carex_hostiana,maximum_leaf_width,3.1mm
722,carex_hostiana,maximum_plant_height,60cm
723,carex_houghtoniana,maximum_inflorescence_length,23cm
724,carex_houghtoniana,maximum_leaf_width,8.5mm
725,carex_houghtoniana,maximum_plant_height,80cm
726,carex_hyalina,maximum_inflorescence_length,4cm
727,carex_hyalina,maximum_inflorescence_width,12mm
728,carex_hyalina,maximum_leaf_width,2.7mm
729,carex_hyalina,maximum_plant_height,95cm
730,carex_hyalinolepis,maximum_inflorescence_length,50cm
731,carex_hyalinolepis,maximum_leaf_width,5.5mm;13mm
732,carex_hyalinolepis,maximum_plant_height,110cm
733,carex_hystericina,maximum_inflorescence_length,12cm
734,carex_hystericina,maximum_leaf_width,8.5mm
735,carex_hystericina,maximum_plant_height,100cm
736,carex_idahoa,maximum_leaf_width,5mm
737,carex_idahoa,maximum_plant_height,40cm
738,carex_illota,maximum_inflorescence_length,1.2cm
739,carex_illota,maximum_inflorescence_width,10mm
740,carex_illota,maximum_leaf_width,2.5mm
741,carex_illota,maximum_plant_height,38cm
742,carex_impressinervia,maximum_fruit_length,3.5mm
743,carex_impressinervia,maximum_fruit_width,1.8mm
744,carex_impressinervia,maximum_leaf_width,4mm
745,carex_impressinervia,maximum_plant_height,85cm
746,carex_incurviformis,maximum_inflorescence_length,1.2cm
747,carex_incurviformis,maximum_plant_height,12cm
748,carex_infirminervia,maximum_fruit_length,2.2mm
749,carex_infirminervia,maximum_fruit_width,1.3mm
750,carex_infirminervia,maximum_inflorescence_length,68mm
751,carex_infirminervia,maximum_leaf_width,3.8mm;3.8mm
752,carex_infirminervia,maximum_plant_height,83cm
753,carex_inops,maximum_fruit_length,1.6mm;2.5mm
754,carex_inops,maximum_fruit_width,2.2mm
755,carex_inops,maximum_plant_height,50cm
756,carex_integra,maximum_inflorescence_length,2.4cm
757,carex_integra,maximum_inflorescence_width,14mm
758,carex_integra,maximum_plant_height,55cm
759,carex_interior,maximum_fruit_length,1.8mm
760,carex_interior,maximum_fruit_width,1.5mm
761,carex_interior,maximum_inflorescence_length,3.7cm
762,carex_interior,maximum_leaf_width,2.4mm;2.7mm;2.4mm
763,carex_interior,maximum_plant_height,95cm
764,carex_interrupta,maximum_leaf_width,5mm
765,carex_interrupta,maximum_plant_height,75cm
766,carex_intumescens,maximum_inflorescence_length,15cm
767,carex_intumescens,maximum_leaf_width,8mm;6mm
768,carex_intumescens,maximum_plant_height,80cm
769,carex_jamesii,maximum_fruit_length,2.6mm
770,carex_jamesii,maximum_fruit_width,2.4mm
771,carex_jamesii,maximum_leaf_width,4.8mm
772,carex_jamesii,maximum_plant_height,37cm
773,carex_jonesii,maximum_fruit_length,1.5mm
774,carex_jonesii,maximum_fruit_width,1mm
775,carex_jonesii,maximum_inflorescence_length,2.5cm
776,carex_jonesii,maximum_inflorescence_width,1.5cm
777,carex_jonesii,maximum_leaf_width,
778,carex_jonesii,maximum_plant_height,60cm
779,carex_joorii,maximum_fruit_length,3mm
780,carex_joorii,maximum_fruit_width,3mm
781,carex_joorii,maximum_inflorescence_length,
782,carex_joorii,maximum_leaf_width,10mm
783,carex_joorii,maximum_plant_height,125cm
784,carex_juniperorum,maximum_fruit_length,2.5mm
785,carex_juniperorum,maximum_fruit_width,2mm
786,carex_juniperorum,maximum_plant_height,6.5cm;9.1cm
787,carex_kobomugi,maximum_fruit_length,7mm
788,carex_kobomugi,maximum_fruit_width,2.5mm
789,carex_kobomugi,maximum_plant_height,30cm
790,carex_kraliana,maximum_inflorescence_length,7.3mm
791,carex_kraliana,maximum_leaf_width,11mm;3.2mm;8.3mm
792,carex_kraliana,maximum_plant_height,56cm
793,carex_krausei,maximum_fruit_length,1.4mm
794,carex_krausei,maximum_fruit_width,0.9mm
795,carex_krausei,maximum_plant_height,15cm
796,carex_lachenalii,maximum_fruit_length,1.5mm
797,carex_lachenalii,maximum_fruit_width,
798,carex_lachenalii,maximum_inflorescence_length,2.5cm
799,carex_lachenalii,maximum_inflorescence_width,12mm
800,carex_lachenalii,maximum_leaf_width,2mm
801,carex_lachenalii,maximum_plant_height,40cm
802,carex_lacustris,maximum_inflorescence_length,60cm
803,carex_lacustris,maximum_leaf_width,8.5mm;21mm
804,carex_lacustris,maximum_plant_height,135cm
805,carex_laeviconica,maximum_inflorescence_length,65cm
806,carex_laeviconica,maximum_leaf_width,6mm
807,carex_laeviconica,maximum_plant_height,110cm
808,carex_laeviculmis,maximum_fruit_length,2mm
809,carex_laeviculmis,maximum_fruit_width,1.2mm
810,carex_laeviculmis,maximum_inflorescence_length,58mm
811,carex_laeviculmis,maximum_leaf_width,2.3mm;2.3mm;2mm
812,carex_laeviculmis,maximum_plant_height,66cm
813,carex_laevivaginata,maximum_fruit_length,
814,carex_laevivaginata,maximum_fruit_width,
815,carex_laevivaginata,maximum_inflorescence_length,6cm
816,carex_laevivaginata,maximum_inflorescence_width,
817,carex_laevivaginata,maximum_leaf_width,
818,carex_laevivaginata,maximum_plant_height,80cm
819,carex_lapponica,maximum_fruit_length,
820,carex_lapponica,maximum_fruit_width,
821,carex_lapponica,maximum_inflorescence_length,4cm
822,carex_lapponica,maximum_inflorescence_width,5mm
823,carex_lapponica,maximum_leaf_width,or shorter;2mm
824,carex_lapponica,maximum_plant_height,40cm
825,carex_lasiocarpa,maximum_inflorescence_length,20cm
826,carex_lasiocarpa,maximum_plant_height,120cm
827,carex_latebracteata,maximum_fruit_length,3mm
828,carex_latebracteata,maximum_fruit_width,2.5mm
829,carex_latebracteata,maximum_leaf_width,6mm;15mm
830,carex_latebracteata,maximum_plant_height,31cm
831,carex_lativena,maximum_fruit_length,2.4mm
832,carex_lativena,maximum_fruit_width,1.4mm;1.9mm
833,carex_lativena,maximum_plant_height,12cm
834,carex_laxa,maximum_fruit_length,1.9mm
835,carex_laxa,maximum_fruit_width,1.2mm
836,carex_laxa,maximum_inflorescence_length,12cm
837,carex_laxa,maximum_leaf_width,2.5mm
838,carex_laxa,maximum_plant_height,40cm
839,carex_laxiculmis,maximum_fruit_length,3.2mm
840,carex_laxiculmis,maximum_fruit_width,1.8mm
841,carex_laxiculmis,maximum_inflorescence_length,9.5cm
842,carex_laxiculmis,maximum_leaf_width,7mm
843,carex_laxiculmis,maximum_plant_height,48cm
844,carex_laxiflora,maximum_fruit_length,3.4mm;2.2mm
845,carex_laxiflora,maximum_fruit_width,1.4mm
846,carex_laxiflora,maximum_inflorescence_length,2.2cm
847,carex_laxiflora,maximum_leaf_width,26mm;3.4mm
848,carex_laxiflora,maximum_plant_height,47cm
849,carex_leavenworthii,maximum_fruit_length,1.5mm
850,carex_leavenworthii,maximum_fruit_width,1.5mm
851,carex_leavenworthii,maximum_inflorescence_length,2cm
852,carex_leavenworthii,maximum_inflorescence_width,9mm
853,carex_leavenworthii,maximum_plant_height,80cm
854,carex_lemmonii,maximum_inflorescence_length,15cm
855,carex_lemmonii,maximum_leaf_width,4mm;3mm
856,carex_lemmonii,maximum_plant_height,80cm
857,carex_leporinella,maximum_inflorescence_length,3cm
858,carex_leporinella,maximum_inflorescence_width,11mm
859,carex_leporinella,maximum_leaf_width,2.5mm
860,carex_leporinella,maximum_plant_height,30cm
861,carex_leptalea,maximum_fruit_length,1.9mm
862,carex_leptalea,maximum_fruit_width,1.2mm
863,carex_leptalea,maximum_plant_height,70cm
864,carex_leptonervia,maximum_fruit_length,2.8mm
865,carex_leptonervia,maximum_fruit_width,1.2mm
866,carex_leptonervia,maximum_inflorescence_length,0.2cm
867,carex_leptonervia,maximum_leaf_width,3.4mm
868,carex_leptonervia,maximum_plant_height,44cm
869,carex_leptopoda,maximum_fruit_length,1.9mm;1.8mm
870,carex_leptopoda,maximum_fruit_width,1.4mm
871,carex_leptopoda,maximum_inflorescence_length,43mm
872,carex_leptopoda,maximum_leaf_width,5.9mm;5.9mm
873,carex_leptopoda,maximum_plant_height,67cm
874,carex_limosa,maximum_plant_height,60cm
875,carex_livida,maximum_fruit_width,2.5mm;1.8mm
876,carex_livida,maximum_inflorescence_length,1.8 length of proximal bract;8.59cm
877,carex_livida,maximum_plant_height,55cm
878,carex_loliacea,maximum_fruit_length,
879,carex_loliacea,maximum_fruit_width,
880,carex_loliacea,maximum_inflorescence_length,2.5cm
881,carex_loliacea,maximum_inflorescence_width,6mm
882,carex_loliacea,maximum_leaf_width,2mm
883,carex_loliacea,maximum_plant_height,40cm
884,carex_lonchocarpa,maximum_fruit_length,3.8mm;3.4mm
885,carex_lonchocarpa,maximum_fruit_width,2.4mm
886,carex_lonchocarpa,maximum_inflorescence_length,50cm
887,carex_lonchocarpa,maximum_leaf_width,4mm;12mm
888,carex_lonchocarpa,maximum_plant_height,125cm
889,carex_longii,maximum_inflorescence_length,6cm;4.5cm
890,carex_longii,maximum_inflorescence_width,14mm
891,carex_longii,maximum_leaf_width,4.5mm
892,carex_longii,maximum_plant_height,120cm
893,carex_louisianica,maximum_inflorescence_length,42cm
894,carex_louisianica,maximum_leaf_width,6mm;4mm
895,carex_louisianica,maximum_plant_height,75cm
896,carex_lucorum,maximum_fruit_length,2.2mm
897,carex_lucorum,maximum_fruit_width,1.6mm
898,carex_lucorum,maximum_plant_height,55cm
899,carex_lupuliformis,maximum_inflorescence_length,40cm
900,carex_lupuliformis,maximum_leaf_width,13mm;11mm
901,carex_lupuliformis,maximum_plant_height,130cm
902,carex_lupulina,maximum_inflorescence_length,40cm
903,carex_lupulina,maximum_leaf_width,15mm;11mm
904,carex_lupulina,maximum_plant_height,100cm
905,carex_lurida,maximum_inflorescence_length,18cm
906,carex_lurida,maximum_leaf_width,4.5mm;13mm;11.5mm
907,carex_lurida,maximum_plant_height,95cm
908,carex_lutea,maximum_fruit_length,1.9mm
909,carex_lutea,maximum_fruit_width,1.5mm
910,carex_lutea,maximum_leaf_width,3.8mm
911,carex_lutea,maximum_plant_height,110cm;125cm
912,carex_luzulifolia,maximum_fruit_length,2.2mm
913,carex_luzulifolia,maximum_fruit_width,1.2mm
914,carex_luzulifolia,maximum_leaf_width,20mm
915,carex_luzulifolia,maximum_plant_height,100cm
916,carex_luzulina,maximum_fruit_length,2mm
917,carex_luzulina,maximum_fruit_width,1.1mm
918,carex_luzulina,maximum_plant_height,90cm
919,carex_lyngbyei,maximum_leaf_width,8mm
920,carex_lyngbyei,maximum_plant_height,130cm
921,carex_mackenziei,maximum_fruit_length,2mm
922,carex_mackenziei,maximum_fruit_width,1.5mm
923,carex_mackenziei,maximum_inflorescence_length,5cm
924,carex_mackenziei,maximum_inflorescence_width,12mm
925,carex_mackenziei,maximum_leaf_width,3mm
926,carex_mackenziei,maximum_plant_height,40cm
927,carex_macloviana,maximum_inflorescence_length,2.1cm
928,carex_macloviana,maximum_inflorescence_width,18.5mm;15mm
929,carex_macloviana,maximum_plant_height,60cm
930,carex_macrocephala,maximum_fruit_length,4.5mm
931,carex_macrocephala,maximum_fruit_width,3mm
932,carex_macrocephala,maximum_plant_height,35cm
933,carex_macrochaeta,maximum_plant_height,70cm
934,carex_manhartii,maximum_fruit_length,2.2mm
935,carex_manhartii,maximum_fruit_width,1.8mm
936,carex_manhartii,maximum_inflorescence_length,3.2cm
937,carex_manhartii,maximum_leaf_width,3.4mm
938,carex_manhartii,maximum_plant_height,39cm
939,carex_marina,maximum_fruit_length,1.5mm
940,carex_marina,maximum_fruit_width,
941,carex_marina,maximum_inflorescence_length,1.5cm
942,carex_marina,maximum_inflorescence_width,7mm
943,carex_marina,maximum_leaf_width,2mm
944,carex_marina,maximum_plant_height,15cm
945,carex_mariposana,maximum_inflorescence_length,4.8cm
946,carex_mariposana,maximum_inflorescence_width,23mm;16mm
947,carex_mariposana,maximum_leaf_width,3.9mm
948,carex_mariposana,maximum_plant_height,91cm
949,carex_maritima,maximum_inflorescence_length,1.6cm
950,carex_maritima,maximum_plant_height,25cm
951,carex_mckittrickensis,maximum_fruit_length,1.9mm
952,carex_mckittrickensis,maximum_fruit_width,1.1mm
953,carex_mckittrickensis,maximum_plant_height,35cm
954,carex_meadii,maximum_fruit_length,4mm
955,carex_meadii,maximum_fruit_width,2.5mm;2.2mm
956,carex_meadii,maximum_inflorescence_length,25cm
957,carex_meadii,maximum_leaf_width,5mm
958,carex_meadii,maximum_plant_height,60cm
959,carex_media,maximum_leaf_width,4mm
960,carex_media,maximum_plant_height,50cm
961,carex_melanostachya,maximum_inflorescence_length,20cm
962,carex_melanostachya,maximum_leaf_width,4mm;3.5mm
963,carex_melanostachya,maximum_plant_height,65cm
964,carex_membranacea,maximum_inflorescence_length,10cm
965,carex_membranacea,maximum_leaf_width,6.2mm;5mm
966,carex_membranacea,maximum_plant_height,55cm
967,carex_mendocinensis,maximum_fruit_length,2.5mm
968,carex_mendocinensis,maximum_fruit_width,1.5mm
969,carex_mendocinensis,maximum_leaf_width,5.5mm;4mm;4mm
970,carex_merritt-fernaldii,maximum_inflorescence_length,5cm
971,carex_merritt-fernaldii,maximum_inflorescence_width,15mm
972,carex_merritt-fernaldii,maximum_leaf_width,3mm
973,carex_merritt-fernaldii,maximum_plant_height,100cm
974,carex_mertensii,maximum_leaf_width,8mm
975,carex_mertensii,maximum_plant_height,80cm
976,carex_mesochorea,maximum_fruit_length,1.7mm
977,carex_mesochorea,maximum_fruit_width,1.5mm
978,carex_mesochorea,maximum_inflorescence_length,2cm
979,carex_mesochorea,maximum_inflorescence_width,14mm
980,carex_mesochorea,maximum_plant_height,100cm
981,carex_michauxiana,maximum_fruit_length,3mm
982,carex_michauxiana,maximum_fruit_width,1.7mm
983,carex_michauxiana,maximum_inflorescence_length,18cm
984,carex_michauxiana,maximum_leaf_width,4.2mm;3.5mm
985,carex_michauxiana,maximum_plant_height,70cm
986,carex_microchaeta,maximum_leaf_width,6mm
987,carex_microchaeta,maximum_plant_height,35cm
988,carex_microdonta,maximum_fruit_length,2.7mm
989,carex_microdonta,maximum_fruit_width,1.6mm
990,carex_microdonta,maximum_leaf_width,5.9mm;8.3mm
991,carex_microdonta,maximum_plant_height,56cm
992,carex_micropoda,maximum_leaf_width,2mm;1.5mm
993,carex_micropoda,maximum_plant_height,30cm
994,carex_microptera,maximum_inflorescence_length,1.1cm;2.6cm
995,carex_microptera,maximum_inflorescence_width,17.5mm
996,carex_microptera,maximum_leaf_width,5mm
997,carex_microptera,maximum_plant_height,110cm
998,carex_misera,maximum_fruit_length,2.5mm
999,carex_misera,maximum_fruit_width,1mm
1000,carex_misera,maximum_leaf_width,2mm;1mm
1001,carex_missouriensis,maximum_inflorescence_length,4.5cm
1002,carex_missouriensis,maximum_inflorescence_width,19mm
1003,carex_missouriensis,maximum_leaf_width,3.2mm
1004,carex_missouriensis,maximum_plant_height,90cm
1005,carex_mitchelliana,maximum_leaf_width,8mm
1006,carex_mitchelliana,maximum_plant_height,140cm
1007,carex_molesta,maximum_inflorescence_length,3.5cm;3cm
1008,carex_molesta,maximum_inflorescence_width,16mm
1009,carex_molesta,maximum_leaf_width,4mm
1010,carex_molesta,maximum_plant_height,110cm
1011,carex_molestiformis,maximum_inflorescence_length,3.4cm;2.7cm
1012,carex_molestiformis,maximum_inflorescence_width,16mm
1013,carex_molestiformis,maximum_leaf_width,3.8mm
1014,carex_molestiformis,maximum_plant_height,120cm
1015,carex_muehlenbergii,maximum_fruit_length,2.2mm
1016,carex_muehlenbergii,maximum_fruit_width,2.1mm
1017,carex_muehlenbergii,maximum_inflorescence_length,4cm
1018,carex_muehlenbergii,maximum_inflorescence_width,12mm
1019,carex_muehlenbergii,maximum_plant_height,90cm
1020,carex_multicaulis,maximum_leaf_width,1.5mm
1021,carex_multicaulis,maximum_plant_height,50cm
1022,carex_multicostata,maximum_inflorescence_length,3cm
1023,carex_multicostata,maximum_inflorescence_width,20mm
1024,carex_multicostata,maximum_leaf_width,5mm
1025,carex_multicostata,maximum_plant_height,110cm
1026,carex_muriculata,maximum_inflorescence_length,2.5cm;7cm
1027,carex_muriculata,maximum_inflorescence_width,15mm
1028,carex_muriculata,maximum_leaf_width,40cm;3.3mm;2.5mm
1029,carex_muriculata,maximum_plant_height,80cm
1030,carex_muskingumensis,maximum_inflorescence_length,5cm;9cm
1031,carex_muskingumensis,maximum_inflorescence_width,20mm
1032,carex_muskingumensis,maximum_leaf_width,5mm
1033,carex_muskingumensis,maximum_plant_height,100cm
1034,carex_nebrascensis,maximum_leaf_width,12mm
1035,carex_nebrascensis,maximum_plant_height,90cm
1036,carex_nelsonii,maximum_leaf_width,4mm
1037,carex_nelsonii,maximum_plant_height,30cm
1038,carex_nervina,maximum_fruit_length,2mm
1039,carex_nervina,maximum_fruit_width,1.5mm
1040,carex_nervina,maximum_inflorescence_length,
1041,carex_nervina,maximum_inflorescence_width,
1042,carex_nervina,maximum_leaf_width,
1043,carex_nervina,maximum_plant_height,70cm
1044,carex_neurophora,maximum_fruit_length,1.5mm
1045,carex_neurophora,maximum_fruit_width,1mm
1046,carex_neurophora,maximum_inflorescence_length,2.5cm
1047,carex_neurophora,maximum_inflorescence_width,1.5cm
1048,carex_neurophora,maximum_leaf_width,
1049,carex_neurophora,maximum_plant_height,60cm
1050,carex_nigra,maximum_leaf_width,4.5mm
1051,carex_nigra,maximum_plant_height,110cm
1052,carex_nigricans,maximum_plant_height,30cm
1053,carex_nigromarginata,maximum_fruit_length,2mm
1054,carex_nigromarginata,maximum_fruit_width,1.2mm
1055,carex_nigromarginata,maximum_plant_height,27cm
1056,carex_normalis,maximum_inflorescence_length,5cm
1057,carex_normalis,maximum_inflorescence_width,16mm
1058,carex_normalis,maximum_leaf_width,6mm
1059,carex_normalis,maximum_plant_height,140cm
1060,carex_norvegica,maximum_leaf_width,3mm
1061,carex_norvegica,maximum_plant_height,35cm
1062,carex_nova,maximum_leaf_width,4mm
1063,carex_nova,maximum_plant_height,60cm
1064,carex_novae-angliae,maximum_fruit_length,1.7mm
1065,carex_novae-angliae,maximum_fruit_width,0.9mm
1066,carex_novae-angliae,maximum_plant_height,40cm
1067,carex_nudata,maximum_leaf_width,4mm
1068,carex_nudata,maximum_plant_height,70cm
1069,carex_obispoensis,maximum_fruit_length,4mm
1070,carex_obispoensis,maximum_fruit_width,2.2mm
1071,carex_obispoensis,maximum_leaf_width,3.5mm
1072,carex_obnupta,maximum_leaf_width,7mm
1073,carex_obnupta,maximum_plant_height,120cm
1074,carex_obtusata,maximum_leaf_width,1.5mm
1075,carex_obtusata,maximum_plant_height,20cm
1076,carex_occidentalis,maximum_fruit_length,2mm
